scheme_code,months,years,total_invested,final_value,gain,cagr_percent,scheme_name,category,daily_return_std,sharpe_ratio,max_drawdown,category_volatility_pct,category_risk_tier,log_total_invested
100472,132,11.0,132000.0,190786.67457163552,58786.67457163552,3.405371837862581,FRANKLIN INDIA MID CAP FUND -,mid_cap,0.1619787114335451,0.3593883864770264,-0.48915946022345236,0.8895348837209303,high,11.790564777297387
100473,132,11.0,132000.0,333390.3841285722,201390.3841285722,8.787731738049409,FRANKLIN INDIA MID CAP FUND-,mid_cap,0.1418567010873108,0.987507044368394,-0.37886556261071686,0.43023255813953487,medium,11.790564777297387
100475,132,11.0,132000.0,280103.31531829195,148103.31531829195,7.078931507553321,TATA LARGE CAP FUND - -,large_cap,0.12497207901101569,0.6410293940882473,-0.37622454218723256,0.5862068965517241,medium,11.790564777297387
100476,132,11.0,132000.0,239783.99237924285,107783.99237924285,5.576641229683532,TAURUS FLEXI CAP FUND - -,multi_cap,0.13926746202610593,0.4856358101502114,-0.4113457556935818,0.640625,medium,11.790564777297387
100477,132,11.0,132000.0,310600.0869227903,178600.08692279027,8.089704876796699,TAURUS MID CAP FUND - -,mid_cap,0.1725801569901446,0.5500964643725612,-0.32934257508926695,0.9825581395348837,high,11.790564777297387
100484,132,11.0,132000.0,277931.73343485896,145931.73343485896,7.0031951119894575,FRANKLIN INDIA INDEX FUND- NSE NIFTY 50 INDEX FUND -,index_fund,0.12019688312840995,0.5498507440746346,-0.3766953064704666,0.3409090909090909,medium,11.790564777297387
100519,132,11.0,132000.0,213240.00857099303,81240.00857099303,4.4566003793761855,FRANKLIN INDIA FLEXI CAP FUND -,multi_cap,0.13584148869853915,0.333410942434107,-0.5166136027588745,0.5546875,medium,11.790564777297387
100520,132,11.0,132000.0,318566.2142763831,186566.2142763831,8.33883523580976,FRANKLIN INDIA FLEXI CAP FUND -,multi_cap,0.12134514853819307,0.8536129601791925,-0.385395600549553,0.3046875,medium,11.790564777297387
100630,132,11.0,132000.0,329886.19060331176,197886.19060331176,8.683282295826334,QUANT MULTI CAP FUND- -,multi_cap,0.16626752186279725,0.2197803867981557,-0.37335817542746896,0.9609375,high,11.790564777297387
100631,132,11.0,132000.0,353851.19379267533,221851.19379267533,9.378388689537488,QUANT MULTI CAP FUND- -,multi_cap,0.1662540456076925,0.21997734699069513,-0.3624323543582341,0.953125,high,11.790564777297387
100650,132,11.0,132000.0,197288.16100131988,65288.16100131988,3.720857693211221,UTI LARGE CAP FUND - -,large_cap,0.11327548776681619,0.30715036430538906,-0.43688715704749426,0.1206896551724138,low,11.790564777297387
100651,132,11.0,132000.0,271037.9904702938,139037.9904702938,6.759151267923436,UTI LARGE CAP FUND - -,large_cap,0.11083811264147109,0.5541501085667018,-0.3470900117998511,0.0603448275862069,low,11.790564777297387
100663,132,11.0,132000.0,294860.4750380208,162860.4750380208,7.57990294791937,UTI LARGE & MID CAP FUND - -,mid_cap,0.12495221627271412,1.1086094136339386,-0.46558616159853855,0.11046511627906977,low,11.790564777297387
100664,132,11.0,132000.0,333765.7264742554,201765.72647425535,8.798860313791558,UTI LARGE & MID CAP FUND - -,mid_cap,0.12495167776084048,1.1086056359373098,-0.42150087434865807,0.10465116279069768,low,11.790564777297387
100668,132,11.0,132000.0,238121.68766869447,106121.68766869447,5.50989326537179,UTI FLEXI CAP FUND - -,multi_cap,0.11329999027790713,0.4394063269008343,-0.3391026463519336,0.1015625,low,11.790564777297387
100669,132,11.0,132000.0,265516.2619855973,133516.26198559732,6.559573158234744,UTI - FLEXI CAP FUND-,multi_cap,0.11330007023178078,0.4394061919960727,-0.3391021226281192,0.109375,low,11.790564777297387
100794,132,11.0,132000.0,197401.9298352448,65401.92983524481,3.72629372372868,SUNDARAM SMALL CAP FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),small_cap,0.1636945363380521,0.3335253200987823,-0.662604671814404,0.6363636363636364,medium,11.790564777297387
100795,132,11.0,132000.0,325025.3199647481,193025.3199647481,8.536711832221954,SUNDARAM SMALL CAP FUND -,small_cap,0.14582563115893402,0.8617945809527405,-0.5785814312383966,0.2878787878787879,medium,11.790564777297387
100822,132,11.0,132000.0,288617.0235547805,156617.02355478052,7.370798510268051,UTI NIFTY 50 INDEX FUND - -,index_fund,0.12078087425411071,0.5739047471983094,-0.3842615185168754,0.625,medium,11.790564777297387
100823,132,11.0,132000.0,287451.6624636734,155451.6624636734,7.3313136627984,UTI NIFTY 50 INDEX FUND - -,index_fund,0.12078064063515863,0.5739047366494563,-0.38426258860824514,0.6193181818181818,medium,11.790564777297387
101065,132,11.0,132000.0,377548.3898836121,245548.3898836121,10.024851258404777,QUANT MID CAP FUND - -,mid_cap,0.17103754620136213,0.48254855763453836,-0.344855123956514,0.9476744186046512,high,11.790564777297387
101066,132,11.0,132000.0,378999.96335181285,246999.96335181285,10.063240251319616,QUANT MID CAP FUND - -,mid_cap,0.1710359778651234,0.48394625151900256,-0.34479135394776345,0.9418604651162791,high,11.790564777297387
101161,132,11.0,132000.0,358594.0410612141,226594.0410612141,9.510861199194776,NIPPON INDIA MULTI CAP FUND- -,multi_cap,0.13245464852818392,1.0456006266295423,-0.430721532606055,0.46875,medium,11.790564777297387
101162,132,11.0,132000.0,358594.0414993981,226594.04149939807,9.510861211359934,NIPPON INDIA MULTI CAP FUND- -,multi_cap,0.13245466804646464,1.0456004925107263,-0.430721532606055,0.4765625,medium,11.790564777297387
101163,132,11.0,132000.0,237179.9363410748,105179.93634107482,5.471890099226284,NIPPON INDIA MULTI CAP FUND -,multi_cap,0.1586741479522708,0.3442109127628266,-0.5713034231314564,0.9296875,high,11.790564777297387
101198,132,11.0,132000.0,271026.86848306964,139026.86848306964,6.7587530023645925,LIC MF BSE SENSEX INDEX FUND- -,index_fund,0.1199619548492913,0.45050643999147266,-0.3758784966509365,0.1875,low,11.790564777297387
101199,132,11.0,132000.0,271025.6574585857,139025.6574585857,6.758709636074989,LIC MF BSE SENSEX INDEX FUND- -,index_fund,0.11996305969919277,0.4505012468693148,-0.37587765899358777,0.19318181818181818,low,11.790564777297387
101200,132,11.0,132000.0,272760.7672579298,140760.76725792978,6.820663255642745,LIC MF NIFTY 50 INDEX FUND- -,index_fund,0.12051039957007241,0.5071582849711647,-0.3817798360447382,0.4318181818181818,medium,11.790564777297387
101201,132,11.0,132000.0,272749.3361841092,140749.3361841092,6.8202562729094085,LIC MF NIFTY 50 INDEX FUND- -,index_fund,0.12051052380029366,0.5071421420816163,-0.38178355054467655,0.4375,medium,11.790564777297387
101209,132,11.0,132000.0,253542.69521529067,121542.69521529067,6.113503080100857,TAURUS LARGE CAP FUND - -,large_cap,0.13503394438946448,0.5441236185418458,-0.3515066394279877,0.6982758620689655,medium,11.790564777297387
101228,132,11.0,132000.0,317098.8400356747,185098.8400356747,8.29337374616319,ICICI PRUDENTIAL MULTICAP FUND -,multi_cap,0.1145288299515775,0.9875406674441425,-0.38973575584229864,0.1328125,low,11.790564777297387
101281,132,11.0,132000.0,283863.3199008521,151863.3199008521,7.208812617745042,HDFC BSE SENSEX INDEX FUND -,index_fund,0.12029472637582397,0.5052816349483042,-0.3808008524921962,0.3806818181818182,medium,11.790564777297387
101313,132,11.0,132000.0,235040.06224917845,103040.06224917845,5.385025672498967,ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - -,index_fund,0.12070420381464125,0.5579040536889557,-0.63668683174513,0.5511363636363636,medium,11.790564777297387
101314,132,11.0,132000.0,280572.9382516692,148572.93825166923,7.095239918451712,ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - -,index_fund,0.12070446215961057,0.5579198432845106,-0.3766317569572183,0.5568181818181818,medium,11.790564777297387
101349,132,11.0,132000.0,283656.8332721465,151656.83327214653,7.201720693364222,ICICI PRUDENTIAL NIFTY 50 INDEX FUND - CUMULATIVE,index_fund,0.12074110281123714,0.5661838889828937,-0.3821545281274305,0.5965909090909091,medium,11.790564777297387
101525,132,11.0,132000.0,286096.5595653106,154096.5595653106,7.28521656095642,HDFC NIFTY 50 INDEX FUND -,index_fund,0.12077005889798278,0.567604847362181,-0.38364357049536085,0.6079545454545454,medium,11.790564777297387
101530,132,11.0,132000.0,310482.62646626704,178482.62646626704,8.085988186081483,SBI LARGE & MIDCAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),mid_cap,0.11438980502110697,0.8585840996042355,-0.4057592292390065,0.01744186046511628,low,11.790564777297387
101538,132,11.0,132000.0,220274.19300503287,88274.19300503287,4.765247744731149,SUNDARAM MID CAP FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),mid_cap,0.16433531627415818,0.5369263320227731,-0.5609359787100543,0.9069767441860465,high,11.790564777297387
101539,132,11.0,132000.0,343136.7821308,211136.7821308,9.073079935686224,SUNDARAM MID CAP FUND -,mid_cap,0.14430795671764662,1.104826126075751,-0.45250865048781574,0.4941860465116279,medium,11.790564777297387
101591,132,11.0,132000.0,198284.63262727464,66284.63262727464,3.768373959861404,ADITYA BIRLA SUN LIFE MIDCAP FUND - -,mid_cap,0.1558715188961213,0.36475259894603773,-0.5303522358231326,0.8081395348837209,high,11.790564777297387
101592,132,11.0,132000.0,308339.7332445638,176339.7332445638,8.01795727831447,ADITYA BIRLA SUN LIFE MIDCAP FUND-,mid_cap,0.14165455735223798,0.8798232778362207,-0.4615474350374756,0.4186046511627907,medium,11.790564777297387
101593,132,11.0,132000.0,187815.84870262805,55815.84870262805,3.257946121926536,HSBC LARGE CAP FUND -,large_cap,0.1522000837405721,-0.058222587225913947,-0.44465381413304655,0.9482758620689655,high,11.790564777297387
101594,132,11.0,132000.0,275897.1177315376,143897.1177315376,6.931745842964943,HSBC LARGE CAP FUND -,large_cap,0.12776152770694568,0.6183746401303206,-0.3615671843714487,0.646551724137931,medium,11.790564777297387
101635,132,11.0,132000.0,278382.5698022504,146382.56980225036,7.01896268545541,DSP LARGE CAP FUND - -,large_cap,0.1098969346585581,0.9825614122535398,-0.4038821297891827,0.04310344827586207,low,11.790564777297387
101636,132,11.0,132000.0,165909.3775895149,33909.37758951489,2.1002957893202057,DSP LARGE CAP FUND - -,large_cap,0.13739570402968249,0.1800462276697441,-0.5835236127722808,0.8620689655172413,high,11.790564777297387
101659,132,11.0,132000.0,281758.41345467564,149758.41345467564,7.136297326954355,TATA NIFTY 50 INDEX FUND -,index_fund,0.12048271733608766,0.5507377796389821,-0.3713470438528323,0.42045454545454547,medium,11.790564777297387
101705,132,11.0,132000.0,291373.26226880145,159373.26226880145,7.46361187349478,ICICI PRUDENTIAL BSE SENSEX ETF,index_fund,0.1200614738278607,0.5354865960887315,-0.3781364744285124,0.24431818181818182,low,11.790564777297387
101706,132,11.0,132000.0,185127.12372344048,53127.12372344048,3.122680430178693,ICICI PRUDENTIAL MULTICAP FUND -,multi_cap,0.14209282468154785,0.1888685152640254,-0.5071001494768311,0.75,medium,11.790564777297387
101746,132,11.0,132000.0,277104.9764457801,145104.97644578008,6.974219558793426,TATA S&P BSE SENSEX INDEX FUND -,index_fund,0.1200131115116872,0.4864879762577333,-0.36987103827672096,0.2159090909090909,low,11.790564777297387
101762,132,11.0,132000.0,370532.1837951579,238532.18379515788,9.837384381598158,HDFC FLEXI CAP FUND -,multi_cap,0.107791501845366,1.2633899250115534,-0.4205979472436219,0.0546875,low,11.790564777297387
101763,132,11.0,132000.0,197378.4282851609,65378.42828516086,3.7251710209640354,HDFC FLEXI CAP FUND -,multi_cap,0.14171311518345797,0.2813257548522418,-0.5876651027391957,0.7421875,medium,11.790564777297387
101823,132,11.0,132000.0,267419.3770236588,135419.37702365877,6.628782210493767,TATA LARGE & MID CAP FUND - OF,mid_cap,0.12370748539257487,0.48314562950671147,-0.35803390054445655,0.08139534883720931,low,11.790564777297387
101824,132,11.0,132000.0,288828.5057047436,156828.5057047436,7.377948421765512,TATA LARGE & MID CAP FUND- -,mid_cap,0.12370438392945916,0.4838403279297547,-0.3580044814312294,0.0755813953488372,low,11.790564777297387
101922,132,11.0,132000.0,303867.7494744512,171867.74947445118,7.874588624089052,CANARA ROBECO FLEXICAP FUND - -,multi_cap,0.12003236458741298,0.7070064241793214,-0.3331570597567425,0.1953125,low,11.790564777297387
101923,132,11.0,132000.0,199806.5124531818,67806.51245318181,3.840526765731545,CANARA ROBECO FLEXICAP FUND - - ( / ),multi_cap,0.12984924435889966,0.24809729837959854,-0.37541191381495564,0.4296875,medium,11.790564777297387
102000,132,11.0,132000.0,293572.40885151,161572.40885150997,7.537095042727082,HDFC LARGE CAP FUND - -,large_cap,0.12149581093849997,0.7263433766813103,-0.41041263286363705,0.3275862068965517,medium,11.790564777297387
102001,132,11.0,132000.0,156729.65037502564,24729.65037502564,1.5733435245974148,HDFC LARGE CAP FUND - -,large_cap,0.1485807416680788,-0.0661813985508609,-0.5749979519947571,0.9396551724137931,high,11.790564777297387
102020,132,11.0,132000.0,318474.93681890646,186474.93681890648,8.336012879338295,BARODA BNP PARIBAS MULTI CAP FUND - -,multi_cap,0.13843813753738587,0.8062439821263556,-0.3508490566037736,0.5859375,medium,11.790564777297387
102021,132,11.0,132000.0,186243.67825592335,54243.67825592338,3.17906804243977,BARODA BNP PARIBAS MULTI CAP FUND - -,multi_cap,0.1409561122424633,0.16961588786564913,-0.503190967108493,0.734375,medium,11.790564777297387
102036,132,11.0,132000.0,262119.70579048892,130119.70579048897,6.434924943992559,TATA LARGE CAP FUND- - OF,large_cap,0.1249750194863698,0.6402864986410324,-0.3992370724592227,0.5948275862068966,medium,11.790564777297387
102133,132,11.0,132000.0,303184.8534373356,171184.85343733558,7.852526846609353,ICICI PRUDENTIAL MULTI SECTOR PASSIVE FOF -,index_fund,0.10208925525077679,1.0458236844485165,-0.34920338702968207,0.10795454545454546,low,11.790564777297387
102134,132,11.0,132000.0,246025.81219601032,114025.81219601032,5.823575517153312,ICICI PRUDENTIAL MULTI SECTOR PASSIVE FOF -,index_fund,0.11937171943051031,0.46664233333352945,-0.34920338702968207,0.17613636363636365,low,11.790564777297387
102251,132,11.0,132000.0,208352.7874687556,76352.78746875559,4.236660572132522,HSBC FLEXI CAP FUND -,multi_cap,0.16671255409759705,0.17056147028942772,-0.500748634114579,0.984375,high,11.790564777297387
102252,132,11.0,132000.0,292389.8652683244,160389.8652683244,7.497643496903339,HSBC FLEXI CAP FUND -,multi_cap,0.14011930467390535,0.8337192183886816,-0.40955526505798373,0.671875,medium,11.790564777297387
102272,132,11.0,132000.0,281811.32671892195,149811.32671892195,7.138126246239351,SBI NIFTY INDEX FUND - -,index_fund,0.1204016046291452,0.5516256981074298,-0.38466799245168004,0.3977272727272727,medium,11.790564777297387
102273,132,11.0,132000.0,282082.73085707193,150082.73085707193,7.147502283844864,SBI NIFTY INDEX FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),index_fund,0.12040240658911033,0.5516136005984312,-0.3843069653193517,0.4034090909090909,medium,11.790564777297387
102326,132,11.0,132000.0,323401.5014900202,191401.5014900202,8.487304373219917,TATA MID CAP FUND- -,mid_cap,0.14530938586801712,0.9539132428677144,-0.43828679005920235,0.5232558139534884,medium,11.790564777297387
102328,132,11.0,132000.0,351993.96551464376,219993.96551464376,9.326074222994162,TATA MID CAP FUND -,mid_cap,0.14530663330201143,0.9547875982534082,-0.354288116410671,0.5174418604651163,medium,11.790564777297387
102393,132,11.0,132000.0,285466.0291079322,153466.02910793218,7.263699839874871,UTI MID CAP FUND - -,mid_cap,0.1384799810093919,0.6864806540820321,-0.4648134402858027,0.3546511627906977,medium,11.790564777297387
102394,132,11.0,132000.0,314540.74315168307,182540.74315168307,8.2136607136033,UTI MID CAP FUND-,mid_cap,0.13848006003822672,0.6864801876707938,-0.4184934474482784,0.36046511627906974,medium,11.790564777297387
102528,132,11.0,132000.0,358028.83728226187,226028.83728226187,9.495158372268598,ICICI PRUDENTIAL MIDCAP FUND -,mid_cap,0.15917775708493848,0.9129981782818888,-0.4532667876588022,0.8546511627906976,high,11.790564777297387
102529,132,11.0,132000.0,196176.36677103143,64176.36677103146,3.667584118374978,ICICI PRUDENTIAL MIDCAP FUND -,mid_cap,0.17935577231244487,0.33776938093828623,-0.5752039151712888,1.0,high,11.790564777297387
102874,132,11.0,132000.0,305427.7864310871,173427.78643108712,7.924818880429396,KOTAK SMALL CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,small_cap,0.13614944960361328,0.6025640988928628,-0.5029085024492652,0.16666666666666666,low,11.790564777297387
102875,132,11.0,132000.0,352332.4626971915,220332.4626971915,9.335627693027426,KOTAK SMALL CAP FUND -,small_cap,0.13614715338676878,0.6025655146328827,-0.42300394612778935,0.15151515151515152,low,11.790564777297387
102883,132,11.0,132000.0,284837.53318061365,152837.53318061365,7.24220950744463,FRANKLIN INDIA LARGE & MID CAP FUND -,mid_cap,0.12518969467348628,0.7905774893159692,-0.4247241919974232,0.12790697674418605,low,11.790564777297387
102884,132,11.0,132000.0,170288.6313174776,38288.63131747759,2.3424032949949325,FRANKLIN INDIA LARGE & MID CAP FUND -,mid_cap,0.14786130279956752,0.10197945042400641,-0.5350612355436973,0.6337209302325582,medium,11.790564777297387
102920,132,11.0,132000.0,314790.184277883,182790.18427788297,8.221459446652046,CANARA ROBECO LARGE AND MID CAP FUND - -,mid_cap,0.13672916387027365,0.6520644195276647,-0.36263527624833874,0.3081395348837209,medium,11.790564777297387
102921,132,11.0,132000.0,217009.5573752865,85009.5573752865,4.623132956438703,CANARA ROBECO LARGE AND MID CAP FUND - - ( / ),mid_cap,0.1441906199934701,0.2683480478290961,-0.40421263791374124,0.4883720930232558,medium,11.790564777297387
102941,132,11.0,132000.0,325971.36802541494,193971.3680254149,8.56539361048605,SBI MIDCAP FUND - -,mid_cap,0.12049309235374807,0.7742344608106906,-0.44249034853514213,0.046511627906976744,low,11.790564777297387
102942,132,11.0,132000.0,312815.16953832406,180815.1695383241,8.159556461362861,SBI MIDCAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),mid_cap,0.12049290397662725,0.7742908425674628,-0.47159986923831315,0.040697674418604654,low,11.790564777297387
103024,132,11.0,132000.0,332529.34986700804,200529.34986700804,8.762159721686835,SBI LARGE & MIDCAP FUND- -,mid_cap,0.11438991386873763,0.858543312425894,-0.3646935083165753,0.023255813953488372,low,11.790564777297387
103165,132,11.0,132000.0,191978.78544577624,59978.785445776215,3.463943654399282,ADITYA BIRLA SUN LIFE FLEXI CAP FUND - -,multi_cap,0.137447544194311,0.26440406784249004,-0.4710138685502628,0.5703125,medium,11.790564777297387
103166,132,11.0,132000.0,305794.6691306795,173794.6691306795,7.9365979319544255,ADITYA BIRLA SUN LIFE FLEXI CAP FUND - -,multi_cap,0.12220118899162771,0.8543340759876967,-0.38637423583538166,0.3359375,medium,11.790564777297387
103173,132,11.0,132000.0,182117.8032138362,50117.80321383619,2.9691514466422486,ADITYA BIRLA SUN LIFE LARGE CAP FUND- -,large_cap,0.13726888234621673,0.11385724080838709,-0.4927536231884057,0.853448275862069,high,11.790564777297387
103174,132,11.0,132000.0,285859.23538136727,153859.23538136727,7.277122986483731,ADITYA BIRLA SUN LIFE LARGE CAP FUND-,large_cap,0.11675655507815963,0.7244587997497134,-0.377313836531147,0.1724137931034483,low,11.790564777297387
103215,132,11.0,132000.0,275914.6911594079,143914.6911594079,6.932365014123554,SBI FLEXICAP FUND - -,multi_cap,0.1107836884214118,0.6050304615201129,-0.3589949550730595,0.0703125,low,11.790564777297387
103216,132,11.0,132000.0,247559.55408309773,115559.55408309773,5.883380012642836,SBI FLEXICAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),multi_cap,0.11078461124190442,0.6050312429914216,-0.4262323643594357,0.078125,low,11.790564777297387
103233,132,11.0,132000.0,268730.26385950047,136730.26385950047,6.676194217903086,KOTAK LARGE & MIDCAP FUND - -,mid_cap,0.133715510022764,0.861109207763095,-0.4385032275881115,0.23255813953488372,low,11.790564777297387
103234,132,11.0,132000.0,333199.9093702319,201199.9093702319,8.78207996898066,KOTAK LARGE & MIDCAP FUND - -,mid_cap,0.1337143142344781,0.8611620691124835,-0.3614504269449716,0.22674418604651161,low,11.790564777297387
103360,132,11.0,132000.0,335589.5798680572,203589.5798680572,8.852774558991738,FRANKLIN INDIA SMALL CAP FUND-,small_cap,0.1481419407809739,0.8132300976182878,-0.5108757393527037,0.3181818181818182,medium,11.790564777297387
103361,132,11.0,132000.0,202163.7993794064,70163.79937940638,3.951306213330264,FRANKLIN INDIA SMALL CAP FUND -,small_cap,0.17461620431701882,0.17256355264039544,-0.6175283512315849,0.8939393939393939,high,11.790564777297387
103504,132,11.0,132000.0,283084.4376254303,151084.4376254303,7.182036808221759,SBI LARGE CAP FUND-,large_cap,0.10879967212885194,0.6833945101979683,-0.37165549764209477,0.008620689655172414,low,11.790564777297387
103616,132,11.0,132000.0,277237.414546358,145237.414546358,6.978866431018038,SBI LARGE CAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),large_cap,0.1088001323401598,0.6834012272296889,-0.3716384669082206,0.017241379310344827,low,11.790564777297387
103819,132,11.0,132000.0,332686.97697570286,200686.97697570288,8.766845616187545,DSP LARGE & MID CAP FUND - -,mid_cap,0.12982150253473337,0.9726088112670981,-0.3684065787475424,0.18023255813953487,low,11.790564777297387
103820,132,11.0,132000.0,187178.98013115,55178.98013114999,3.2260660936336283,DSP LARGE & MID CAP FUND - -,mid_cap,0.15244109315666934,0.28545920099900424,-0.5335573490144311,0.6918604651162791,medium,11.790564777297387
104481,132,11.0,132000.0,310051.890222356,178051.890222356,8.072347857083063,DSP MIDCAP FUND - -,mid_cap,0.14272586589776934,0.8526234190925156,-0.3275996112730806,0.4476744186046512,medium,11.790564777297387
104482,132,11.0,132000.0,172970.46572806375,40970.46572806375,2.487888947566863,DSP MIDCAP FUND - -,mid_cap,0.16499387225984732,0.24268651000417962,-0.4996611620358811,0.9244186046511628,high,11.790564777297387
104513,132,11.0,132000.0,333846.3620223201,201846.3620223201,8.801249603308214,QUANT LARGE & MID CAP FUND -,mid_cap,0.15557884240128644,0.5203916341210248,-0.4581640423609764,0.7616279069767442,high,11.790564777297387
104514,132,11.0,132000.0,312267.7470378539,180267.74703785387,8.142335683776135,QUANT LARGE & MID CAP FUND - -,mid_cap,0.15556389143668356,0.5251240743452646,-0.54737223552149,0.7558139534883721,high,11.790564777297387
104515,132,11.0,132000.0,334415.4716902565,202415.4716902565,8.818097831189853,QUANT LARGE & MID CAP FUND - -,mid_cap,0.15558863675887954,0.5236245059257519,-0.3273625679574979,0.7703488372093024,high,11.790564777297387
104907,132,11.0,132000.0,329431.20907064725,197431.20907064725,8.669646763020422,KOTAK MIDCAP FUND - - - & RE INVESTMENT OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,mid_cap,0.1429740237560897,0.9348354940438315,-0.4576502732240437,0.45930232558139533,medium,11.790564777297387
104908,132,11.0,132000.0,380723.6217109173,248723.62171091727,10.108651715946571,KOTAK MIDCAP FUND - -,mid_cap,0.14298330951899524,0.9347539120062647,-0.3609199070064275,0.46511627906976744,medium,11.790564777297387
105000,132,11.0,132000.0,187455.0691890835,55455.0691890835,3.239898502280325,SUNDARAM LARGE AND MIDCAP - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),mid_cap,0.14915462593689371,0.127119052162996,-0.48011672095548313,0.6511627906976745,medium,11.790564777297387
105001,132,11.0,132000.0,304969.5089800374,172969.5089800374,7.910087448370184,SUNDARAM LARGE AND MIDCAP FUND -,mid_cap,0.1300736074349859,0.707107561130729,-0.3814831397129863,0.19186046511627908,low,11.790564777297387
105067,132,11.0,132000.0,253187.2624695364,121187.26246953642,6.099971104782798,FRANKLIN INDIA INDEX FUND- NSE NIFTY 50 INDEX FUND -,index_fund,0.1261653812049227,0.2624732304136561,-0.3766953064704666,0.6931818181818182,medium,11.790564777297387
105503,132,11.0,132000.0,413341.9760600884,281341.97606008843,10.934561470452952,INVESCO INDIA MIDCAP FUND - -,mid_cap,0.15193539681380758,1.2015481404120183,-0.3417767324045594,0.6744186046511628,medium,11.790564777297387
105504,132,11.0,132000.0,280962.97892007563,148962.97892007563,7.108765854332111,INVESCO INDIA MIDCAP FUND - - ( / ),mid_cap,0.16069097179943406,0.9364784639039715,-0.5072417122626327,0.8662790697674418,high,11.790564777297387
