scheme_code,scheme_name
117629,Baroda Dynamic Bond Fund - Plan A - IDCW
117631,Baroda Dynamic Bond Fund - Plan A - Growth Option
117691,DSP US Specific Equity Omni FoF - Regular Plan - Growth Option
117692,DSP US Specific Equity Omni FoF - Regular Plan - IDCW
117714,IDBI GOLD FUND
117715,Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option
117716,Kotak Credit Risk Fund - Growth
117867,Bandhan Income Plus Arbitrage Active FOF - Regular Plan - Weekly IDCW
117868,Bandhan Income Plus Arbitrage Active FOF - Regular Plan - Daily IDCW
117944,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION
117945,BNP PARIBAS LOW DURATION FUND GROWTH OPTION
117946,BNP PARIBAS LOW DURATION FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION
117947,BNP PARIBAS LOW DURATION FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION
117948,BNP PARIBAS CORPORATE BOND FUND QUARTERLY Income Distribution cum Capital Withdrawal OPTION
117949,BNP PARIBAS CORPORATE BOND FUND ANNUAL Income Distribution cum Capital Withdrawal OPTION
117950,BNP PARIBAS CORPORATE BOND FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION
117951,BNP PARIBAS CORPORATE BOND FUND GROWTH OPTION
117952,BNP PARIBAS SHORT TERM FUND QUARTERLY Income Distribution cum Capital Withdrawal OPTION
117953,BNP PARIBAS SHORT TERM FUND GROWTH OPTION
117954,BNP PARIBAS SHORT TERM FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION
117955,BNP PARIBAS SHORT TERM FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION
117956,BNP PARIBAS SHORT TERM FUND DAILY Income Distribution cum Capital Withdrawal OPTION
117957,BNP Paribas Flexi Debt Fund Growth Option
117958,BNP Paribas Flexi Debt Fund Daily Income Distribution cum Capital Withdrawal Option
117959,BNP Paribas Flexi Debt Fund Weekly Income Distribution cum Capital Withdrawal Option
117960,BNP Paribas Flexi Debt Fund Monthly Income Distribution cum Capital Withdrawal Option
117961,BNP Paribas Flexi Debt Fund Quarterly Income Distribution cum Capital Withdrawal Option
117962,BNP Paribas Flexi Debt Fund Half Yearly Income Distribution cum Capital Withdrawal Option
117973,Invesco India Short Duration Fund - Regular Plan - Daily IDCW (Reinvestment)
117974,NIPPON INDIA DYNAMIC BOND FUND - QUARTERLY IDCW Option
117981,UTI Credit Risk Fund  - Regular Plan - Growth Option
117982,UTI Credit Risk Fund - Regular Plan - Quarterly IDCW
117995,DSP Ultra Short Fund - Regular Plan - IDCW - Payout
117998,Kotak Dynamic Bond Fund Regular Plan - Standard Income Distribution cum capital withdrawal option
118030,IDBI Gilt Fund Growth
118031,IDBI Gilt Fund Quarterly IDCW
118034,IDBI Gilt Fund Annual IDCW
118043,L&T Flexicap Fund-Regular Plan-Growth
118044,L&T Flexicap Fund-Regular Plan-IDCW
118047,L&T  Tax Advantage Fund-Regular Plan-Growth
118048,L&T Tax Advantage Fund-Regular Plan-IDCW
118049,L&T Large and Midcap Fund-Regular Plan-Growth
118050,L&T Large and Midcap Fund-Regular Plan-IDCW
118053,L&T Flexi Bond Fund - Regular Plan - Growth
118054,L&T Flexi Bond Fund - Regular Plan - IDCW
118056,L&T Overnight Fund - Regular Plan - Daily IDCW
118058,L&T Overnight Fund - Regular Plan - Growth
118065,L&T Overnight Fund - Regular Plan - Weekly IDCW
118066,L&T Overnight Fund  - Regular Plan - Monthly IDCW
118069,L&T India Large Cap Fund - Regular Plan - Growth
118070,L&T India Large Cap Fund - Regular Plan - IDCW
118076,L&T Banking and PSU Debt Fund - Regular Plan - Daily IDCW
118077,L&T Banking and PSU Debt Fund - Regular Plan - Weekly IDCW
118078,L&T Banking and PSU Debt Fund - Regular Plan - Growth
118080,L&T Banking and PSU Debt Fund -  Regular Plan - Monthly IDCW
118102,L&T India Value Fund-Regular Plan-Growth
118103,L&T India Value Fund-Regular Plan-IDCW
118133,L&T Low Duration Fund-Regular Plan - Growth
118134,L&T Low Duration Fund-Regular Plan - IDCW
118191,L&T Hybrid Equity Fund- Regular Plan - Growth
118192,L&T Hybrid Equity Fund- Regular Plan - IDCW
118193,L&T Balanced Advantage Fund-Regular Plan-IDCW
118194,L&T Balanced Advantage Fund-Regular Plan-Growth
118211,SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)
118232,Invesco India Banking and PSU Fund - Regular Plan - Growth Option
118233,Invesco India Banking and PSU Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)
118234,Invesco India Banking and PSU Fund - Regular Plan - Daily IDCW (Reinvestment)
118267,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION
118268,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
118269,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION
118270,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
118271,CANARA ROBECO EQUITY HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)
118272,CANARA ROBECO EQUITY HYBRID FUND - DIRECT PLAN - GROWTH OPTION
118273,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION
118274,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
118275,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION
118276,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
118277,CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
118278,CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION
118281,CANARA ROBECO INCOME FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment)
118282,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION
118283,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
118284,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION
118285,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION
118286,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - IDCW (Payout)
118291,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION
118292,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
118293,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - DAILY IDCW (Reinvestment)
118294,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment)
118295,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)
118298,CANARA ROBECO GILT FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
118299,CANARA ROBECO GILT FUND - DIRECT PLAN - GROWTH OPTION
118304,CANARA ROBECO LIQUID FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
118305,CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION
118306,CANARA ROBECO LIQUID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)
118307,CANARA ROBECO LIQUID FUND - DIRECT PLAN - DAILY IDCW (Reinvestment)
118308,CANARA ROBECO LIQUID FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment)
118309,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION
118310,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment)
118311,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)
118315,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - DAILY IDCW (Reinvestment)
118316,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment)
118317,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION
118318,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)
118319,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
118320,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION
118321,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)
118322,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment)
118326,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus
118341,IDBI Gilt Fund Growth Direct
118343,IDBI GOLD FUND Direct
118344,IDBI India Top 100 Equity Fund Growth Direct
118345,IDBI Liquid Fund Growth Direct
118347,IDBI NIFTY 50  Index Fund Growth Direct
118348,IDBI Nifty Next 50 Index Fund Growth Direct
118349,IDBI Short Term Bond Fund Growth Direct
118350,IDBI UST Growth Direct
118363,BANDHAN LIQUID Fund -Direct Plan-Periodic IDCW
118364,BANDHAN LIQUID Fund -Direct Plan-Growth
118365,BANDHAN LIQUID Fund -Direct Plan -Monthly IDCW
118366,BANDHAN LIQUID Fund -Direct Plan-Daily IDCW
118367,BANDHAN LIQUID Fund -Direct Plan -Weekly IDCW
118368,BANDHAN Low Duration Fund-Direct Plan-Daily IDCW
118369,BANDHAN Low Duration Fund-Direct Plan-Quarterly IDCW
118370,BANDHAN Low Duration Fund-Direct Plan-Periodic IDCW
118371,BANDHAN Low Duration Fund-Direct Plan-Growth
118372,BANDHAN Low Duration Fund-Direct Plan-Monthly IDCW
118373,BANDHAN Low Duration Fund-Direct Plan-Weekly IDCW
118383,Bandhan Money Market Fund -Direct Plan-Daily IDCW
118384,Bandhan Money Market Fund -Direct Plan-Growth
118385,Bandhan Money Market Fund -Direct Plan-Monthly IDCW
118386,Bandhan Money Market Fund -Direct Plan-Weekly IDCW
118387,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Growth
118388,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Quarterly IDCW
118389,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Weekly IDCW
118393,Bandhan Medium to Long Duration Fund - Direct Plan - Annual IDCW
118394,Bandhan Medium to Long Duration Fund - Direct Plan - Growth
118396,Bandhan Medium to Long Duration Fund - Direct Plan - Quarterly IDCW
118399,Bandhan Medium Duration Fund - Direct Plan - Bi Monthly IDCW
118400,Bandhan Medium Duration Fund - Direct Plan - Daily IDCW
118401,Bandhan Medium Duration Fund - Direct Plan - Growth
118402,Bandhan Medium Duration Fund - Direct Plan - Monthly IDCW
118403,Bandhan Medium Duration Fund - Direct Plan - Quarterly IDCW
118404,Bandhan Medium Duration Fund - Direct Plan - Fortnightly IDCW
118405,Bandhan Short Duration Fund - Direct Plan - Fortnightly IDCW
118406,Bandhan Short Duration Fund - Direct Plan - Monthly IDCW
118407,Bandhan Short Duration Fund - Direct Plan - Growth
118409,Bandhan Income Plus Arbitrage Active FOF - Direct Plan - Daily IDCW
118410,Bandhan Income Plus Arbitrage Active FOF - Direct Plan - Growth
118413,Bandhan Income Plus Arbitrage Active FOF - Direct Plan - Quarterly IDCW
118414,Bandhan Income Plus Arbitrage Active FOF - Direct Plan - Fortnightly IDCW
118415,BANDHAN Dynamic Bond Fund-Direct Plan-Annual IDCW
118416,BANDHAN Dynamic Bond Fund-Direct Plan-Growth
118417,BANDHAN Dynamic Bond Fund-Direct Plan-IDCW
118418,BANDHAN Dynamic Bond Fund-Direct Plan-Quarterly IDCW
118419,Bandhan Large & Mid Cap Fund - Direct Plan - Growth
118420,Bandhan Large & Mid Cap Fund - Direct Plan - IDCW
118421,Bandhan Focused Fund - Direct Plan - Growth
118422,Bandhan Focused Fund - Direct Plan - IDCW
118423,BANDHAN Flexi Cap Fund-Direct Plan-IDCW
118424,BANDHAN Flexi Cap Fund-Direct Plan-Growth
118428,IDBI Dynamic Bond Fund Annual IDCW Direct
118429,IDBI Dynamic Bond Fund Quarterly IDCW Direct
118446,IDBI Gilt Fund Quarterly IDCW Direct
118447,IDBI Gilt Fund Annual IDCW Direct
118448,IDBI India Top 100 Equity Fund IDCW Direct
118449,IDBI Liquid Fund- Monthly IDCW Direct
118450,IDBI Liquid Fund-Daily IDCW Direct
118451,IDBI Liquid Fund-Weekly IDCW Direct
118452,IDBI Equity Savings Fund Growth Option Direct
118453,IDBI Equity Savings Fund IDCW Option Direct
118454,IDBI Equity Savings Fund Option Direct
118455,IDBI Nifty 50 Index Fund IDCW Direct
118456,IDBI Nifty Next 50 Index Fund IDCW Direct
118457,IDBI Short Term Bond Fund Monthly IDCW Direct
118458,IDBI Short Term Bond Fund Weekly IDCW Direct
118459,IDBI UST Daily IDCW Direct
118460,IDBI UST Monthly IDCW Direct
118461,IDBI UST Weekly IDCW Direct
118462,Franklin India Large Cap Fund - Direct - IDCW
118463,Bandhan Gilt Fund - Direct Plan - IDCW
118464,Bandhan Gilt Fund - Direct Plan - Growth
118466,Bandhan Gilt Fund - Direct Plan - Quarterly IDCW
118467,Bandhan Gilt Fund - Direct Plan - Annual IDCW
118468,BANDHAN Infrastructure Fund-Direct Plan-IDCW
118469,BANDHAN Infrastructure Fund-Direct Plan-Growth
118472,BANDHAN ELSS Tax Saver Fund - Direct Plan - IDCW
118473,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth
118474,BANDHAN Arbitrage Fund-Direct Plan- Growth
118475,BANDHAN Arbitrage Fund-Direct Plan-Monthly IDCW
118476,BANDHAN Equity Savings Fund-Direct Plan-Monthly IDCW
118477,BANDHAN Equity Savings Fund-Direct Plan-Growth
118478,BANDHAN Large Cap Fund-Direct Plan-IDCW
118479,BANDHAN Large Cap Fund-Direct Plan-Growth
118480,Bandhan Value Fund - Direct Plan - IDCW
118481,Bandhan Value Fund - Direct Plan - Growth
118482,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth
118483,BANDHAN Nifty 50 Index Fund-Direct Plan-IDCW
118484,Bandhan Aggressive Hybrid Passive FOF - Direct Plan - IDCW
118485,Bandhan Aggressive Hybrid Passive FOF - Direct Plan - Growth
118486,Bandhan Conservative Hybrid Passive FOF - Direct Plan - Growth
118487,Bandhan Conservative Hybrid Passive FOF - Direct Plan - IDCW
118488,Bandhan Multi-Asset Passive FOF - Direct Plan - IDCW
118489,Bandhan Multi-Asset Passive FOF - Direct Plan - Growth
118490,BANDHAN Conservative Hybrid Fund-Direct Plan-IDCW
118491,BANDHAN Conservative Hybrid Fund-Direct Plan-Growth
118492,BANDHAN Conservative Hybrid Fund-Direct Plan-Quarterly IDCW
118493,Templeton India Value Fund - Direct - IDCW
118494,Templeton India Value Fund - Direct - Growth
118495,Franklin India Dynamic Accrual Fund - Direct - Growth
118496,Franklin India Dynamic Accrual Fund - Direct - IDCW
118497,Franklin India Government Securities Fund - Direct - IDCW
118498,Franklin India Government Securities Fund - Direct - Growth
118505,Franklin India Money Market Fund Retail Option - Direct - Quarterly - IDCW
118506,Franklin India Money Market Fund - Direct - Growth
118507,Franklin India Floating Rate Fund - Direct - IDCW
118508,Franklin India Floating Rate Fund - Direct - Growth
118509,Franklin India Large & Mid cap Fund - Direct - IDCW
118510,Franklin India Large & Mid Cap Fund - Direct - Growth
118511,Franklin India Life Stage Fund of Funds - 20's Plan - Direct - IDCW
118512,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN - Direct - Growth
118513,Franklin India Life Stage Fund of Funds - 30's Plan - Direct - IDCW
118514,Franklin India Life Stage Fund of Funds - The 30s Plan - Direct - Growth
118515,Franklin India Life Stage Fund of Funds - 40's Plan - Direct - IDCW
118516,Franklin India Life Stage Fund of Funds - The 40s Plan - Direct - Growth
118517,Franklin India Life Stage Fund of Funds - 50's Plus Plan - Direct - IDCW
118518,Franklin India Life Stage Fund of Funds - The 50s Plus - Direct - Growth
118519,Franklin India Life Stage Fund Of Funds - The 50S Plus Floating Rate Plan - Direct - Growth
118520,Franklin India Life Stage Fund of Funds - 50's Plus Floating Rate Plan - Direct - IDCW
118524,Franklin India Small Cap Fund - Direct - IDCW
118525,Franklin India Small Cap Fund - Direct - Growth
118526,Franklin India Dividend Yield Fund - Direct - IDCW
118527,Franklin India Dividend Yield Fund - Direct - Growth
118528,Franklin India Low Duration Fund - Direct - Monthly - IDCW
118529,Franklin India Low Duration Fund - Direct - Quarterly - IDCW
118530,Franklin India Low Duration Fund - Direct - Growth
118531,Franklin India Large Cap Fund- Direct - Growth
118532,Franklin India Mid Cap Fund - Direct - IDCW
118533,Franklin India Mid Cap Fund - Direct - Growth
118534,Franklin India Flexi Cap Fund - Direct - IDCW
118535,Franklin India Flexi Cap Fund - Direct - Growth
118536,Franklin India Technology Fund - Direct - IDCW
118537,Franklin India Technology Fund - Direct - Growth
118538,Franklin INDIA OPPORTUNITIES FUND - Direct - IDCW
118539,Franklin India Opportunities Fund - Direct - Growth
118540,Franklin India ELSS Tax Saver Fund - Direct - Growth
118541,Franklin India ELSS Tax Saver Fund - Direct - IDCW
118542,Franklin India Dynamic Asset Allocation Active Fund of funds - Direct - IDCW
118543,Franklin India Dynamic Asset Allocation Active Fund Of Funds - Direct - Growth
118546,Franklin India Aggressive Hybrid Fund - Direct - Growth
118547,Franklin India Aggressive Hybrid Fund - Direct - IDCW
118548,Franklin India Retirement Fund - Direct - Growth
118549,Franklin India Retirement Fund - Direct - IDCW
118550,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
118551,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth
118552,Franklin India Credit Risk Fund - Direct - IDCW
118553,Franklin India Credit Risk Fund - Direct - Growth
118556,Franklin Build India Fund - Direct - IDCW
118557,Franklin Build India Fund - Direct - Growth
118558,Franklin Asian Equity Fund - Direct - IDCW
118559,Franklin Asian Equity Fund - Direct - Growth
118560,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth
118561,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Daily - IDCW
118562,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Weekly - IDCW
118563,Franklin India Focused Equity Fund - Direct - IDCW
118564,Franklin India Focused Equity Fund - Direct - Growth
118565,Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH
118566,Franklin India Short Term Income Plan -  Retail Plan - Direct - Quarterly - IDCW
118567,Franklin India Short Term Income Plan -  Retail Plan - Direct - Monthly - IDCW
118568,Franklin India Short Term Income Plan -  Retail Plan - Direct - Weekly - IDCW
118569,Franklin India Corporate Debt Fund - Direct - GROWTH
118570,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW
118571,Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW
118572,Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW
118573,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW
118574,Franklin India Conservative Hybrid Fund - Direct - GROWTH
118575,Franklin India Conservative Hybrid Fund - Plan A - Direct - Monthly - IDCW
118576,Franklin India Conservative Hybrid Fund - Plan A - Direct - Quarterly - IDCW
118577,Franklin India Liquid Fund - Super Institutional - Direct - Growth
118578,Franklin India Liquid Fund - Super Institutional Plan - Direct - Daily - IDCW
118579,Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly - IDCW
118580,Franklin India INDEX FUND- NSE Nifty 50 Index Fund - Direct - IDCW
