scheme_code,scheme_name,canonical_scheme_name,match_key,category,is_active,rejection_reason
100037,ADITYA BIRLA SUN LIFE INCOME FUND - -,Aditya Birla Sun Life Income Fund - -,adityabirlasunlifeincome,unknown,True,Unknown Category
100038,ADITYA BIRLA SUN LIFE INCOME FUND - -,Aditya Birla Sun Life Income Fund - -,adityabirlasunlifeincome,unknown,True,Unknown Category
100041,ADITYA BIRLA SUN LIFE LIQUID FUND -INSTITUTIONAL -,Aditya Birla Sun Life Liquid Fund -Institutional -,adityabirlasunlifeliquidinstitutional,unknown,True,Unknown Category
100042,ADITYA BIRLA SUN LIFE LIQUID FUND RETAIL ( ),Aditya Birla Sun Life Liquid Fund Retail ( ),adityabirlasunlifeliquidretail,unknown,True,Unknown Category
100043,ADITYA BIRLA SUN LIFE LIQUID FUND INSTITUTIONAL ( ),Aditya Birla Sun Life Liquid Fund Institutional ( ),adityabirlasunlifeliquidinstitutional,unknown,True,Unknown Category
100044,ADITYA BIRLA SUN LIFE LIQUID FUND -RETAIL -,Aditya Birla Sun Life Liquid Fund -Retail -,adityabirlasunlifeliquidretail,unknown,True,Unknown Category
100046,ADITYA BIRLA SUN LIFE LIQUID FUND -DAILY,Aditya Birla Sun Life Liquid Fund -Daily,adityabirlasunlifeliquiddaily,unknown,True,Unknown Category
100047,ADITYA BIRLA SUN LIFE LIQUID FUND -,Aditya Birla Sun Life Liquid Fund -,adityabirlasunlifeliquid,unknown,True,Unknown Category
100048,ADITYA BIRLA SUN LIFE LIQUID FUND -INSTITUTIONAL - WEEKLY,Aditya Birla Sun Life Liquid Fund -Institutional - Weekly,adityabirlasunlifeliquidinstitutionalweekly,unknown,True,Unknown Category
100051,ADITYA BIRLA SUN LIFE LIQUID FUND -WEEKLY,Aditya Birla Sun Life Liquid Fund -Weekly,adityabirlasunlifeliquidweekly,unknown,True,Unknown Category
100057,ADITYA BIRLA SUN LIFE GOVENMENT SECURITIES FUND - -,Aditya Birla Sun Life Govenment Securities Fund - -,adityabirlasunlifegovenmentsecurities,unknown,True,Unknown Category
100058,ADITYA BIRLA SUN LIFE GOVERNMENT SECURITIES FUND - -,Aditya Birla Sun Life Government Securities Fund - -,adityabirlasunlifegovernmentsecurities,unknown,True,Unknown Category
100063,ADITYA BIRLA SUN LIFE MNC FUND - -,Aditya Birla Sun Life Mnc Fund - -,adityabirlasunlifemnc,unknown,True,Unknown Category
100064,ADITYA BIRLA SUN LIFE MNC FUND - -,Aditya Birla Sun Life Mnc Fund - -,adityabirlasunlifemnc,unknown,True,Unknown Category
100067,ADITYA BIRLA SUN LIFE TAX - -,Aditya Birla Sun Life Tax - -,adityabirlasunlifetax,unknown,True,Unknown Category
100068,BARODA ELSS 96 - A -,Baroda Elss 96 - A -,barodaelss96a,unknown,True,Unknown Category
100077,DSP BOND FUND -,Dsp Bond Fund -,dspbond,unknown,True,Unknown Category
100078,DSP BOND FUND -,Dsp Bond Fund -,dspbond,unknown,True,Unknown Category
100079,DSP BOND FUND - -,Dsp Bond Fund - -,dspbond,unknown,True,Unknown Category
100081,DSP AGGRESSIVE HYBRID FUND- -,Dsp Aggressive Hybrid Fund- -,dspaggressivehybrid,unknown,True,Unknown Category
100082,DSP AGGRESSIVE HYBRID FUND- -,Dsp Aggressive Hybrid Fund- -,dspaggressivehybrid,unknown,True,Unknown Category
100084,DSP GILT FUND - -,Dsp Gilt Fund - -,dspgilt,unknown,True,Unknown Category
100085,DSP GILT FUND - -,Dsp Gilt Fund - -,dspgilt,unknown,True,Unknown Category
100086,DSP GILT FUND - - -,Dsp Gilt Fund - - -,dspgilt,unknown,True,Unknown Category
100087,DSP SAVINGS FUND - -,Dsp Savings Fund - -,dspsavings,unknown,True,Unknown Category
100088,DSP SAVINGS FUND - -,Dsp Savings Fund - -,dspsavings,unknown,True,Unknown Category
100089,DSP SAVINGS FUND - - -,Dsp Savings Fund - - -,dspsavings,unknown,True,Unknown Category
100119,HDFC BALANCED ADVANTAGE FUND -,Hdfc Balanced Advantage Fund -,hdfcbalancedadvantage,unknown,True,Unknown Category
100120,HDFC BALANCED ADVANTAGE FUND -,Hdfc Balanced Advantage Fund -,hdfcbalancedadvantage,unknown,True,Unknown Category
100123,HDFC INCOME FUND -,Hdfc Income Fund -,hdfcincome,unknown,True,Unknown Category
100124,HDFC INCOME FUND -,Hdfc Income Fund -,hdfcincome,unknown,True,Unknown Category
100174,QUANT ELSS TAX SAVER FUND - -,Quant Elss Tax Saver Fund - -,quantelsstaxsaver,unknown,True,Unknown Category
100175,QUANT ELSS TAX SAVER FUND - -,Quant Elss Tax Saver Fund - -,quantelsstaxsaver,unknown,True,Unknown Category
100220,JM AGGRESSIVE HYBRID FUND ( ) -,Jm Aggressive Hybrid Fund ( ) -,jmaggressivehybrid,unknown,True,Unknown Category
100221,JM AGGRESSIVE HYBRID FUND ( ) -,Jm Aggressive Hybrid Fund ( ) -,jmaggressivehybrid,unknown,True,Unknown Category
100222,JM MEDIUM TO LONG DURATION FUND ( ) -,Jm Medium To Long Duration Fund ( ) -,jmmediumtolongduration,unknown,True,Unknown Category
100223,JM MEDIUM TO LONG DURATION FUND ( ) -,Jm Medium To Long Duration Fund ( ) -,jmmediumtolongduration,unknown,True,Unknown Category
100233,JM LIQUID FUND ( ) - WEEKLY,Jm Liquid Fund ( ) - Weekly,jmliquidweekly,unknown,True,Unknown Category
100234,JM LIQUID FUND -,Jm Liquid Fund -,jmliquid,unknown,True,Unknown Category
100244,JM LIQUID FUND ( ) -,Jm Liquid Fund ( ) -,jmliquid,unknown,True,Unknown Category
100247,JM LIQUID FUND ( ) - SUPER INSTITUTIONAL -,Jm Liquid Fund ( ) - Super Institutional -,jmliquidsuperinstitutional,unknown,True,Unknown Category
100254,JM VALUE FUND ( ) -,Jm Value Fund ( ) -,jmvalue,unknown,True,Unknown Category
100264,KOTAK GILT INVESTMENT - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Kotak Gilt Investment - Of Income Distribution Cum Capital Withdrawal,kotakgiltinvestmentofincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100265,KOTAK GILT INVESTMENT -,Kotak Gilt Investment -,kotakgiltinvestment,unknown,True,Unknown Category
100280,KOTAK GILT INVESTMENT PROVIDENT FUND AND TRUST- OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Kotak Gilt Investment Provident Fund And Trust- Of Income Distribution Cum Capital Withdrawal,kotakgiltinvestmentprovidentandtrustofincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100281,KOTAK GILT INVESTMENT PROVIDENT FUND AND TRUST-,Kotak Gilt Investment Provident Fund And Trust-,kotakgiltinvestmentprovidentandtrust,unknown,True,Unknown Category
100286,KOTAK AGGRESSIVE HYBRID FUND - - - & OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Kotak Aggressive Hybrid Fund - - - & Of Income Distribution Cum Capital Withdrawal,kotakaggressivehybridofincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100299,KOTAK BOND FUND -,Kotak Bond Fund -,kotakbond,unknown,True,Unknown Category
100300,KOTAK BOND FUND - - STANDARD,Kotak Bond Fund - - Standard,kotakbondstandard,unknown,True,Unknown Category
100314,LIC MF MEDIUM TO LONG DURATION FUND- -,Lic Mf Medium To Long Duration Fund- -,licmfmediumtolongduration,unknown,True,Unknown Category
100315,LIC MF MEDIUM TO LONG DURATION FUND- -,Lic Mf Medium To Long Duration Fund- -,licmfmediumtolongduration,unknown,True,Unknown Category
100316,LIC MF GILT FUND- -,Lic Mf Gilt Fund- -,licmfgilt,unknown,True,Unknown Category
100317,LIC MF GILT FUND- -,Lic Mf Gilt Fund- -,licmfgilt,unknown,True,Unknown Category
100318,LIC MF GILT FUND PF -,Lic Mf Gilt Fund Pf -,licmfgiltpf,unknown,True,Unknown Category
100319,LIC MF GILT FUND PF -,Lic Mf Gilt Fund Pf -,licmfgiltpf,unknown,True,Unknown Category
100321,LIC MF AGGRESSIVE HYBRID FUND- -,Lic Mf Aggressive Hybrid Fund- -,licmfaggressivehybrid,unknown,True,Unknown Category
100323,LIC MF AGGRESSIVE HYBRID FUND- -,Lic Mf Aggressive Hybrid Fund- -,licmfaggressivehybrid,unknown,True,Unknown Category
100325,LIC MF ULIS (5 YRS. SINGLE PREMIUM)- -,Lic Mf Ulis (5 Yrs. Single Premium)- -,licmfulis5yrssinglepremium,unknown,True,Unknown Category
100351,ICICI PRUDENTIAL FMCG FUND -,Icici Prudential Fmcg Fund -,iciciprudentialfmcg,unknown,True,Unknown Category
100352,ICICI PRUDENTIAL FMCG FUND -,Icici Prudential Fmcg Fund -,iciciprudentialfmcg,unknown,True,Unknown Category
100353,ICICI PRUDENTIAL ELSS TAX SAVER FUND -,Icici Prudential Elss Tax Saver Fund -,iciciprudentialelsstaxsaver,unknown,True,Unknown Category
100354,ICICI PRUDENTIAL ELSS TAX SAVER FUND -,Icici Prudential Elss Tax Saver Fund -,iciciprudentialelsstaxsaver,unknown,True,Unknown Category
100355,ICICI PRUDENTIAL EQUITY & DEBT FUND -,Icici Prudential Equity & Debt Fund -,iciciprudentialequitydebt,unknown,True,Unknown Category
100356,ICICI PRUDENTIAL EQUITY & DEBT FUND -,Icici Prudential Equity & Debt Fund -,iciciprudentialequitydebt,unknown,True,Unknown Category
100357,ICICI PRUDENTIAL LIQUID FUND -,Icici Prudential Liquid Fund -,iciciprudentialliquid,unknown,True,Unknown Category
100363,ICICI PRUDENTIAL TECHNOLOGY FUND -,Icici Prudential Technology Fund -,iciciprudentialtechnology,unknown,True,Unknown Category
100364,ICICI PRUDENTIAL LONG TERM BOND FUND - HALF YEARLY,Icici Prudential Long Term Bond Fund - Half Yearly,iciciprudentiallongtermbondhalfyearly,unknown,True,Unknown Category
100365,ICICI PRUDENTIAL LONG TERM BOND FUND -,Icici Prudential Long Term Bond Fund -,iciciprudentiallongtermbond,unknown,True,Unknown Category
100367,ICICI PRUDENTIAL LONG TERM BOND FUND -,Icici Prudential Long Term Bond Fund -,iciciprudentiallongtermbond,unknown,True,Unknown Category
100368,ICICI PRUDENTIAL GILT FUND -,Icici Prudential Gilt Fund -,iciciprudentialgilt,unknown,True,Unknown Category
100369,ICICI PRUDENTIAL GILT FUND -,Icici Prudential Gilt Fund -,iciciprudentialgilt,unknown,True,Unknown Category
100375,NIPPON INDIA FUND -,Nippon India Fund -,nippon,unknown,True,Unknown Category
100376,NIPPON INDIA FUND- -,Nippon India Fund- -,nippon,unknown,True,Unknown Category
100377,NIPPON INDIA FUND- -,Nippon India Fund- -,nippon,unknown,True,Unknown Category
100378,NIPPON INDIA VISION FUND -,Nippon India Vision Fund -,nipponvision,unknown,True,Unknown Category
100379,NIPPON INDIA VISION FUND- -,Nippon India Vision Fund- -,nipponvision,unknown,True,Unknown Category
100380,NIPPON INDIA VISION FUND- -,Nippon India Vision Fund- -,nipponvision,unknown,True,Unknown Category
100383,NIPPON INDIA MEDIUM TO LONG DURATION FUND -,Nippon India Medium To Long Duration Fund -,nipponmediumtolongduration,unknown,True,Unknown Category
100384,NIPPON INDIA MEDIUM TO LONG DURATION FUND -,Nippon India Medium To Long Duration Fund -,nipponmediumtolongduration,unknown,True,Unknown Category
100385,NIPPON INDIA MEDIUM TO LONG DURATION FUND - HALF YEARLY,Nippon India Medium To Long Duration Fund - Half Yearly,nipponmediumtolongdurationhalfyearly,unknown,True,Unknown Category
100386,NIPPON INDIA MEDIUM TO LONG DURATION FUND -,Nippon India Medium To Long Duration Fund -,nipponmediumtolongduration,unknown,True,Unknown Category
100387,NIPPON INDIA MEDIUM TO LONG DURATION FUND -,Nippon India Medium To Long Duration Fund -,nipponmediumtolongduration,unknown,True,Unknown Category
100388,NIPPON INDIA MEDIUM TO LONG DURATION FUND -,Nippon India Medium To Long Duration Fund -,nipponmediumtolongduration,unknown,True,Unknown Category
100414,TATA AGGRESSIVE HYBRID FUND- -,Tata Aggressive Hybrid Fund- -,tataaggressivehybrid,unknown,True,Unknown Category
100415,TATA ETHICAL FUND- -,Tata Ethical Fund- -,tataethical,unknown,True,Unknown Category
100417,TATA INCOME FUND- - HALF YEARLY OF,Tata Income Fund- - Half Yearly Of,tataincomehalfyearlyof,unknown,True,Unknown Category
100418,TATA INCOME FUND - -,Tata Income Fund - -,tataincome,unknown,True,Unknown Category
100474,TATA ELSS FUND- - OF,Tata Elss Fund- - Of,tataelssof,unknown,True,Unknown Category
100480,TAURUS ELSS TAX SAVER FUND - -,Taurus Elss Tax Saver Fund - -,tauruselsstaxsaver,unknown,True,Unknown Category
100493,FRANKLIN INDIA GOVERNMENT SECURITIES FUND -,Franklin India Government Securities Fund -,franklingovernmentsecurities,unknown,True,Unknown Category
100494,FRANKLIN INDIA GOVERNMENT SECURITIES FUND -,Franklin India Government Securities Fund -,franklingovernmentsecurities,unknown,True,Unknown Category
100496,TEMPLETON INDIA VALUE FUND -,Templeton India Value Fund -,templetonvalue,unknown,True,Unknown Category
100497,TEMPLETON INDIA VALUE FUND -,Templeton India Value Fund -,templetonvalue,unknown,True,Unknown Category
100498,FRANKLIN INDIA DYNAMIC ACCRUAL FUND -,Franklin India Dynamic Accrual Fund -,franklindynamicaccrual,unknown,True,Unknown Category
100499,FRANKLIN INDIA DYNAMIC ACCRUAL FUND-,Franklin India Dynamic Accrual Fund-,franklindynamicaccrual,unknown,True,Unknown Category
100503,FRANKLIN INDIA LOW DURATION FUND - -,Franklin India Low Duration Fund - -,franklinlowduration,unknown,True,Unknown Category
100504,FRANKLIN INDIA LOW DURATION FUND - -,Franklin India Low Duration Fund - -,franklinlowduration,unknown,True,Unknown Category
100521,FRANKLIN INDIA TECHNOLOGY FUND -,Franklin India Technology Fund -,franklintechnology,unknown,True,Unknown Category
100522,FRANKLIN INDIA TECHNOLOGY FUND-,Franklin India Technology Fund-,franklintechnology,unknown,True,Unknown Category
100524,FRANKLIN INDIA OPPORTUNITIES FUND -,Franklin India Opportunities Fund -,franklinopportunities,unknown,True,Unknown Category
100525,FRANKLIN INDIA ELSS TAX SAVER FUND -,Franklin India Elss Tax Saver Fund -,franklinelsstaxsaver,unknown,True,Unknown Category
100526,FRANKLIN INDIA ELSS TAX SAVER FUND-,Franklin India Elss Tax Saver Fund-,franklinelsstaxsaver,unknown,True,Unknown Category
100527,FRANKLIN INDIA CORPORATE DEBT FUND - A - -,Franklin India Corporate Debt Fund - A - -,franklincorporatedebta,unknown,True,Unknown Category
100528,FRANKLIN INDIA CORPORATE DEBT FUND -,Franklin India Corporate Debt Fund -,franklincorporatedebt,unknown,True,Unknown Category
100529,FRANKLIN INDIA CORPORATE DEBT FUND - B - -,Franklin India Corporate Debt Fund - B - -,franklincorporatedebtb,unknown,True,Unknown Category
100530,FRANKLIN INDIA CORPORATE DEBT FUND - B - -,Franklin India Corporate Debt Fund - B - -,franklincorporatedebtb,unknown,True,Unknown Category
100531,FRANKLIN INDIA CORPORATE DEBT FUND - B - HALF YEARLY -,Franklin India Corporate Debt Fund - B - Half Yearly -,franklincorporatedebtbhalfyearly,unknown,True,Unknown Category
100535,FRANKLIN INDIA RETIREMENT FUND -,Franklin India Retirement Fund -,franklinretirement,unknown,True,Unknown Category
100536,FRANKLIN INDIA RETIREMENT FUND -,Franklin India Retirement Fund -,franklinretirement,unknown,True,Unknown Category
100537,FRANKLIN INDIA LIQUID FUND - - WEEKLY -,Franklin India Liquid Fund - - Weekly -,franklinliquidweekly,unknown,True,Unknown Category
100538,FRANKLIN INDIA LIQUID FUND - -,Franklin India Liquid Fund - -,franklinliquid,unknown,True,Unknown Category
100541,FRANKLIN INDIA LIQUID FUND - - DAILY -,Franklin India Liquid Fund - - Daily -,franklinliquiddaily,unknown,True,Unknown Category
100546,FRANKLIN INDIA LIQUID FUND - SUPER INSTITUTIONAL -,Franklin India Liquid Fund - Super Institutional -,franklinliquidsuperinstitutional,unknown,True,Unknown Category
100547,FRANKLIN INDIA LIQUID FUND - SUPER INSTITUTIONAL - DAILY -,Franklin India Liquid Fund - Super Institutional - Daily -,franklinliquidsuperinstitutionaldaily,unknown,True,Unknown Category
100548,FRANKLIN INDIA LIQUID FUND - SUPER INSTITUTIONAL - WEEKLY -,Franklin India Liquid Fund - Super Institutional - Weekly -,franklinliquidsuperinstitutionalweekly,unknown,True,Unknown Category
100549,FRANKLIN INDIA AGGRESSIVE HYBRID FUND -,Franklin India Aggressive Hybrid Fund -,franklinaggressivehybrid,unknown,True,Unknown Category
100550,FRANKLIN INDIA AGGRESSIVE HYBRID FUND -,Franklin India Aggressive Hybrid Fund -,franklinaggressivehybrid,unknown,True,Unknown Category
100593,CANARA ROBECO ELSS TAX SAVER - - ( ),Canara Robeco Elss Tax Saver - - ( ),canararobecoelsstaxsaver,unknown,True,Unknown Category
100596,CANARA ROBECO GILT FUND - - ( / ),Canara Robeco Gilt Fund - - ( / ),canararobecogilt,unknown,True,Unknown Category
100597,CANARA ROBECO GILT FUND - -,Canara Robeco Gilt Fund - -,canararobecogilt,unknown,True,Unknown Category
100600,CANARA ROBECO CONSERVATIVE HYBRID FUND - - ( / ),Canara Robeco Conservative Hybrid Fund - - ( / ),canararobecoconservativehybrid,unknown,True,Unknown Category
100601,CANARA ROBECO CONSERVATIVE HYBRID FUND - -,Canara Robeco Conservative Hybrid Fund - -,canararobecoconservativehybrid,unknown,True,Unknown Category
100602,SUNDARAM MEDIUM DURATION FUND (FORMERLY KNOWN AS SUNDARAM MEDIUM TERM BOND FUND) -INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL( ),Sundaram Medium Duration Fund (Formerly Known As Sundaram Medium Term Bond Fund) -Income Distribution Cum Capital Withdrawal( ),sundarammediumdurationformerlyknownassundarammediumtermbondincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100603,SUNDARAM MEDIUM DURATION FUND (FORMERLY KNOWN AS SUNDARAM MEDIUM TERM BOND FUND) -,Sundaram Medium Duration Fund (Formerly Known As Sundaram Medium Term Bond Fund) -,sundarammediumdurationformerlyknownassundarammediumtermbond,unknown,True,Unknown Category
100604,SUNDARAM MEDIUM DURATION FUND (FORMERLY KNOWN AS SUNDARAM MEDIUM TERM BOND FUND) -,Sundaram Medium Duration Fund (Formerly Known As Sundaram Medium Term Bond Fund) -,sundarammediumdurationformerlyknownassundarammediumtermbond,unknown,True,Unknown Category
100608,SUNDARAM MEDIUM DURATION FUND (FORMERLY KNOWN AS SUNDARAM MEDIUM TERM BOND FUND) INSTITUTIONAL -,Sundaram Medium Duration Fund (Formerly Known As Sundaram Medium Term Bond Fund) Institutional -,sundarammediumdurationformerlyknownassundarammediumtermbondinstitutional,unknown,True,Unknown Category
100609,SUNDARAM MEDIUM DURATION FUND (FORMERLY KNOWN AS SUNDARAM MEDIUM TERM BOND FUND) - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL( ),Sundaram Medium Duration Fund (Formerly Known As Sundaram Medium Term Bond Fund) - Income Distribution Cum Capital Withdrawal( ),sundarammediumdurationformerlyknownassundarammediumtermbondincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100610,SUNDARAM MEDIUM DURATION FUND (FORMERLY KNOWN AS SUNDARAM MEDIUM TERM BOND FUND) -INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Medium Duration Fund (Formerly Known As Sundaram Medium Term Bond Fund) -Income Distribution Cum Capital Withdrawal ( ),sundarammediumdurationformerlyknownassundarammediumtermbondincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100614,SUNDARAM VALUE FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Value Fund - Income Distribution Cum Capital Withdrawal ( ),sundaramvalueincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100638,SBI MAGNUM INCOME FUND - - HALF YEARLY - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sbi Magnum Income Fund - - Half Yearly - Income Distribution Cum Capital Withdrawal ( ),sbimagnumincomehalfyearlyincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100639,SBI MAGNUM INCOME FUND- -,Sbi Magnum Income Fund- -,sbimagnumincome,unknown,True,Unknown Category
100640,SBI MAGNUM INCOME FUND- -,Sbi Magnum Income Fund- -,sbimagnumincome,unknown,True,Unknown Category
100641,SBI MAGNUM ULTRA SHORT DURATION FUND - -,Sbi Magnum Ultra Short Duration Fund - -,sbimagnumultrashortduration,unknown,True,Unknown Category
100643,SBI TECHNOLOGY OPPORTUNITIES FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sbi Technology Opportunities Fund - - Income Distribution Cum Capital Withdrawal ( ),sbitechnologyopportunitiesincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100644,SBI HEALTHCARE OPPORTUNITIES FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sbi Healthcare Opportunities Fund - - Income Distribution Cum Capital Withdrawal ( ),sbihealthcareopportunitiesincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100645,SBI CONSUMPTION OPPORTUNITIES FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sbi Consumption Opportunities Fund - - Income Distribution Cum Capital Withdrawal ( ),sbiconsumptionopportunitiesincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100646,UTI - UNIT LINKED INSURANCE,Uti - Unit Linked Insurance,utiunitlinkedinsurance,unknown,True,Unknown Category
100678,UTI CHILDREN'S HYBRID FUND -,Uti Children'S Hybrid Fund -,utichildrenshybrid,unknown,True,Unknown Category
100682,UTI RETIREMENT FUND -,Uti Retirement Fund -,utiretirement,unknown,True,Unknown Category
100684,UTI AGGRESSIVE HYBRID FUND - -,Uti Aggressive Hybrid Fund - -,utiaggressivehybrid,unknown,True,Unknown Category
100685,UTI AGGRESSIVE HYBRID FUND - -,Uti Aggressive Hybrid Fund - -,utiaggressivehybrid,unknown,True,Unknown Category
100723,UTI MMF DISCONTINUED - -,Uti Mmf Discontinued - -,utimmfdiscontinued,unknown,True,Unknown Category
100724,UTI MMF- DISCONTINUED - - FLEXI,Uti Mmf- Discontinued - - Flexi,utimmfdiscontinuedflexi,unknown,True,Unknown Category
100725,UTI MMF- DISCONTINUED - - PERIODIC,Uti Mmf- Discontinued - - Periodic,utimmfdiscontinuedperiodic,unknown,True,Unknown Category
100739,UTI MNC FUND - -,Uti Mnc Fund - -,utimnc,unknown,True,Unknown Category
100740,UTI - MNC FUND - -,Uti - Mnc Fund - -,utimnc,unknown,True,Unknown Category
100741,UTI MEDIUM TO LONG DURATION FUND- -,Uti Medium To Long Duration Fund- -,utimediumtolongduration,unknown,True,Unknown Category
100742,UTI MEDIUM TO LONG DURATION FUND - -,Uti Medium To Long Duration Fund - -,utimediumtolongduration,unknown,True,Unknown Category
100780,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING AND PSU DEBT FUND) RETAIL - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Banking & Psu Fund (Formerly Known As Sundaram Banking And Psu Debt Fund) Retail - Income Distribution Cum Capital Withdrawal ( ),sundarambankingpsuformerlyknownassundarambankingandpsudebtretailincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100781,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING AND PSU DEBT FUND) RETAIL -,Sundaram Banking & Psu Fund (Formerly Known As Sundaram Banking And Psu Debt Fund) Retail -,sundarambankingpsuformerlyknownassundarambankingandpsudebtretail,unknown,True,Unknown Category
100782,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING AND PSU DEBT FUND) - DAILY OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Banking & Psu Fund (Formerly Known As Sundaram Banking And Psu Debt Fund) - Daily Of Income Distribution Cum Capital Withdrawal ( ),sundarambankingpsuformerlyknownassundarambankingandpsudebtdailyofincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100783,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING AND PSU DEBT FUND) - WEEKLY OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Banking & Psu Fund (Formerly Known As Sundaram Banking And Psu Debt Fund) - Weekly Of Income Distribution Cum Capital Withdrawal ( ),sundarambankingpsuformerlyknownassundarambankingandpsudebtweeklyofincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100784,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING AND PSU DEBT FUND) -,Sundaram Banking & Psu Fund (Formerly Known As Sundaram Banking And Psu Debt Fund) -,sundarambankingpsuformerlyknownassundarambankingandpsudebt,unknown,True,Unknown Category
100785,SUNDARAM CORPORATE BOND FUND -INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL( ),Sundaram Corporate Bond Fund -Income Distribution Cum Capital Withdrawal( ),sundaramcorporatebondincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100786,SUNDARAM CORPORATE BOND FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Corporate Bond Fund - Income Distribution Cum Capital Withdrawal ( ),sundaramcorporatebondincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100787,SUNDARAM CORPORATE BOND FUND -INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Corporate Bond Fund -Income Distribution Cum Capital Withdrawal ( ),sundaramcorporatebondincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100788,SUNDARAM CORPORATE BOND FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Corporate Bond Fund - Income Distribution Cum Capital Withdrawal ( ),sundaramcorporatebondincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100789,SUNDARAM CORPORATE BOND FUND -,Sundaram Corporate Bond Fund -,sundaramcorporatebond,unknown,True,Unknown Category
100793,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING AND PSU DEBT FUND) - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Banking & Psu Fund (Formerly Known As Sundaram Banking And Psu Debt Fund) - Income Distribution Cum Capital Withdrawal ( ),sundarambankingpsuformerlyknownassundarambankingandpsudebtincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100806,UTI HEALTHCARE FUND - -,Uti Healthcare Fund - -,utihealthcare,unknown,True,Unknown Category
100807,UTI HEALTHCARE FUND - -,Uti Healthcare Fund - -,utihealthcare,unknown,True,Unknown Category
100813,UTI OVERNIGHT FUND - - PERIODIC,Uti Overnight Fund - - Periodic,utiovernightperiodic,unknown,True,Unknown Category
100814,UTI - OVERNIGHT FUND - -,Uti - Overnight Fund - -,utiovernight,unknown,True,Unknown Category
100820,UTI ELSS TAX SAVER FUND - -,Uti Elss Tax Saver Fund - -,utielsstaxsaver,unknown,True,Unknown Category
100821,UTI ELSS TAX SAVER FUND - -,Uti Elss Tax Saver Fund - -,utielsstaxsaver,unknown,True,Unknown Category
100833,KOTAK LIQUID FUND - - DAILY OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Kotak Liquid Fund - - Daily Of Income Distribution Cum Capital Withdrawal,kotakliquiddailyofincomedistributioncumcapitalwithdrawal,unknown,True,Unknown Category
100835,KOTAK LIQUID FUND - -,Kotak Liquid Fund - -,kotakliquid,unknown,True,Unknown Category
100837,NIPPON INDIA LIQUID FUND - RETAIL -,Nippon India Liquid Fund - Retail -,nipponliquidretail,unknown,True,Unknown Category
