scheme_code,months,years,total_invested,final_value,gain,cagr_percent
114458,132,11.0,132000.0,291723.915155956,159723.915155956,7.475362445789102
114476,132,11.0,132000.0,347234.3255177018,215234.3255177018,9.190850104185099
114477,132,11.0,132000.0,292360.9288008101,160360.92880081013,7.496676313148387
114564,132,11.0,132000.0,347206.8058774542,215206.80587745417,9.190063367666523
114565,132,11.0,132000.0,201156.39372655502,69156.39372655502,3.904108172739984
114616,132,11.0,132000.0,381187.06527462014,249187.06527462014,10.120829705969125
114617,132,11.0,132000.0,381187.06527462014,249187.06527462014,10.120829705969125
114630,103,8.583333333333334,103000.0,129493.09228437686,26493.092284376864,2.7026559891206947
114757,132,11.0,132000.0,383125.97225717397,251125.97225717397,10.171633200233043
114758,132,11.0,132000.0,383131.34035858756,251131.34035858756,10.171773531179507
114854,91,7.583333333333333,91000.0,114119.65158859856,23119.651588598557,3.03034373854012
114855,91,7.583333333333333,91000.0,122343.23968928991,31343.239689289912,3.9800789810563897
114858,132,11.0,132000.0,135225.38159421855,3225.3815942185465,0.21970424310240322
114859,132,11.0,132000.0,224322.43257399788,92322.43257399788,4.938838324822248
114930,132,11.0,132000.0,189844.3499859707,57844.34998597071,3.358836818751354
114931,132,11.0,132000.0,325360.324682261,193360.32468226098,8.54687699462544
114982,103,8.583333333333334,103000.0,136851.341965609,33851.341965609,3.3660874540851538
114983,103,8.583333333333334,103000.0,128700.24931515538,25700.24931515538,2.629197188089094
114984,132,11.0,132000.0,138364.01025367857,6364.010253678571,0.428972420763829
114999,103,8.583333333333334,103000.0,107449.13169905673,4449.131699056728,0.4938978550781181
115000,103,8.583333333333334,103000.0,112878.19920779171,9878.19920779171,1.0726679910338044
115005,103,8.583333333333334,103000.0,135997.68560408938,32997.685604089376,3.29075954911604
115068,132,11.0,132000.0,195007.30484530816,63007.30484530816,3.6112695975255793
115069,132,11.0,132000.0,141051.651446182,9051.65144618199,0.604768869209904
115077,132,11.0,132000.0,186344.26689318955,54344.266893189546,3.1841328121810175
115078,132,11.0,132000.0,141124.0469517933,9124.046951793309,0.609461949822121
115079,132,11.0,132000.0,139389.0946076845,7389.094607684499,0.4963855836257913
115091,132,11.0,132000.0,135913.7867498079,3913.786749807914,0.265978926880428
115092,132,11.0,132000.0,190685.4153377329,58685.415337732906,3.400381363716476
115093,93,7.75,93000.0,93418.33237533504,418.33237533504143,0.0579278804945238
115094,132,11.0,132000.0,131895.1437108634,-104.85628913660184,-0.00722411634370701
115101,91,7.583333333333333,91000.0,117382.04783440659,26382.047834406592,3.414010026497527
115116,132,11.0,132000.0,172640.5936357141,40640.59363571409,2.470104914749305
115117,132,11.0,132000.0,172640.5735819213,40640.573581921286,2.47010383267241
115127,132,11.0,132000.0,98860.58955196144,-33139.41044803856,-2.5938682333744856
115131,132,11.0,132000.0,141911.10312599584,9911.10312599584,0.6603425711629418
115132,132,11.0,132000.0,389675.7405280915,257675.7405280915,10.341539712580872
115270,132,11.0,132000.0,292584.67651816516,160584.67651816516,7.504152679964848
115284,132,11.0,132000.0,292730.9459311823,160730.9459311823,7.509037356716486
115290,132,11.0,132000.0,259462.49661862655,127462.49661862655,6.336381648800216
115294,132,11.0,132000.0,213486.18385288536,81486.18385288536,4.467557366869013
115398,132,11.0,132000.0,181355.46831793184,49355.46831793184,2.9298927753241166
115399,132,11.0,132000.0,132330.3858279544,330.3858279543929,0.02272799918445756
115400,132,11.0,132000.0,132275.44632908882,275.4463290888234,0.018952163417584877
115401,132,11.0,132000.0,132161.54377124613,161.54377124612802,0.011119419942628994
115402,132,11.0,132000.0,132251.46810149937,251.46810149936937,0.017303760991138617
115458,126,10.5,126000.0,215512.64504089436,89512.64504089436,5.244694225869284
115464,132,11.0,132000.0,184623.97504861563,52623.975048615626,3.097169581464154
115483,132,11.0,132000.0,157841.82493363155,25841.82493363155,1.638658396702719
115489,132,11.0,132000.0,148223.568126857,16223.56812685699,1.059388627394453
115505,132,11.0,132000.0,174045.91665351175,42045.916653511755,2.545655205122932
115510,132,11.0,132000.0,178973.71013535588,46973.71013535588,2.8062631812852956
115511,132,11.0,132000.0,171663.72824969652,39663.72824969652,2.4172584559100985
115512,132,11.0,132000.0,87898.33420875172,-44101.66579124828,-3.629066710572737
115515,132,11.0,132000.0,131999.75224682392,-0.24775317608145997,-1.7062905466325162e-05
115676,132,11.0,132000.0,386297.8846876496,254297.8846876496,10.254242296305582
115677,132,11.0,132000.0,386321.30064653204,254321.30064653204,10.254849843856984
115788,91,7.583333333333333,91000.0,115340.57914777256,24340.579147772558,3.1750296785312493
115790,91,7.583333333333333,91000.0,129452.25996085336,38452.259960853364,4.757427114678547
115833,132,11.0,132000.0,384001.77759351855,252001.77759351855,10.194504574253461
115834,132,11.0,132000.0,384007.8088605553,252007.8088605553,10.194661914372238
115874,132,11.0,132000.0,140417.33822400996,8417.33822400996,0.5635552407170508
115881,118,9.833333333333334,118000.0,109703.61383618915,-8296.38616381085,-0.7386380342033538
115882,118,9.833333333333334,118000.0,129403.0547930786,11403.054793078598,0.9425228259893892
115883,95,7.916666666666667,95000.0,102142.60908639032,7142.609086390323,0.9199073582143003
115886,95,7.916666666666667,95000.0,108699.59369974447,13699.593699744466,1.7161746426291868
115887,95,7.916666666666667,95000.0,128498.7397255109,33498.739725510895,3.888985882467133
115897,132,11.0,132000.0,383555.87478039373,251555.87478039373,10.182865898572558
115898,132,11.0,132000.0,383580.5965546192,251580.5965546192,10.18351149282104
115934,132,11.0,132000.0,383559.84543588886,251559.84543588886,10.182969592399926
115939,103,8.583333333333334,103000.0,164609.65443250095,61609.654432500945,5.614243983153089
115942,132,11.0,132000.0,271188.3921645721,139188.39216457208,6.764535521053738
115943,132,11.0,132000.0,259985.41429671834,127985.41429671834,6.355846469219695
115944,132,11.0,132000.0,198614.15840787863,66614.15840787863,3.7840394801367028
115991,132,11.0,132000.0,183055.08976868397,51055.089768683974,3.017215522198069
115992,132,11.0,132000.0,132123.4745430333,123.47454303331324,0.008500142864420468
115993,132,11.0,132000.0,131906.1622016268,-93.83779837319162,-0.006464747532974879
115994,112,9.333333333333334,112000.0,112259.71655549441,259.71655549440766,0.024819650879548405
115995,119,9.916666666666666,119000.0,118674.59580313192,-325.4041968680831,-0.02760863780288947
116020,132,11.0,132000.0,147563.18224028355,15563.182240283553,1.018373353033586
116051,132,11.0,132000.0,295076.11125049496,163076.11125049496,7.587052836494856
116052,132,11.0,132000.0,266536.0605529489,134536.0605529489,6.596715223251426
116075,132,11.0,132000.0,381195.8606969764,249195.86069697642,10.121060694692495
116077,132,11.0,132000.0,381165.7844479282,249165.7844479282,10.120270800769093
116153,102,8.5,102000.0,139688.76878352737,37688.76878352737,3.768619094785741
116154,102,8.5,102000.0,122712.7183568151,20712.718356815094,2.198803750083056
116174,132,11.0,132000.0,138101.44657515318,6101.4465751531825,0.41163227527327706
116296,95,7.916666666666667,95000.0,120277.59670979458,25277.596709794583,3.0249611311569335
116297,95,7.916666666666667,95000.0,95922.43316347038,922.4331634703849,0.12213328482881813
116298,95,7.916666666666667,95000.0,93750.10645315035,-1249.8935468496493,-0.1671539261664745
116299,95,7.916666666666667,95000.0,120277.99011297834,25277.99011297834,3.0250036961540383
116413,132,11.0,132000.0,136980.56963454667,4980.569634546671,0.33726898259098803
116470,132,11.0,132000.0,130654.54568350047,-1345.4543164995266,-0.09309426213410799
116471,132,11.0,132000.0,192686.88358663942,60686.88358663942,3.498578203288427
116472,132,11.0,132000.0,140755.63769684144,8755.63769684144,0.5855567961990937
116484,132,11.0,132000.0,130529.0891572954,-1470.9108427046012,-0.10181917673134366
116485,132,11.0,132000.0,187286.24273793134,55286.242737931345,3.231442286810804
116488,132,11.0,132000.0,132774.25801347647,774.2580134764721,0.05318191299064079
116547,132,11.0,132000.0,258922.0334173906,126922.0334173906,6.316226208926445
116548,132,11.0,132000.0,220651.97983206424,88651.97983206424,4.781569596185542
116555,132,11.0,132000.0,178834.6901903368,46834.69019033681,2.799000982267863
116556,132,11.0,132000.0,163447.723789881,31447.723789881013,1.9616402319938997
116582,96,8.0,96000.0,113018.70498415419,17018.70498415419,2.0610158490230512
116583,96,8.0,96000.0,117275.46273011884,21275.462730118845,2.53378518105265
116632,132,11.0,132000.0,317581.4256736626,185581.42567366263,8.308346052229387
116633,132,11.0,132000.0,317581.4256736626,185581.42567366263,8.308346052229387
116653,132,11.0,132000.0,186544.43490826062,54544.43490826062,3.19420414440863
116795,132,11.0,132000.0,381251.1959254573,249251.1959254573,10.122513818365153
116796,132,11.0,132000.0,381221.03880988265,249221.03880988265,10.121721905072834
116810,96,8.0,96000.0,110164.19979584348,14164.19979584348,1.7351796664071495
116811,96,8.0,96000.0,121796.02447047096,25796.024470470962,3.019689115276347
116894,132,11.0,132000.0,198923.52500436048,66923.52500436048,3.7987251516680365
116895,132,11.0,132000.0,131335.37717698485,-664.6228230151464,-0.04587801660289603
116896,132,11.0,132000.0,129044.59155406473,-2955.4084459352744,-0.20564196652304023
117061,132,11.0,132000.0,140656.89978188757,8656.899781887565,0.5791402753479558
117062,132,11.0,132000.0,140346.8418305136,8346.841830513586,0.5589643894269525
117063,132,11.0,132000.0,135033.40750715462,3033.407507154625,0.20676153251255602
117310,103,8.583333333333334,103000.0,148286.9622506971,45286.962250697106,4.3370918039413064
117311,103,8.583333333333334,103000.0,181247.32573548492,78247.32573548492,6.805667118641967
117312,132,11.0,132000.0,275654.4413912142,143654.4413912142,6.923191868585055
117313,132,11.0,132000.0,275782.3170158561,143782.3170158561,6.9277001440483765
117330,93,7.75,93000.0,92583.95564593252,-416.04435406747507,-0.05783658014640869
117446,132,11.0,132000.0,194293.8102960296,62293.81029602961,3.576749068208196
117447,132,11.0,132000.0,133883.5290969912,1883.529096991202,0.12888583704417922
117448,132,11.0,132000.0,133803.15558422604,1803.1555842260423,0.12341981934320678
117449,132,11.0,132000.0,133581.61574707137,1581.615747071366,0.10833793740936404
117547,132,11.0,132000.0,176567.84115348678,44567.84115348678,2.6798541843692236
117549,132,11.0,132000.0,277969.52670916246,145969.52670916246,7.004517788382314
117559,132,11.0,132000.0,143211.05352599735,11211.053525997355,0.7438210560887892
117560,132,11.0,132000.0,246031.15748358174,114031.15748358174,5.823784531384835
117608,132,11.0,132000.0,242578.22742783435,110578.22742783435,5.687898497627497
117619,132,11.0,132000.0,311575.06024609704,179575.06024609704,8.120505814695612
117620,132,11.0,132000.0,311573.9900874629,179573.99008746288,8.120472054765893
117629,87,7.25,87000.0,92470.25116162712,5470.251161627122,0.844634875212158
117631,87,7.25,87000.0,101957.81538942343,14957.815389423427,2.2124088066909575
117691,132,11.0,132000.0,354474.31792874605,222474.31792874605,9.395884955266842
117692,132,11.0,132000.0,245442.6315655153,113442.6315655153,5.800746850280558
117714,103,8.583333333333334,103000.0,156647.69060433947,53647.69060433947,5.005970419342898
117715,132,11.0,132000.0,160820.58087633213,28820.580876332126,1.8115532627090314
117716,132,11.0,132000.0,189629.4667671211,57629.46676712111,3.348195797786646
117867,132,11.0,132000.0,142780.39587834035,10780.39587834035,0.7162422334701546
117868,128,10.666666666666666,128000.0,138159.7747569925,10159.774756992498,0.7186374530039119
117944,87,7.25,87000.0,87016.24639498656,16.246394986563246,0.002575519213987576
117945,87,7.25,87000.0,107711.59008204487,20711.590082044873,2.989313529711235
117946,87,7.25,87000.0,86920.14104961498,-79.85895038502349,-0.01266596353073357
117947,87,7.25,87000.0,88584.49859821537,1584.498598215374,0.2492586065825808
117948,87,7.25,87000.0,87383.82637447641,383.82637447641173,0.06073697479935802
117949,87,7.25,87000.0,92225.50212169143,5225.502121691432,0.807777046216529
117950,87,7.25,87000.0,86922.35340692876,-77.64659307124384,-0.012314939324653551
117951,87,7.25,87000.0,103862.53797556709,16862.537975567087,2.4736886542298775
117952,87,7.25,87000.0,88819.40473044965,1819.404730449649,0.285884136494019
117953,87,7.25,87000.0,109883.87344738074,22883.87344738074,3.2733429933912594
117954,87,7.25,87000.0,86960.16846262853,-39.83153737147222,-0.0063161950133561184
117955,87,7.25,87000.0,87352.48097247802,352.4809724780207,0.05578548788558457
117956,87,7.25,87000.0,86961.9192975055,-38.0807024944952,-0.0060385079743485726
117957,87,7.25,87000.0,106265.17997240172,19265.17997240172,2.797441918122634
117958,87,7.25,87000.0,87031.18322457312,31.183224573120242,0.004943069044704984
117959,87,7.25,87000.0,86921.06289674767,-78.93710325233405,-0.012519697497348492
117960,87,7.25,87000.0,86512.74581643777,-487.2541835622251,-0.07743710671224147
117961,87,7.25,87000.0,85864.90880042914,-1135.0911995708593,-0.18097928080280656
117962,87,7.25,87000.0,85877.14385862414,-1122.856141375858,-0.17901755207345715
117973,132,11.0,132000.0,132584.51750513227,584.5175051322731,0.040175226736738345
117974,132,11.0,132000.0,132825.58678558693,825.5867855869292,0.05669758951407644
117981,132,11.0,132000.0,162366.98931169749,30366.989311697485,1.9001660049428715
117982,132,11.0,132000.0,155933.32219361106,23933.322193611064,1.5263180617565153
117995,132,11.0,132000.0,137347.01487048104,5347.014870481042,0.36164103960034666
117998,132,11.0,132000.0,162412.5627935906,30412.562793590594,1.902765812950613
118030,96,8.0,96000.0,115241.37456865076,19241.37456865076,2.3097797182797475
118031,96,8.0,96000.0,108563.55677696229,12563.556776962287,1.5492227704023032
118034,96,8.0,96000.0,110301.82863645264,14301.828636452643,1.7510582911040462
118043,95,7.916666666666667,95000.0,149957.9697259313,54957.969725931296,5.93551768942
118044,95,7.916666666666667,95000.0,112191.46422561769,17191.46422561769,2.123237426758706
118047,95,7.916666666666667,95000.0,150383.16625344587,55383.166253445874,5.973412703754666
118048,95,7.916666666666667,95000.0,104859.51492907558,9859.51492907558,1.2551115656459944
118049,95,7.916666666666667,95000.0,150575.6264042844,55575.62640428441,5.990534663969904
118050,95,7.916666666666667,95000.0,107096.13594106626,12096.135941066255,1.525412250197955
118053,95,7.916666666666667,95000.0,119520.90369199635,24520.903691996355,2.9428632961169265
118054,95,7.916666666666667,95000.0,92591.43315458874,-2408.56684541126,-0.32385679109789844
118056,95,7.916666666666667,95000.0,94999.42829087198,-0.5717091280239401,-7.601692600944787e-05
118058,95,7.916666666666667,95000.0,112722.76296825665,17722.762968256648,2.184200165961192
118065,95,7.916666666666667,95000.0,95017.65504128454,17.65504128453904,0.002347294158022706
118066,95,7.916666666666667,95000.0,94792.11919002453,-207.88080997546786,-0.02766711976162073
118069,95,7.916666666666667,95000.0,153350.15206759804,58350.15206759804,6.235265617025698
118070,95,7.916666666666667,95000.0,117282.94591469344,22282.94591469344,2.697368901323194
118076,95,7.916666666666667,95000.0,98558.24915924184,3558.2491592418373,0.4655541682401454
118077,95,7.916666666666667,95000.0,93108.24905791938,-1891.7509420806164,-0.25375043803931296
118078,95,7.916666666666667,95000.0,120023.19167380847,25023.19167380847,2.997409793486594
118080,95,7.916666666666667,95000.0,95646.65416827773,646.6541682777315,0.08572712971564034
118102,95,7.916666666666667,95000.0,169087.26812884698,74087.26812884698,7.55432270264671
118103,95,7.916666666666667,95000.0,141716.53637344955,46716.53637344955,5.181815833893544
118133,95,7.916666666666667,95000.0,118167.85238443434,23167.852384434344,2.794924544214994
118134,95,7.916666666666667,95000.0,92981.480543876,-2018.519456124006,-0.2709151256370945
118191,95,7.916666666666667,95000.0,138671.68290100366,43671.68290100366,4.893640773717234
118192,95,7.916666666666667,95000.0,113162.92178153971,18162.921781539713,2.2345154038172277
118193,95,7.916666666666667,95000.0,93770.15486679962,-1229.8451332003751,-0.16445743643818123
118194,95,7.916666666666667,95000.0,125838.96364219791,30838.96364219791,3.6148703003004767
118211,132,11.0,132000.0,179094.46562414244,47094.46562414244,2.8125671111385087
118232,132,11.0,132000.0,187795.99507543913,55795.99507543913,3.2569537846837804
118233,132,11.0,132000.0,137381.7679199398,5381.767919939797,0.3639493744994615
118234,132,11.0,132000.0,137760.8960200978,5760.896020097804,0.3890970454213827
118267,132,11.0,132000.0,392118.9790035299,260118.97900352988,10.404255124963147
118268,132,11.0,132000.0,289015.44140141684,157015.44140141684,7.384264490864023
118269,132,11.0,132000.0,329471.99394955183,197471.99394955183,8.670869760518807
118270,132,11.0,132000.0,262301.1616900461,130301.16169004608,6.441621110977236
118271,132,11.0,132000.0,187767.30211266296,55767.30211266296,3.255519465340595
118272,132,11.0,132000.0,293556.52882432,161556.52882432,7.536566217336227
118273,132,11.0,132000.0,359694.24402090686,227694.24402090686,9.541363271414106
118274,132,11.0,132000.0,282452.6264505236,150452.62645052362,7.160267650807195
118275,132,11.0,132000.0,327647.07011775003,195647.07011775003,8.61601142779267
118276,132,11.0,132000.0,219345.59480344594,87345.59480344594,4.7250203030605675
118277,132,11.0,132000.0,243667.92697231774,111667.92697231774,5.7309712250075195
118278,132,11.0,132000.0,340095.76366173313,208095.76366173313,8.984846630254427
118281,132,11.0,132000.0,143143.25971874464,11143.259718744637,0.7394846226402629
118282,132,11.0,132000.0,192593.40902029612,60593.40902029612,3.4940128037767026
118283,132,11.0,132000.0,140745.03342144671,8745.033421446715,0.5848678695077991
118284,132,11.0,132000.0,188639.8062795484,56639.806279548386,3.2990458482034857
118285,132,11.0,132000.0,338281.8988381242,206281.89883812418,8.931876348850887
118286,132,11.0,132000.0,237116.93759884973,105116.93759884973,5.469342973312186
118291,132,11.0,132000.0,190710.36521156653,58710.36521156653,3.401611220396017
118292,132,11.0,132000.0,190318.6128019982,58318.61280199821,3.3822836239883802
118293,132,11.0,132000.0,132003.51358412535,3.5135841253504623,0.0002419794500552186
118294,132,11.0,132000.0,132061.26471642798,61.264716427976964,0.004218443211567724
118295,132,11.0,132000.0,132161.67960974496,161.6796097449551,0.01112876481061953
118298,132,11.0,132000.0,142884.0002832305,10884.000283230504,0.722883841902533
118299,132,11.0,132000.0,191661.1866195528,59661.18661955281,3.448371496766489
118304,132,11.0,132000.0,183898.20371131253,51898.203711312526,3.0602596665298742
118305,132,11.0,132000.0,183953.95222509155,51953.95222509155,3.063099510752143
118306,132,11.0,132000.0,132197.46373205524,197.46373205524287,0.013590192150125802
118307,132,11.0,132000.0,132000.0,0.0,0.0
118308,132,11.0,132000.0,132048.06734337268,48.06734337267699,0.003309875279189356
118309,132,11.0,132000.0,221436.9804240744,89436.9804240744,4.815403576202781
118310,132,11.0,132000.0,141552.23711222244,9552.237112222443,0.6371749526012715
118311,132,11.0,132000.0,140160.66874223656,8160.668742236565,0.546830378774743
118315,132,11.0,132000.0,131999.40769402604,-0.5923059739579912,-4.0792505651143784e-05
118316,132,11.0,132000.0,132070.67096354175,70.6709635417501,0.004865962197198037
118317,132,11.0,132000.0,185588.6753283098,53588.67532830979,3.1460268372946354
118318,132,11.0,132000.0,132109.0639408099,109.06394080989412,0.007508471197348321
118319,132,11.0,132000.0,185516.3233549437,53516.323354943714,3.142370588848209
118320,132,11.0,132000.0,193730.33869471023,61730.338694710226,3.5494054590704316
118321,132,11.0,132000.0,150479.21061618353,18479.210616183525,1.1982403966390498
118322,132,11.0,132000.0,145686.00847662127,13686.008476621268,0.9008677551449962
118326,126,10.5,126000.0,179048.22239561696,53048.22239561696,3.4030342196387453
118341,96,8.0,96000.0,119294.7769859522,23294.776985952194,2.7528258830795016
118343,103,8.583333333333334,103000.0,160005.92768964724,57005.927689647244,5.2657876369576195
118344,103,8.583333333333334,103000.0,192816.8488074619,89816.84880746191,7.578423457184846
118345,103,8.583333333333334,103000.0,131161.68973708927,28161.68973708927,2.855966330598947
118347,103,8.583333333333334,103000.0,188242.27388074787,85242.27388074787,7.277905010977981
118348,103,8.583333333333334,103000.0,171725.0495048324,68725.0495048324,6.136230969980727
118349,103,8.583333333333334,103000.0,140247.55878916656,37247.558789166564,3.661721717266042
118350,103,8.583333333333334,103000.0,133877.00256982233,30877.002569822333,3.1018036337501442
118363,132,11.0,132000.0,148717.09711358167,16717.097113581665,1.0899324217274575
118364,132,11.0,132000.0,184392.24845611796,52392.24845611796,3.0853992218169424
118365,132,11.0,132000.0,132175.32081919612,175.32081919611664,0.01206715313810669
118366,132,11.0,132000.0,132009.13418141383,9.134181413828628,0.0006290560689903302
118367,132,11.0,132000.0,131989.683905437,-10.316094562993385,-0.0007105000721430166
118368,132,11.0,132000.0,132120.97090225152,120.97090225151624,0.008327860826384814
118369,132,11.0,132000.0,137275.9382793807,5275.938279380702,0.3569184020786098
118370,132,11.0,132000.0,148727.66731965644,16727.667319656437,1.0905855879913773
118371,132,11.0,132000.0,191890.24345074038,59890.24345074038,3.459604716154563
118372,132,11.0,132000.0,132143.60200949697,143.60200949697173,0.009885058389524914
118373,132,11.0,132000.0,132183.14777663333,183.14777663332643,0.012605535257970146
118383,132,11.0,132000.0,132065.19704011703,65.19704011702561,0.004489146520492149
118384,132,11.0,132000.0,190016.7382829582,58016.73828295819,3.367365577744552
118385,132,11.0,132000.0,132161.28392868667,161.2839286866656,0.011101544320157863
118386,132,11.0,132000.0,132067.76621303376,67.76621303375578,0.004666005828646291
118387,132,11.0,132000.0,205272.12835376442,73272.12835376442,4.095598988107829
118388,132,11.0,132000.0,138165.23210642187,6165.23210642187,0.4158475329826272
118389,124,10.333333333333334,124000.0,132553.81022126693,8553.810221266933,0.6476408817141399
118393,132,11.0,132000.0,134376.53805579589,2376.538055795885,0.16234911850696587
118394,132,11.0,132000.0,189398.3023090902,57398.30230909021,3.3367362833320424
118396,132,11.0,132000.0,136792.49273095,4792.492730950005,0.3247370720934395
118399,132,11.0,132000.0,117329.62297024131,-14670.377029758689,-1.065327114442427
118400,132,11.0,132000.0,132176.38240155406,176.38240155405947,0.012140176437647199
118401,132,11.0,132000.0,194501.94712254152,62501.94712254152,3.5868311026131083
118402,132,11.0,132000.0,132245.36742370104,245.36742370104184,0.01688432166109255
118403,132,11.0,132000.0,136316.70640042095,4316.706400420953,0.29296448105329276
118404,109,9.083333333333334,109000.0,109582.68610465202,582.6861046520207,0.058712711458253075
118405,132,11.0,132000.0,132754.70239155804,754.7023915580357,0.05184215904310285
118406,132,11.0,132000.0,132131.02010219998,131.02010219998192,0.009019354477990404
118407,132,11.0,132000.0,197678.28013426226,65678.28013426226,3.7394862668129747
118409,125,10.416666666666666,125000.0,135353.92543564705,10353.925435647048,0.7668867205274488
118410,132,11.0,132000.0,196817.1028377018,64817.102837701794,3.69831951927031
118413,132,11.0,132000.0,135680.450091501,3680.4500915009994,0.25031792578076306
118414,123,10.25,123000.0,132587.7642963993,9587.764296399313,0.7349848547430593
118415,132,11.0,132000.0,132673.41319197105,673.413191971049,0.046271119443086484
118416,132,11.0,132000.0,197285.12401947816,65285.12401947816,3.7207125430161803
118417,132,11.0,132000.0,159199.3680402602,27199.36804026019,1.7178184160190346
118418,132,11.0,132000.0,138019.96422753079,6019.964227530785,0.40624495060976873
118419,132,11.0,132000.0,385585.84423854976,253585.84423854976,10.235751777275404
118420,132,11.0,132000.0,263358.5717836698,131358.57178366982,6.4805585640276275
118421,132,11.0,132000.0,306716.21498362324,174716.21498362324,7.96612830306489
118422,132,11.0,132000.0,226163.4593025982,94163.4593025982,5.016842211253292
118423,132,11.0,132000.0,191196.25798342086,59196.25798342086,3.425533266972147
118424,132,11.0,132000.0,281679.8499610387,149679.84996103868,7.133581244862253
118428,96,8.0,96000.0,121496.45610902563,25496.456109025632,2.987981697241593
118429,78,6.5,78000.0,74114.38418238399,-3885.6158176160097,-0.783059446662715
118446,96,8.0,96000.0,112784.73804560814,16784.738045608145,2.0345815538478584
118447,96,8.0,96000.0,114935.38224887695,18935.38224887695,2.2757832104656206
118448,103,8.583333333333334,103000.0,159466.39601871502,56466.39601871502,5.224372421074164
118449,103,8.583333333333334,103000.0,102976.05148470226,-23.948515297743143,-0.002709130974620777
118450,103,8.583333333333334,103000.0,103021.7692669284,21.76926692840061,0.0024621247687095504
118451,103,8.583333333333334,103000.0,103095.99625916094,95.99625916093646,0.010853813893829667
118452,103,8.583333333333334,103000.0,144057.74221153965,41057.74221153965,3.985955059671187
118453,103,8.583333333333334,103000.0,132703.9365245697,29703.936524569697,2.9961428514737376
118454,101,8.416666666666666,101000.0,inf,inf,inf
118455,103,8.583333333333334,103000.0,188194.01206525808,85194.01206525808,7.274700291711511
118456,103,8.583333333333334,103000.0,171725.0495048324,68725.0495048324,6.136230969980727
118457,103,8.583333333333334,103000.0,110682.44039476522,7682.440394765217,0.8416136530589924
118458,103,8.583333333333334,103000.0,115692.45060848286,12692.45060848286,1.3630670986560345
118459,103,8.583333333333334,103000.0,103218.4527701902,218.45277019019704,0.024686402862705847
118460,103,8.583333333333334,103000.0,inf,inf,inf
118461,103,8.583333333333334,103000.0,106893.565822679,3893.5658226789965,0.4332227674489486
118462,132,11.0,132000.0,170461.25398218117,38461.253982181166,2.35183032866384
118463,132,11.0,132000.0,159896.32077466956,27896.320774669555,1.7582204904145193
118464,132,11.0,132000.0,201294.5188922528,69294.51889225279,3.910592180001582
118466,132,11.0,132000.0,137795.86497698256,5795.864976982557,0.3914133756639959
118467,132,11.0,132000.0,134121.14976629356,2121.149766293558,0.1450284432526816
118468,132,11.0,132000.0,322551.60552385653,190551.60552385653,8.461354854332349
118469,132,11.0,132000.0,377234.5828294882,245234.5828294882,10.016534533838328
118472,132,11.0,132000.0,243298.26111176686,111298.26111176686,5.7163790448928165
118473,132,11.0,132000.0,350099.1569542969,218099.15695429692,9.272441951694944
118474,132,11.0,132000.0,188656.2848682384,56656.28486823841,3.299866148848629
118475,132,11.0,132000.0,106693.60506009345,-25306.394939906546,-1.9163161182854216
118476,132,11.0,132000.0,116200.79361949362,-15799.20638050638,-1.1522398107879694
118477,132,11.0,132000.0,206144.14727352286,74144.14727352286,4.135722455265833
118478,132,11.0,132000.0,206904.38441689868,74904.38441689868,4.170576903058043
118479,132,11.0,132000.0,311057.52049359004,179057.52049359004,8.104166850024752
118480,132,11.0,132000.0,268382.23593568616,136382.23593568616,6.663627318639165
118481,132,11.0,132000.0,367570.3083481383,235570.3083481383,9.757275342766004
118482,132,11.0,132000.0,291711.7000784812,159711.70007848123,7.474953327691192
118483,132,11.0,132000.0,273504.9169765023,141504.91697650228,6.847124059661502
118484,132,11.0,132000.0,226156.15139039117,94156.15139039117,5.016533719519156
118485,132,11.0,132000.0,253588.3075429209,121588.3075429209,6.115238376191834
118486,132,11.0,132000.0,208670.16176267876,76670.16176267876,4.251085037445224
118487,132,11.0,132000.0,158142.8380026333,26142.838002633303,1.656264097826976
118488,104,8.666666666666666,104000.0,130497.90437624959,26497.904376249586,2.6534345401883375
118489,132,11.0,132000.0,231473.1302582691,99473.13025826911,5.2386214050270885
118490,132,11.0,132000.0,126658.48431624986,-5341.515683750142,-0.37481904885616757
118491,132,11.0,132000.0,200257.89554411024,68257.89554411024,3.8618309198048317
118492,132,11.0,132000.0,149667.8383670475,17667.838367047487,1.1485135777211442
118493,132,11.0,132000.0,214685.32116250883,82685.32116250883,4.5207659404945755
118494,132,11.0,132000.0,351092.30003302946,219092.30003302946,9.30058553388433
118495,92,7.666666666666667,92000.0,120884.4035239931,28884.403523993096,3.625651828848664
118496,92,7.666666666666667,92000.0,104610.34832561754,12610.348325617539,1.689600661602042
118497,132,11.0,132000.0,134186.79787726744,2186.7978772674396,0.14948362135245308
118498,132,11.0,132000.0,183979.42432155533,51979.42432155533,3.064396805764824
118505,132,11.0,132000.0,138330.50422108747,6330.504221087467,0.4267612921329711
118506,132,11.0,132000.0,192224.5087472189,60224.508747218904,3.475975628998329
118507,132,11.0,132000.0,133883.69250387856,1883.6925038785557,0.1288969469317225
118508,132,11.0,132000.0,196633.5727100796,64633.57271007961,3.689525088887713
118509,132,11.0,132000.0,180884.1839155098,48884.18391550981,2.905547494476246
118510,132,11.0,132000.0,299254.20940334135,167254.20940334135,7.724657392068557
118511,96,8.0,96000.0,,,
118512,96,8.0,96000.0,,,
