scheme_code,months,years,total_invested,final_value,gain,cagr_percent,scheme_name,category,daily_return_std,sharpe_ratio,max_drawdown,category_volatility_pct,category_risk_tier,log_total_invested,canonical_scheme_name,match_key
100520,132,11.0,132000.0,318566.2142763831,186566.2142763831,8.33883523580976,FRANKLIN INDIA FLEXI CAP FUND -,multi_cap,0.121345148538193,0.8536129601791925,-0.385395600549553,0.3046875,medium,11.790564777297387,Franklin India Flexi Cap Fund -,franklinflexicap
100630,132,11.0,132000.0,329886.19060331176,197886.19060331176,8.683282295826334,QUANT MULTI CAP FUND- -,multi_cap,0.1662675218627972,0.2197803867981557,-0.3733581754274689,0.9609375,high,11.790564777297387,Quant Multi Cap Fund- -,quantmulticap
100631,132,11.0,132000.0,353851.19379267533,221851.19379267533,9.378388689537488,QUANT MULTI CAP FUND- -,multi_cap,0.1662540456076925,0.2199773469906951,-0.3624323543582341,0.953125,high,11.790564777297387,Quant Multi Cap Fund- -,quantmulticap
100650,132,11.0,132000.0,197288.16100131988,65288.16100131988,3.720857693211221,UTI LARGE CAP FUND - -,large_cap,0.1132754877668161,0.307150364305389,-0.4368871570474942,0.1206896551724138,low,11.790564777297387,Uti Large Cap Fund - -,utilargecap
100651,132,11.0,132000.0,271037.9904702938,139037.9904702938,6.759151267923436,UTI LARGE CAP FUND - -,large_cap,0.110838112641471,0.5541501085667018,-0.3470900117998511,0.0603448275862069,low,11.790564777297387,Uti Large Cap Fund - -,utilargecap
100663,132,11.0,132000.0,294860.4750380208,162860.4750380208,7.57990294791937,UTI LARGE & MID CAP FUND - -,mid_cap,0.1249522162727141,1.1086094136339386,-0.4655861615985385,0.1104651162790697,low,11.790564777297387,Uti Large & Mid Cap Fund - -,utilargemidcap
100664,132,11.0,132000.0,333765.7264742554,201765.72647425532,8.798860313791558,UTI LARGE & MID CAP FUND - -,mid_cap,0.1249516777608404,1.1086056359373098,-0.421500874348658,0.1046511627906976,low,11.790564777297387,Uti Large & Mid Cap Fund - -,utilargemidcap
100668,132,11.0,132000.0,238121.68766869447,106121.68766869447,5.50989326537179,UTI FLEXI CAP FUND - -,multi_cap,0.1132999902779071,0.4394063269008343,-0.3391026463519336,0.1015625,low,11.790564777297387,Uti Flexi Cap Fund - -,utiflexicap
100669,132,11.0,132000.0,265516.2619855973,133516.26198559732,6.559573158234744,UTI - FLEXI CAP FUND-,multi_cap,0.1133000702317807,0.4394061919960727,-0.3391021226281192,0.109375,low,11.790564777297387,Uti - Flexi Cap Fund-,utiflexicap
100794,132,11.0,132000.0,197401.9298352448,65401.92983524481,3.72629372372868,SUNDARAM SMALL CAP FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),small_cap,0.1636945363380521,0.3335253200987823,-0.662604671814404,0.6363636363636364,medium,11.790564777297387,Sundaram Small Cap Fund - Income Distribution Cum Capital Withdrawal ( ),sundaramsmallcapincomedistributioncumcapitalwithdrawal
100795,132,11.0,132000.0,325025.3199647481,193025.3199647481,8.536711832221954,SUNDARAM SMALL CAP FUND -,small_cap,0.145825631158934,0.8617945809527405,-0.5785814312383966,0.2878787878787879,medium,11.790564777297387,Sundaram Small Cap Fund -,sundaramsmallcap
100822,132,11.0,132000.0,288617.0235547805,156617.02355478052,7.370798510268051,UTI NIFTY 50 INDEX FUND - -,index_fund,0.1207808742541107,0.5739047471983094,-0.3842615185168754,0.625,medium,11.790564777297387,Uti Nifty 50 Index Fund - -,utinifty50index
100823,132,11.0,132000.0,287451.6624636734,155451.6624636734,7.3313136627984,UTI NIFTY 50 INDEX FUND - -,index_fund,0.1207806406351586,0.5739047366494563,-0.3842625886082451,0.6193181818181818,medium,11.790564777297387,Uti Nifty 50 Index Fund - -,utinifty50index
101065,132,11.0,132000.0,377548.3898836121,245548.3898836121,10.024851258404777,QUANT MID CAP FUND - -,mid_cap,0.1710375462013621,0.4825485576345383,-0.344855123956514,0.9476744186046512,high,11.790564777297387,Quant Mid Cap Fund - -,quantmidcap
101066,132,11.0,132000.0,378999.96335181285,246999.96335181285,10.063240251319616,QUANT MID CAP FUND - -,mid_cap,0.1710359778651234,0.4839462515190025,-0.3447913539477634,0.9418604651162792,high,11.790564777297387,Quant Mid Cap Fund - -,quantmidcap
101161,132,11.0,132000.0,358594.0410612141,226594.0410612141,9.510861199194776,NIPPON INDIA MULTI CAP FUND- -,multi_cap,0.1324546485281839,1.0456006266295423,-0.430721532606055,0.46875,medium,11.790564777297387,Nippon India Multi Cap Fund- -,nipponmulticap
101162,132,11.0,132000.0,358594.0414993981,226594.04149939807,9.510861211359934,NIPPON INDIA MULTI CAP FUND- -,multi_cap,0.1324546680464646,1.0456004925107265,-0.430721532606055,0.4765625,medium,11.790564777297387,Nippon India Multi Cap Fund- -,nipponmulticap
101163,132,11.0,132000.0,237179.9363410748,105179.93634107482,5.471890099226284,NIPPON INDIA MULTI CAP FUND -,multi_cap,0.1586741479522708,0.3442109127628266,-0.5713034231314564,0.9296875,high,11.790564777297387,Nippon India Multi Cap Fund -,nipponmulticap
101198,132,11.0,132000.0,271026.86848306964,139026.86848306964,6.7587530023645925,LIC MF BSE SENSEX INDEX FUND- -,index_fund,0.1199619548492913,0.4505064399914726,-0.3758784966509365,0.1875,low,11.790564777297387,Lic Mf Bse Sensex Index Fund- -,licmfbsesensexindex
101199,132,11.0,132000.0,271025.6574585857,139025.6574585857,6.758709636074989,LIC MF BSE SENSEX INDEX FUND- -,index_fund,0.1199630596991927,0.4505012468693148,-0.3758776589935877,0.1931818181818181,low,11.790564777297387,Lic Mf Bse Sensex Index Fund- -,licmfbsesensexindex
101200,132,11.0,132000.0,272760.7672579298,140760.76725792978,6.820663255642745,LIC MF NIFTY 50 INDEX FUND- -,index_fund,0.1205103995700724,0.5071582849711647,-0.3817798360447382,0.4318181818181818,medium,11.790564777297387,Lic Mf Nifty 50 Index Fund- -,licmfnifty50index
101201,132,11.0,132000.0,272749.3361841092,140749.3361841092,6.8202562729094085,LIC MF NIFTY 50 INDEX FUND- -,index_fund,0.1205105238002936,0.5071421420816163,-0.3817835505446765,0.4375,medium,11.790564777297387,Lic Mf Nifty 50 Index Fund- -,licmfnifty50index
101209,132,11.0,132000.0,253542.69521529067,121542.69521529067,6.113503080100857,TAURUS LARGE CAP FUND - -,large_cap,0.1350339443894644,0.5441236185418458,-0.3515066394279877,0.6982758620689655,medium,11.790564777297387,Taurus Large Cap Fund - -,tauruslargecap
101228,132,11.0,132000.0,317098.8400356747,185098.8400356747,8.29337374616319,ICICI PRUDENTIAL MULTICAP FUND -,multi_cap,0.1145288299515775,0.9875406674441424,-0.3897357558422986,0.1328125,low,11.790564777297387,Icici Prudential Multicap Fund -,iciciprudentialmulticap
101281,132,11.0,132000.0,283863.3199008521,151863.3199008521,7.208812617745042,HDFC BSE SENSEX INDEX FUND -,index_fund,0.1202947263758239,0.5052816349483042,-0.3808008524921962,0.3806818181818182,medium,11.790564777297387,Hdfc Bse Sensex Index Fund -,hdfcbsesensexindex
101313,132,11.0,132000.0,235040.06224917845,103040.06224917845,5.385025672498967,ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - -,index_fund,0.1207042038146412,0.5579040536889557,-0.63668683174513,0.5511363636363636,medium,11.790564777297387,Aditya Birla Sun Life Nifty 50 Index Fund - -,adityabirlasunlifenifty50index
101314,132,11.0,132000.0,280572.9382516692,148572.93825166923,7.095239918451712,ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - -,index_fund,0.1207044621596105,0.5579198432845106,-0.3766317569572183,0.5568181818181818,medium,11.790564777297387,Aditya Birla Sun Life Nifty 50 Index Fund - -,adityabirlasunlifenifty50index
101349,132,11.0,132000.0,283656.8332721465,151656.83327214653,7.201720693364222,ICICI PRUDENTIAL NIFTY 50 INDEX FUND - CUMULATIVE,index_fund,0.1207411028112371,0.5661838889828937,-0.3821545281274305,0.5965909090909091,medium,11.790564777297387,Icici Prudential Nifty 50 Index Fund - Cumulative,iciciprudentialnifty50indexcumulative
101525,132,11.0,132000.0,286096.5595653106,154096.5595653106,7.28521656095642,HDFC NIFTY 50 INDEX FUND -,index_fund,0.1207700588979827,0.567604847362181,-0.3836435704953608,0.6079545454545454,medium,11.790564777297387,Hdfc Nifty 50 Index Fund -,hdfcnifty50index
101530,132,11.0,132000.0,310482.62646626704,178482.62646626704,8.085988186081483,SBI LARGE & MIDCAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),mid_cap,0.1143898050211069,0.8585840996042355,-0.4057592292390065,0.0174418604651162,low,11.790564777297387,Sbi Large & Midcap Fund - - Income Distribution Cum Capital Withdrawal ( ),sbilargemidcapincomedistributioncumcapitalwithdrawal
101538,132,11.0,132000.0,220274.19300503287,88274.19300503287,4.765247744731149,SUNDARAM MID CAP FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),mid_cap,0.1643353162741581,0.5369263320227731,-0.5609359787100543,0.9069767441860463,high,11.790564777297387,Sundaram Mid Cap Fund - Income Distribution Cum Capital Withdrawal ( ),sundarammidcapincomedistributioncumcapitalwithdrawal
101539,132,11.0,132000.0,343136.7821308,211136.7821308,9.073079935686224,SUNDARAM MID CAP FUND -,mid_cap,0.1443079567176466,1.104826126075751,-0.4525086504878157,0.4941860465116279,medium,11.790564777297387,Sundaram Mid Cap Fund -,sundarammidcap
101591,132,11.0,132000.0,198284.63262727464,66284.63262727464,3.768373959861404,ADITYA BIRLA SUN LIFE MIDCAP FUND - -,mid_cap,0.1558715188961213,0.3647525989460377,-0.5303522358231326,0.8081395348837209,high,11.790564777297387,Aditya Birla Sun Life Midcap Fund - -,adityabirlasunlifemidcap
101592,132,11.0,132000.0,308339.7332445638,176339.7332445638,8.01795727831447,ADITYA BIRLA SUN LIFE MIDCAP FUND-,mid_cap,0.1416545573522379,0.8798232778362207,-0.4615474350374756,0.4186046511627907,medium,11.790564777297387,Aditya Birla Sun Life Midcap Fund-,adityabirlasunlifemidcap
101593,132,11.0,132000.0,187815.84870262805,55815.84870262805,3.257946121926536,HSBC LARGE CAP FUND -,large_cap,0.1522000837405721,-0.0582225872259139,-0.4446538141330465,0.9482758620689656,high,11.790564777297387,Hsbc Large Cap Fund -,hsbclargecap
101594,132,11.0,132000.0,275897.1177315376,143897.1177315376,6.931745842964943,HSBC LARGE CAP FUND -,large_cap,0.1277615277069456,0.6183746401303206,-0.3615671843714487,0.646551724137931,medium,11.790564777297387,Hsbc Large Cap Fund -,hsbclargecap
101635,132,11.0,132000.0,278382.5698022504,146382.56980225036,7.01896268545541,DSP LARGE CAP FUND - -,large_cap,0.1098969346585581,0.9825614122535398,-0.4038821297891827,0.043103448275862,low,11.790564777297387,Dsp Large Cap Fund - -,dsplargecap
101636,132,11.0,132000.0,165909.3775895149,33909.37758951489,2.1002957893202057,DSP LARGE CAP FUND - -,large_cap,0.1373957040296824,0.1800462276697441,-0.5835236127722808,0.8620689655172413,high,11.790564777297387,Dsp Large Cap Fund - -,dsplargecap
101659,132,11.0,132000.0,281758.41345467564,149758.41345467564,7.136297326954355,TATA NIFTY 50 INDEX FUND -,index_fund,0.1204827173360876,0.5507377796389821,-0.3713470438528323,0.4204545454545454,medium,11.790564777297387,Tata Nifty 50 Index Fund -,tatanifty50index
101705,132,11.0,132000.0,291373.26226880145,159373.26226880145,7.46361187349478,ICICI PRUDENTIAL BSE SENSEX ETF,index_fund,0.1200614738278607,0.5354865960887315,-0.3781364744285124,0.2443181818181818,low,11.790564777297387,Icici Prudential Bse Sensex Etf,iciciprudentialbsesensexetf
101706,132,11.0,132000.0,185127.12372344048,53127.12372344048,3.122680430178693,ICICI PRUDENTIAL MULTICAP FUND -,multi_cap,0.1420928246815478,0.1888685152640254,-0.5071001494768311,0.75,medium,11.790564777297387,Icici Prudential Multicap Fund -,iciciprudentialmulticap
101746,132,11.0,132000.0,277104.9764457801,145104.97644578008,6.974219558793426,TATA S&P BSE SENSEX INDEX FUND -,index_fund,0.1200131115116872,0.4864879762577333,-0.3698710382767209,0.2159090909090909,low,11.790564777297387,Tata S&P Bse Sensex Index Fund -,tataspbsesensexindex
101762,132,11.0,132000.0,370532.1837951579,238532.18379515788,9.837384381598158,HDFC FLEXI CAP FUND -,multi_cap,0.107791501845366,1.2633899250115534,-0.4205979472436219,0.0546875,low,11.790564777297387,Hdfc Flexi Cap Fund -,hdfcflexicap
101763,132,11.0,132000.0,197378.4282851609,65378.42828516086,3.7251710209640354,HDFC FLEXI CAP FUND -,multi_cap,0.1417131151834579,0.2813257548522418,-0.5876651027391957,0.7421875,medium,11.790564777297387,Hdfc Flexi Cap Fund -,hdfcflexicap
101823,132,11.0,132000.0,267419.3770236588,135419.37702365877,6.628782210493767,TATA LARGE & MID CAP FUND - OF,mid_cap,0.1237074853925748,0.4831456295067114,-0.3580339005444565,0.0813953488372093,low,11.790564777297387,Tata Large & Mid Cap Fund - Of,tatalargemidcapof
101824,132,11.0,132000.0,288828.5057047436,156828.5057047436,7.377948421765512,TATA LARGE & MID CAP FUND- -,mid_cap,0.1237043839294591,0.4838403279297547,-0.3580044814312294,0.0755813953488372,low,11.790564777297387,Tata Large & Mid Cap Fund- -,tatalargemidcap
101922,132,11.0,132000.0,303867.7494744512,171867.74947445118,7.874588624089052,CANARA ROBECO FLEXICAP FUND - -,multi_cap,0.1200323645874129,0.7070064241793214,-0.3331570597567425,0.1953125,low,11.790564777297387,Canara Robeco Flexicap Fund - -,canararobecoflexicap
101923,132,11.0,132000.0,199806.5124531818,67806.51245318181,3.840526765731545,CANARA ROBECO FLEXICAP FUND - - ( / ),multi_cap,0.1298492443588996,0.2480972983795985,-0.3754119138149556,0.4296875,medium,11.790564777297387,Canara Robeco Flexicap Fund - - ( / ),canararobecoflexicap
102000,132,11.0,132000.0,293572.40885151,161572.40885150997,7.537095042727082,HDFC LARGE CAP FUND - -,large_cap,0.1214958109384999,0.7263433766813103,-0.410412632863637,0.3275862068965517,medium,11.790564777297387,Hdfc Large Cap Fund - -,hdfclargecap
102001,132,11.0,132000.0,156729.65037502564,24729.65037502564,1.5733435245974148,HDFC LARGE CAP FUND - -,large_cap,0.1485807416680788,-0.0661813985508609,-0.5749979519947571,0.9396551724137931,high,11.790564777297387,Hdfc Large Cap Fund - -,hdfclargecap
102020,132,11.0,132000.0,318474.93681890646,186474.93681890648,8.336012879338295,BARODA BNP PARIBAS MULTI CAP FUND - -,multi_cap,0.1384381375373858,0.8062439821263556,-0.3508490566037736,0.5859375,medium,11.790564777297387,Baroda Bnp Paribas Multi Cap Fund - -,barodabnpparibasmulticap
102021,132,11.0,132000.0,186243.67825592333,54243.67825592338,3.17906804243977,BARODA BNP PARIBAS MULTI CAP FUND - -,multi_cap,0.1409561122424633,0.1696158878656491,-0.503190967108493,0.734375,medium,11.790564777297387,Baroda Bnp Paribas Multi Cap Fund - -,barodabnpparibasmulticap
102036,132,11.0,132000.0,262119.7057904889,130119.70579048897,6.434924943992559,TATA LARGE CAP FUND- - OF,large_cap,0.1249750194863698,0.6402864986410324,-0.3992370724592227,0.5948275862068966,medium,11.790564777297387,Tata Large Cap Fund- - Of,tatalargecapof
102133,132,11.0,132000.0,303184.8534373356,171184.85343733558,7.852526846609353,ICICI PRUDENTIAL MULTI SECTOR PASSIVE FOF -,index_fund,0.1020892552507767,1.0458236844485165,-0.349203387029682,0.1079545454545454,low,11.790564777297387,Icici Prudential Multi Sector Passive Fof -,iciciprudentialmultisectorpassivefof
102134,132,11.0,132000.0,246025.81219601032,114025.81219601032,5.823575517153312,ICICI PRUDENTIAL MULTI SECTOR PASSIVE FOF -,index_fund,0.1193717194305103,0.4666423333335294,-0.349203387029682,0.1761363636363636,low,11.790564777297387,Icici Prudential Multi Sector Passive Fof -,iciciprudentialmultisectorpassivefof
102251,132,11.0,132000.0,208352.7874687556,76352.78746875559,4.236660572132522,HSBC FLEXI CAP FUND -,multi_cap,0.166712554097597,0.1705614702894277,-0.500748634114579,0.984375,high,11.790564777297387,Hsbc Flexi Cap Fund -,hsbcflexicap
102252,132,11.0,132000.0,292389.8652683244,160389.8652683244,7.497643496903339,HSBC FLEXI CAP FUND -,multi_cap,0.1401193046739053,0.8337192183886816,-0.4095552650579837,0.671875,medium,11.790564777297387,Hsbc Flexi Cap Fund -,hsbcflexicap
102272,132,11.0,132000.0,281811.32671892195,149811.32671892195,7.138126246239351,SBI NIFTY INDEX FUND - -,index_fund,0.1204016046291452,0.5516256981074298,-0.38466799245168,0.3977272727272727,medium,11.790564777297387,Sbi Nifty Index Fund - -,sbiniftyindex
102273,132,11.0,132000.0,282082.73085707193,150082.73085707193,7.147502283844864,SBI NIFTY INDEX FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),index_fund,0.1204024065891103,0.5516136005984312,-0.3843069653193517,0.4034090909090909,medium,11.790564777297387,Sbi Nifty Index Fund - - Income Distribution Cum Capital Withdrawal ( ),sbiniftyindexincomedistributioncumcapitalwithdrawal
102326,132,11.0,132000.0,323401.5014900202,191401.5014900202,8.487304373219917,TATA MID CAP FUND- -,mid_cap,0.1453093858680171,0.9539132428677144,-0.4382867900592023,0.5232558139534884,medium,11.790564777297387,Tata Mid Cap Fund- -,tatamidcap
102328,132,11.0,132000.0,351993.96551464376,219993.96551464376,9.326074222994162,TATA MID CAP FUND -,mid_cap,0.1453066333020114,0.9547875982534082,-0.354288116410671,0.5174418604651163,medium,11.790564777297387,Tata Mid Cap Fund -,tatamidcap
102393,132,11.0,132000.0,285466.0291079322,153466.02910793218,7.263699839874871,UTI MID CAP FUND - -,mid_cap,0.1384799810093919,0.6864806540820321,-0.4648134402858027,0.3546511627906977,medium,11.790564777297387,Uti Mid Cap Fund - -,utimidcap
102394,132,11.0,132000.0,314540.74315168307,182540.74315168307,8.2136607136033,UTI MID CAP FUND-,mid_cap,0.1384800600382267,0.6864801876707938,-0.4184934474482784,0.3604651162790697,medium,11.790564777297387,Uti Mid Cap Fund-,utimidcap
102528,132,11.0,132000.0,358028.83728226187,226028.83728226187,9.495158372268598,ICICI PRUDENTIAL MIDCAP FUND -,mid_cap,0.1591777570849384,0.9129981782818888,-0.4532667876588022,0.8546511627906976,high,11.790564777297387,Icici Prudential Midcap Fund -,iciciprudentialmidcap
102529,132,11.0,132000.0,196176.36677103143,64176.36677103146,3.667584118374978,ICICI PRUDENTIAL MIDCAP FUND -,mid_cap,0.1793557723124448,0.3377693809382862,-0.5752039151712888,1.0,high,11.790564777297387,Icici Prudential Midcap Fund -,iciciprudentialmidcap
102874,132,11.0,132000.0,305427.7864310871,173427.78643108712,7.924818880429396,KOTAK SMALL CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,small_cap,0.1361494496036132,0.6025640988928628,-0.5029085024492652,0.1666666666666666,low,11.790564777297387,Kotak Small Cap Fund - Of Income Distribution Cum Capital Withdrawal,kotaksmallcapofincomedistributioncumcapitalwithdrawal
102875,132,11.0,132000.0,352332.4626971915,220332.4626971915,9.335627693027426,KOTAK SMALL CAP FUND -,small_cap,0.1361471533867687,0.6025655146328827,-0.4230039461277893,0.1515151515151515,low,11.790564777297387,Kotak Small Cap Fund -,kotaksmallcap
102883,132,11.0,132000.0,284837.53318061365,152837.53318061365,7.24220950744463,FRANKLIN INDIA LARGE & MID CAP FUND -,mid_cap,0.1251896946734862,0.7905774893159692,-0.4247241919974232,0.127906976744186,low,11.790564777297387,Franklin India Large & Mid Cap Fund -,franklinlargemidcap
102884,132,11.0,132000.0,170288.6313174776,38288.63131747759,2.3424032949949325,FRANKLIN INDIA LARGE & MID CAP FUND -,mid_cap,0.1478613027995675,0.1019794504240064,-0.5350612355436973,0.6337209302325582,medium,11.790564777297387,Franklin India Large & Mid Cap Fund -,franklinlargemidcap
102920,132,11.0,132000.0,314790.184277883,182790.18427788297,8.221459446652046,CANARA ROBECO LARGE AND MID CAP FUND - -,mid_cap,0.1367291638702736,0.6520644195276647,-0.3626352762483387,0.3081395348837209,medium,11.790564777297387,Canara Robeco Large And Mid Cap Fund - -,canararobecolargeandmidcap
102921,132,11.0,132000.0,217009.5573752865,85009.5573752865,4.623132956438703,CANARA ROBECO LARGE AND MID CAP FUND - - ( / ),mid_cap,0.1441906199934701,0.2683480478290961,-0.4042126379137412,0.4883720930232558,medium,11.790564777297387,Canara Robeco Large And Mid Cap Fund - - ( / ),canararobecolargeandmidcap
102941,132,11.0,132000.0,325971.36802541494,193971.3680254149,8.56539361048605,SBI MIDCAP FUND - -,mid_cap,0.120493092353748,0.7742344608106906,-0.4424903485351421,0.0465116279069767,low,11.790564777297387,Sbi Midcap Fund - -,sbimidcap
102942,132,11.0,132000.0,312815.16953832406,180815.1695383241,8.159556461362861,SBI MIDCAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),mid_cap,0.1204929039766272,0.7742908425674628,-0.4715998692383131,0.0406976744186046,low,11.790564777297387,Sbi Midcap Fund - - Income Distribution Cum Capital Withdrawal ( ),sbimidcapincomedistributioncumcapitalwithdrawal
103024,132,11.0,132000.0,332529.34986700804,200529.34986700804,8.762159721686835,SBI LARGE & MIDCAP FUND- -,mid_cap,0.1143899138687376,0.858543312425894,-0.3646935083165753,0.0232558139534883,low,11.790564777297387,Sbi Large & Midcap Fund- -,sbilargemidcap
103165,132,11.0,132000.0,191978.78544577624,59978.785445776215,3.463943654399282,ADITYA BIRLA SUN LIFE FLEXI CAP FUND - -,multi_cap,0.137447544194311,0.26440406784249,-0.4710138685502628,0.5703125,medium,11.790564777297387,Aditya Birla Sun Life Flexi Cap Fund - -,adityabirlasunlifeflexicap
