scheme_code,scheme_name,canonical_scheme_name,match_key,category,is_active
118276,CANARA ROBECO FLEXICAP FUND - - ( / ),Canara Robeco Flexicap Fund - - ( / ),canararobecoflexicap,multi_cap,True
118277,CANARA ROBECO LARGE AND MID CAP FUND - - ( / ),Canara Robeco Large And Mid Cap Fund - - ( / ),canararobecolargeandmidcap,mid_cap,True
118278,CANARA ROBECO LARGE AND MID CAP FUND - -,Canara Robeco Large And Mid Cap Fund - -,canararobecolargeandmidcap,mid_cap,True
118347,IDBI NIFTY 50 INDEX FUND,Idbi Nifty 50 Index Fund,idbinifty50index,index_fund,True
118348,IDBI NIFTY NEXT 50 INDEX FUND,Idbi Nifty Next 50 Index Fund,idbiniftynext50index,index_fund,True
118419,BANDHAN LARGE & MID CAP FUND - -,Bandhan Large & Mid Cap Fund - -,bandhanlargemidcap,mid_cap,True
118420,BANDHAN LARGE & MID CAP FUND - -,Bandhan Large & Mid Cap Fund - -,bandhanlargemidcap,mid_cap,True
118423,BANDHAN FLEXI CAP FUND- -,Bandhan Flexi Cap Fund- -,bandhanflexicap,multi_cap,True
118424,BANDHAN FLEXI CAP FUND- -,Bandhan Flexi Cap Fund- -,bandhanflexicap,multi_cap,True
118455,IDBI NIFTY 50 INDEX FUND,Idbi Nifty 50 Index Fund,idbinifty50index,index_fund,True
118456,IDBI NIFTY NEXT 50 INDEX FUND,Idbi Nifty Next 50 Index Fund,idbiniftynext50index,index_fund,True
118462,FRANKLIN INDIA LARGE CAP FUND - -,Franklin India Large Cap Fund - -,franklinlargecap,large_cap,True
118478,BANDHAN LARGE CAP FUND- -,Bandhan Large Cap Fund- -,bandhanlargecap,large_cap,True
118479,BANDHAN LARGE CAP FUND- -,Bandhan Large Cap Fund- -,bandhanlargecap,large_cap,True
118482,BANDHAN NIFTY 50 INDEX FUND- -,Bandhan Nifty 50 Index Fund- -,bandhannifty50index,index_fund,True
118483,BANDHAN NIFTY 50 INDEX FUND- -,Bandhan Nifty 50 Index Fund- -,bandhannifty50index,index_fund,True
118484,BANDHAN AGGRESSIVE HYBRID PASSIVE FOF - -,Bandhan Aggressive Hybrid Passive Fof - -,bandhanaggressivehybridpassivefof,index_fund,True
118485,BANDHAN AGGRESSIVE HYBRID PASSIVE FOF - -,Bandhan Aggressive Hybrid Passive Fof - -,bandhanaggressivehybridpassivefof,index_fund,True
118486,BANDHAN CONSERVATIVE HYBRID PASSIVE FOF - -,Bandhan Conservative Hybrid Passive Fof - -,bandhanconservativehybridpassivefof,index_fund,True
118487,BANDHAN CONSERVATIVE HYBRID PASSIVE FOF - -,Bandhan Conservative Hybrid Passive Fof - -,bandhanconservativehybridpassivefof,index_fund,True
118488,BANDHAN MULTI ASSET PASSIVE FOF - -,Bandhan Multi Asset Passive Fof - -,bandhanmultiassetpassivefof,index_fund,True
118489,BANDHAN MULTI ASSET PASSIVE FOF - -,Bandhan Multi Asset Passive Fof - -,bandhanmultiassetpassivefof,index_fund,True
118509,FRANKLIN INDIA LARGE & MID CAP FUND - -,Franklin India Large & Mid Cap Fund - -,franklinlargemidcap,mid_cap,True
118510,FRANKLIN INDIA LARGE & MID CAP FUND - -,Franklin India Large & Mid Cap Fund - -,franklinlargemidcap,mid_cap,True
118524,FRANKLIN INDIA SMALL CAP FUND - -,Franklin India Small Cap Fund - -,franklinsmallcap,small_cap,True
118525,FRANKLIN INDIA SMALL CAP FUND - -,Franklin India Small Cap Fund - -,franklinsmallcap,small_cap,True
118531,FRANKLIN INDIA LARGE CAP FUND- -,Franklin India Large Cap Fund- -,franklinlargecap,large_cap,True
118532,FRANKLIN INDIA MID CAP FUND - -,Franklin India Mid Cap Fund - -,franklinmidcap,mid_cap,True
118533,FRANKLIN INDIA MID CAP FUND - -,Franklin India Mid Cap Fund - -,franklinmidcap,mid_cap,True
118534,FRANKLIN INDIA FLEXI CAP FUND - -,Franklin India Flexi Cap Fund - -,franklinflexicap,multi_cap,True
118535,FRANKLIN INDIA FLEXI CAP FUND - -,Franklin India Flexi Cap Fund - -,franklinflexicap,multi_cap,True
118580,FRANKLIN INDIA INDEX FUND- NSE NIFTY 50 INDEX FUND - -,Franklin India Index Fund- Nse Nifty 50 Index Fund - -,franklinindexnsenifty50index,index_fund,True
118581,FRANKLIN INDIA INDEX FUND- NSE NIFTY 50 INDEX FUND- -,Franklin India Index Fund- Nse Nifty 50 Index Fund- -,franklinindexnsenifty50index,index_fund,True
118616,EDELWEISS LARGE CAP FUND - -,Edelweiss Large Cap Fund - -,edelweisslargecap,large_cap,True
118617,EDELWEISS LARGE CAP FUND - -,Edelweiss Large Cap Fund - -,edelweisslargecap,large_cap,True
118632,NIPPON INDIA LARGE CAP FUND - -,Nippon India Large Cap Fund - -,nipponlargecap,large_cap,True
118633,NIPPON INDIA LARGE CAP FUND - -,Nippon India Large Cap Fund - -,nipponlargecap,large_cap,True
118634,NIPPON INDIA LARGE CAP FUND - -,Nippon India Large Cap Fund - -,nipponlargecap,large_cap,True
118650,NIPPON INDIA MULTI CAP FUND - -,Nippon India Multi Cap Fund - -,nipponmulticap,multi_cap,True
118651,NIPPON INDIA MULTI CAP FUND - -,Nippon India Multi Cap Fund - -,nipponmulticap,multi_cap,True
118652,NIPPON INDIA MULTI CAP FUND - -,Nippon India Multi Cap Fund - -,nipponmulticap,multi_cap,True
118665,NIPPON INDIA MID CAP FUND - -,Nippon India Mid Cap Fund - -,nipponmidcap,mid_cap,True
118666,NIPPON INDIA MID CAP FUND - -,Nippon India Mid Cap Fund - -,nipponmidcap,mid_cap,True
118668,NIPPON INDIA MID CAP FUND - -,Nippon India Mid Cap Fund - -,nipponmidcap,mid_cap,True
118675,NIPPON INDIA VISION LARGE & MID CAP FUND - -,Nippon India Vision Large & Mid Cap Fund - -,nipponvisionlargemidcap,mid_cap,True
118676,NIPPON INDIA VISION LARGE & MID CAP FUND - -,Nippon India Vision Large & Mid Cap Fund - -,nipponvisionlargemidcap,mid_cap,True
118678,NIPPON INDIA VISION LARGE & MID CAP FUND - -,Nippon India Vision Large & Mid Cap Fund - -,nipponvisionlargemidcap,mid_cap,True
118740,NIPPON INDIA INDEX FUND - NIFTY 50 - - -,Nippon India Index Fund - Nifty 50 - - -,nipponindexnifty50,index_fund,True
118741,NIPPON INDIA INDEX FUND - NIFTY 50 - -,Nippon India Index Fund - Nifty 50 - -,nipponindexnifty50,index_fund,True
118742,NIPPON INDIA INDEX FUND - NIFTY 50 - -,Nippon India Index Fund - Nifty 50 - -,nipponindexnifty50,index_fund,True
118743,NIPPON INDIA INDEX FUND - NIFTY 50 - - -,Nippon India Index Fund - Nifty 50 - - -,nipponindexnifty50,index_fund,True
118745,NIPPON INDIA INDEX FUND - NIFTY 50 - - HALF YEARLY -,Nippon India Index Fund - Nifty 50 - - Half Yearly -,nipponindexnifty50halfyearly,index_fund,True
118775,NIPPON INDIA SMALL CAP FUND - -,Nippon India Small Cap Fund - -,nipponsmallcap,small_cap,True
118777,NIPPON INDIA SMALL CAP FUND - -,Nippon India Small Cap Fund - -,nipponsmallcap,small_cap,True
118778,NIPPON INDIA SMALL CAP FUND - -,Nippon India Small Cap Fund - -,nipponsmallcap,small_cap,True
118785,NIPPON INDIA INDEX FUND - BSE SENSEX - -,Nippon India Index Fund - Bse Sensex - -,nipponindexbsesensex,index_fund,True
118786,NIPPON INDIA INDEX FUND - BSE SENSEX - - -,Nippon India Index Fund - Bse Sensex - - -,nipponindexbsesensex,index_fund,True
118788,NIPPON INDIA INDEX FUND - BSE SENSEX - - HALF YEARLY -,Nippon India Index Fund - Bse Sensex - - Half Yearly -,nipponindexbsesensexhalfyearly,index_fund,True
118790,NIPPON INDIA INDEX FUND - BSE SENSEX - - -,Nippon India Index Fund - Bse Sensex - - -,nipponindexbsesensex,index_fund,True
118791,NIPPON INDIA INDEX FUND - BSE SENSEX - -,Nippon India Index Fund - Bse Sensex - -,nipponindexbsesensex,index_fund,True
118825,MIRAE ASSET LARGE CAP FUND - -,Mirae Asset Large Cap Fund - -,miraeassetlargecap,large_cap,True
118826,MIRAE ASSET LARGE CAP FUND,Mirae Asset Large Cap Fund,miraeassetlargecap,large_cap,True
118834,MIRAE ASSET LARGE & MIDCAP FUND - -,Mirae Asset Large & Midcap Fund - -,miraeassetlargemidcap,mid_cap,True
118835,MIRAE ASSET LARGE & MIDCAP FUND - -,Mirae Asset Large & Midcap Fund - -,miraeassetlargemidcap,mid_cap,True
118870,TAURUS LARGE CAP FUND - -,Taurus Large Cap Fund - -,tauruslargecap,large_cap,True
118871,TAURUS LARGE CAP FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Taurus Large Cap Fund - - Of Income Distribution Cum Capital Withdrawal,tauruslargecapofincomedistributioncumcapitalwithdrawal,large_cap,True
118872,TAURUS MID CAP FUND - -,Taurus Mid Cap Fund - -,taurusmidcap,mid_cap,True
118873,TAURUS MID CAP FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Taurus Mid Cap Fund - - Of Income Distribution Cum Capital Withdrawal,taurusmidcapofincomedistributioncumcapitalwithdrawal,mid_cap,True
118881,TAURUS NIFTY 50 INDEX FUND - -,Taurus Nifty 50 Index Fund - -,taurusnifty50index,index_fund,True
118882,TAURUS NIFTY 50 INDEX FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Taurus Nifty 50 Index Fund - - Of Income Distribution Cum Capital Withdrawal,taurusnifty50indexofincomedistributioncumcapitalwithdrawal,index_fund,True
118883,TAURUS FLEXI CAP FUND - -,Taurus Flexi Cap Fund - -,taurusflexicap,multi_cap,True
118884,TAURUS FLEXI CAP FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Taurus Flexi Cap Fund - - Of Income Distribution Cum Capital Withdrawal,taurusflexicapofincomedistributioncumcapitalwithdrawal,multi_cap,True
118954,HDFC FLEXI CAP FUND - -,Hdfc Flexi Cap Fund - -,hdfcflexicap,multi_cap,True
118955,HDFC FLEXI CAP FUND - -,Hdfc Flexi Cap Fund - -,hdfcflexicap,multi_cap,True
118988,HDFC MID CAP FUND - -,Hdfc Mid Cap Fund - -,hdfcmidcap,mid_cap,True
118989,HDFC MID CAP FUND - -,Hdfc Mid Cap Fund - -,hdfcmidcap,mid_cap,True
119017,HDFC LARGE CAP FUND - -,Hdfc Large Cap Fund - -,hdfclargecap,large_cap,True
119018,HDFC LARGE CAP FUND - -,Hdfc Large Cap Fund - -,hdfclargecap,large_cap,True
119063,HDFC NIFTY 50 INDEX FUND -,Hdfc Nifty 50 Index Fund -,hdfcnifty50index,index_fund,True
119065,HDFC BSE SENSEX INDEX FUND -,Hdfc Bse Sensex Index Fund -,hdfcbsesensexindex,index_fund,True
119070,DSP MIDCAP FUND - -,Dsp Midcap Fund - -,dspmidcap,mid_cap,True
119071,DSP MIDCAP FUND - -,Dsp Midcap Fund - -,dspmidcap,mid_cap,True
119076,DSP FLEXI CAP FUND - -,Dsp Flexi Cap Fund - -,dspflexicap,multi_cap,True
119077,DSP FLEXI CAP FUND - -,Dsp Flexi Cap Fund - -,dspflexicap,multi_cap,True
119132,HDFC GOLD ETF FUND OF FUND -,Hdfc Gold Etf Fund Of Fund -,hdfcgoldetfof,index_fund,True
119133,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUE CHIP FUND) - -,Groww Largecap Fund (Formerly Known As Indiabulls Blue Chip Fund) - -,growwlargecapformerlyknownasindiabullsbluechip,large_cap,True
119134,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),Groww Largecap Fund (Formerly Known As Indiabulls Bluechip Fund)- - - Income Distribution Cum Capital Withdrawal ( & ),growwlargecapformerlyknownasindiabullsbluechipincomedistributioncumcapitalwithdrawal,large_cap,True
119148,NAVI LARGE CAP EQUITY FUND- -,Navi Large Cap Equity Fund- -,navilargecapequity,large_cap,True
119149,NAVI LARGE CAP EQUITY FUND - NORMAL,Navi Large Cap Equity Fund - Normal,navilargecapequitynormal,large_cap,True
119159,TATA LARGE CAP FUND- - OF,Tata Large Cap Fund- - Of,tatalargecapof,large_cap,True
119160,TATA LARGE CAP FUND -,Tata Large Cap Fund -,tatalargecap,large_cap,True
119177,TATA MID CAP FUND - -,Tata Mid Cap Fund - -,tatamidcap,mid_cap,True
119178,TATA MID CAP FUND - -,Tata Mid Cap Fund - -,tatamidcap,mid_cap,True
119201,TATA LARGE & MID CAP FUND - OF,Tata Large & Mid Cap Fund - Of,tatalargemidcapof,mid_cap,True
119202,TATA LARGE & MID CAP FUND - -,Tata Large & Mid Cap Fund - -,tatalargemidcap,mid_cap,True
119212,DSP SMALL CAP FUND - -,Dsp Small Cap Fund - -,dspsmallcap,small_cap,True
119213,DSP SMALL CAP FUND - -,Dsp Small Cap Fund - -,dspsmallcap,small_cap,True
119218,DSP LARGE & MID CAP FUND - -,Dsp Large & Mid Cap Fund - -,dsplargemidcap,mid_cap,True
119219,DSP LARGE & MID CAP FUND - -,Dsp Large & Mid Cap Fund - -,dsplargemidcap,mid_cap,True
119249,DSP LARGE CAP FUND - -,Dsp Large Cap Fund - -,dsplargecap,large_cap,True
119250,DSP LARGE CAP FUND - -,Dsp Large Cap Fund - -,dsplargecap,large_cap,True
119287,TATA S&P BSE SENSEX INDEX FUND -,Tata S&P Bse Sensex Index Fund -,tataspbsesensexindex,index_fund,True
119288,TATA NIFTY 50 INDEX FUND -,Tata Nifty 50 Index Fund -,tatanifty50index,index_fund,True
119290,L&T FLEXICAP FUND- -,L&T Flexicap Fund- -,ltflexicap,multi_cap,True
119291,L&T FLEXICAP FUND- -,L&T Flexicap Fund- -,ltflexicap,multi_cap,True
119292,UNION FLEXI CAP FUND - -,Union Flexi Cap Fund - -,unionflexicap,multi_cap,True
119293,UNION FLEXI CAP FUND - -,Union Flexi Cap Fund - -,unionflexicap,multi_cap,True
119300,BANK OF INDIA LARGE & MID CAP FUND -,Bank Of India Large & Mid Cap Fund -,bankoflargemidcap,mid_cap,True
119308,L&T INDIA LARGE CAP FUND - -,L&T India Large Cap Fund - -,ltlargecap,large_cap,True
119313,BARODA MID CAP FUND- B ( )-,Baroda Mid Cap Fund- B ( )-,barodamidcapb,mid_cap,True
119314,L&T INDIA LARGE CAP FUND - -,L&T India Large Cap Fund - -,ltlargecap,large_cap,True
119346,BANK OF INDIA LARGE & MID CAP FUND -,Bank Of India Large & Mid Cap Fund -,bankoflargemidcap,mid_cap,True
119349,BANK OF INDIA LARGE & MID CAP FUND -,Bank Of India Large & Mid Cap Fund -,bankoflargemidcap,mid_cap,True
119350,BANK OF INDIA LARGE & MID CAP FUND -,Bank Of India Large & Mid Cap Fund -,bankoflargemidcap,mid_cap,True
119353,BARODA BNP PARIBAS MULTI CAP FUND - -,Baroda Bnp Paribas Multi Cap Fund - -,barodabnpparibasmulticap,multi_cap,True
119354,BARODA BNP PARIBAS MULTI CAP FUND - -,Baroda Bnp Paribas Multi Cap Fund - -,barodabnpparibasmulticap,multi_cap,True
119366,BARODA LARGE CAP FUND - B ( ) -,Baroda Large Cap Fund - B ( ) -,barodalargecapb,large_cap,True
119367,BARODA LARGE CAP FUND - B ( ) -,Baroda Large Cap Fund - B ( ) -,barodalargecapb,large_cap,True
119392,BARODA MID CAP FUND- B ( ) -,Baroda Mid Cap Fund- B ( ) -,barodamidcapb,mid_cap,True
119397,L&T LARGE AND MIDCAP FUND- -,L&T Large And Midcap Fund- -,ltlargeandmidcap,mid_cap,True
119398,L&T LARGE AND MIDCAP FUND- -,L&T Large And Midcap Fund- -,ltlargeandmidcap,mid_cap,True
119433,ADITYA BIRLA SUN LIFE LARGE & MID CAP FUND - -,Aditya Birla Sun Life Large & Mid Cap Fund - -,adityabirlasunlifelargemidcap,mid_cap,True
119436,ADITYA BIRLA SUN LIFE LARGE & MID CAP FUND - -,Aditya Birla Sun Life Large & Mid Cap Fund - -,adityabirlasunlifelargemidcap,mid_cap,True
119527,ADITYA BIRLA SUN LIFE LARGE CAP FUND- -,Aditya Birla Sun Life Large Cap Fund- -,adityabirlasunlifelargecap,large_cap,True
119528,ADITYA BIRLA SUN LIFE LARGE CAP FUND - -,Aditya Birla Sun Life Large Cap Fund - -,adityabirlasunlifelargecap,large_cap,True
119556,ADITYA BIRLA SUN LIFE SMALL CAP FUND - -,Aditya Birla Sun Life Small Cap Fund - -,adityabirlasunlifesmallcap,small_cap,True
119557,ADITYA BIRLA SUN LIFE SMALL CAP FUND - -,Aditya Birla Sun Life Small Cap Fund - -,adityabirlasunlifesmallcap,small_cap,True
119565,SUNDARAM LARGE AND MIDCAP - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Large And Midcap - Income Distribution Cum Capital Withdrawal ( ),sundaramlargeandmidcapincomedistributioncumcapitalwithdrawal,mid_cap,True
119566,SUNDARAM LARGE AND MIDCAP FUND -,Sundaram Large And Midcap Fund -,sundaramlargeandmidcap,mid_cap,True
119581,SUNDARAM MID CAP FUND -,Sundaram Mid Cap Fund -,sundarammidcap,mid_cap,True
119582,SUNDARAM MID CAP FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Mid Cap Fund - Income Distribution Cum Capital Withdrawal ( ),sundarammidcapincomedistributioncumcapitalwithdrawal,mid_cap,True
119585,SBI LARGE CAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sbi Large Cap Fund - - Income Distribution Cum Capital Withdrawal ( ),sbilargecapincomedistributioncumcapitalwithdrawal,large_cap,True
119588,SUNDARAM SMALL CAP FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sundaram Small Cap Fund - Income Distribution Cum Capital Withdrawal ( ),sundaramsmallcapincomedistributioncumcapitalwithdrawal,small_cap,True
119589,SUNDARAM SMALL CAP FUND -,Sundaram Small Cap Fund -,sundaramsmallcap,small_cap,True
119598,SBI LARGE CAP FUND- -,Sbi Large Cap Fund- -,sbilargecap,large_cap,True
119619,ADITYA BIRLA SUN LIFE MIDCAP FUND - -,Aditya Birla Sun Life Midcap Fund - -,adityabirlasunlifemidcap,mid_cap,True
119620,ADITYA BIRLA SUN LIFE MIDCAP FUND - -,Aditya Birla Sun Life Midcap Fund - -,adityabirlasunlifemidcap,mid_cap,True
119648,ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - -,Aditya Birla Sun Life Nifty 50 Index Fund - -,adityabirlasunlifenifty50index,index_fund,True
119649,ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - -,Aditya Birla Sun Life Nifty 50 Index Fund - -,adityabirlasunlifenifty50index,index_fund,True
119715,SBI MIDCAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sbi Midcap Fund - - Income Distribution Cum Capital Withdrawal ( ),sbimidcapincomedistributioncumcapitalwithdrawal,mid_cap,True
119716,SBI MIDCAP FUND - -,Sbi Midcap Fund - -,sbimidcap,mid_cap,True
119717,SBI FLEXICAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sbi Flexicap Fund - - Income Distribution Cum Capital Withdrawal ( ),sbiflexicapincomedistributioncumcapitalwithdrawal,multi_cap,True
119718,SBI FLEXICAP FUND - -,Sbi Flexicap Fund - -,sbiflexicap,multi_cap,True
119720,SBI LARGE & MIDCAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sbi Large & Midcap Fund - - Income Distribution Cum Capital Withdrawal ( ),sbilargemidcapincomedistributioncumcapitalwithdrawal,mid_cap,True
119721,SBI LARGE & MIDCAP FUND - -,Sbi Large & Midcap Fund - -,sbilargemidcap,mid_cap,True
119774,KOTAK MIDCAP FUND - - - & RE INVESTMENT OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Kotak Midcap Fund - - - & Re Investment Of Income Distribution Cum Capital Withdrawal,kotakmidcapreinvestmentofincomedistributioncumcapitalwithdrawal,mid_cap,True
119775,KOTAK MIDCAP FUND - -,Kotak Midcap Fund - -,kotakmidcap,mid_cap,True
119806,L&T MID CAP FUND- -,L&T Mid Cap Fund- -,ltmidcap,mid_cap,True
119807,L&T MID CAP FUND- -,L&T Mid Cap Fund- -,ltmidcap,mid_cap,True
119826,SBI NIFTY INDEX FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),Sbi Nifty Index Fund - - Income Distribution Cum Capital Withdrawal ( ),sbiniftyindexincomedistributioncumcapitalwithdrawal,index_fund,True
119827,SBI NIFTY INDEX FUND - -,Sbi Nifty Index Fund - -,sbiniftyindex,index_fund,True
119893,BNP PARIBAS LARGE CAP FUND - -,Bnp Paribas Large Cap Fund - -,bnpparibaslargecap,large_cap,True
119894,BNP PARIBAS LARGE CAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Bnp Paribas Large Cap Fund - - Income Distribution Cum Capital Withdrawal,bnpparibaslargecapincomedistributioncumcapitalwithdrawal,large_cap,True
119987,BNP PARIBAS MULTI CAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Bnp Paribas Multi Cap Fund - - Income Distribution Cum Capital Withdrawal,bnpparibasmulticapincomedistributioncumcapitalwithdrawal,multi_cap,True
119988,BNP PARIBAS MULTI CAP FUND - -,Bnp Paribas Multi Cap Fund - -,bnpparibasmulticap,multi_cap,True
120001,BNP PARIBAS MID CAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Bnp Paribas Mid Cap Fund - - Income Distribution Cum Capital Withdrawal,bnpparibasmidcapincomedistributioncumcapitalwithdrawal,mid_cap,True
120002,BNP PARIBAS MID CAP FUND - -,Bnp Paribas Mid Cap Fund - -,bnpparibasmidcap,mid_cap,True
120029,HSBC LARGE CAP FUND -,Hsbc Large Cap Fund -,hsbclargecap,large_cap,True
120030,HSBC LARGE CAP FUND -,Hsbc Large Cap Fund -,hsbclargecap,large_cap,True
120045,HSBC FLEXI CAP FUND -,Hsbc Flexi Cap Fund -,hsbcflexicap,multi_cap,True
120046,HSBC FLEXI CAP FUND -,Hsbc Flexi Cap Fund -,hsbcflexicap,multi_cap,True
120152,KOTAK LARGE CAP FUND - -,Kotak Large Cap Fund - -,kotaklargecap,large_cap,True
120153,KOTAK LARGE CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL -,Kotak Large Cap Fund - Of Income Distribution Cum Capital Withdrawal -,kotaklargecapofincomedistributioncumcapitalwithdrawal,large_cap,True
120157,KOTAK LARGE & MIDCAP FUND - -,Kotak Large & Midcap Fund - -,kotaklargemidcap,mid_cap,True
120158,KOTAK LARGE & MIDCAP FUND - -,Kotak Large & Midcap Fund - -,kotaklargemidcap,mid_cap,True
120163,KOTAK SMALL CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL -,Kotak Small Cap Fund - Of Income Distribution Cum Capital Withdrawal -,kotaksmallcapofincomedistributioncumcapitalwithdrawal,small_cap,True
120164,KOTAK SMALL CAP FUND - -,Kotak Small Cap Fund - -,kotaksmallcap,small_cap,True
120165,KOTAK FLEXICAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL -,Kotak Flexicap Fund - Of Income Distribution Cum Capital Withdrawal -,kotakflexicapofincomedistributioncumcapitalwithdrawal,multi_cap,True
120166,KOTAK FLEXICAP FUND - -,Kotak Flexicap Fund - -,kotakflexicap,multi_cap,True
120185,ICICI PRUDENTIAL US BLUECHIP EQUITY FUND - -,Icici Prudential Us Bluechip Equity Fund - -,iciciprudentialusbluechipequity,large_cap,True
120186,ICICI PRUDENTIAL US BLUECHIP EQUITY FUND - -,Icici Prudential Us Bluechip Equity Fund - -,iciciprudentialusbluechipequity,large_cap,True
120242,ICICI PRUDENTIAL MULTI SECTOR PASSIVE FOF - -,Icici Prudential Multi Sector Passive Fof - -,iciciprudentialmultisectorpassivefof,index_fund,True
120243,ICICI PRUDENTIAL MULTI SECTOR PASSIVE FOF - -,Icici Prudential Multi Sector Passive Fof - -,iciciprudentialmultisectorpassivefof,index_fund,True
120263,LIC MF FLEXI CAP FUND- -,Lic Mf Flexi Cap Fund- -,licmfflexicap,multi_cap,True
120264,LIC MF FLEXI CAP FUND- -,Lic Mf Flexi Cap Fund- -,licmfflexicap,multi_cap,True
120267,LIC MF LARGE CAP FUND- -,Lic Mf Large Cap Fund- -,licmflargecap,large_cap,True
120268,LIC MF LARGE CAP FUND- -,Lic Mf Large Cap Fund- -,licmflargecap,large_cap,True
120307,LIC MF NIFTY 50 INDEX FUND- -,Lic Mf Nifty 50 Index Fund- -,licmfnifty50index,index_fund,True
120308,LIC MF BSE SENSEX INDEX FUND- -,Lic Mf Bse Sensex Index Fund- -,licmfbsesensexindex,index_fund,True
120309,LIC MF NIFTY 50 INDEX FUND- -,Lic Mf Nifty 50 Index Fund- -,licmfnifty50index,index_fund,True
120312,LIC MF BSE SENSEX INDEX FUND- -,Lic Mf Bse Sensex Index Fund- -,licmfbsesensexindex,index_fund,True
120356,INVESCO INDIA LARGE & MID CAP FUND - - ( / ),Invesco India Large & Mid Cap Fund - - ( / ),invescolargemidcap,mid_cap,True
120357,INVESCO INDIA LARGE & MID CAP FUND - -,Invesco India Large & Mid Cap Fund - -,invescolargemidcap,mid_cap,True
120380,ICICI PRUDENTIAL MIDCAP FUND - -,Icici Prudential Midcap Fund - -,iciciprudentialmidcap,mid_cap,True
120381,ICICI PRUDENTIAL MIDCAP FUND - -,Icici Prudential Midcap Fund - -,iciciprudentialmidcap,mid_cap,True
120392,INVESCO INDIA LARGECAP FUND - -,Invesco India Largecap Fund - -,invescolargecap,large_cap,True
120393,INVESCO INDIA LARGECAP FUND - - ( / ),Invesco India Largecap Fund - - ( / ),invescolargecap,large_cap,True
120402,INVESCO INDIA MIDCAP FUND - - ( / ),Invesco India Midcap Fund - - ( / ),invescomidcap,mid_cap,True
120403,INVESCO INDIA MIDCAP FUND - -,Invesco India Midcap Fund - -,invescomidcap,mid_cap,True
120412,INVESCO INDIA MULTICAP FUND - - ( / ),Invesco India Multicap Fund - - ( / ),invescomulticap,multi_cap,True
120413,INVESCO INDIA MULTICAP FUND - -,Invesco India Multicap Fund - -,invescomulticap,multi_cap,True
120465,AXIS LARGE CAP FUND - -,Axis Large Cap Fund - -,axislargecap,large_cap,True
120466,AXIS LARGE CAP FUND - -,Axis Large Cap Fund - -,axislargecap,large_cap,True
120489,JM LARGE CAP FUND ( ) -,Jm Large Cap Fund ( ) -,jmlargecap,large_cap,True
120490,JM LARGE CAP FUND ( ) -,Jm Large Cap Fund ( ) -,jmlargecap,large_cap,True
120491,JM FLEXICAP FUND ( ) -,Jm Flexicap Fund ( ) -,jmflexicap,multi_cap,True
120492,JM FLEXICAP FUND ( ) -,Jm Flexicap Fund ( ) -,jmflexicap,multi_cap,True
120504,AXIS MIDCAP FUND - -,Axis Midcap Fund - -,axismidcap,mid_cap,True
120505,AXIS MIDCAP FUND - -,Axis Midcap Fund - -,axismidcap,mid_cap,True
120530,INVESCO INDIA GOLD ETF FUND OF FUND - - ( / ),Invesco India Gold Etf Fund Of Fund - - ( / ),invescogoldetfof,index_fund,True
120531,INVESCO INDIA GOLD ETF FUND OF FUND - -,Invesco India Gold Etf Fund Of Fund - -,invescogoldetfof,index_fund,True
120564,ADITYA BIRLA SUN LIFE FLEXI CAP FUND - -,Aditya Birla Sun Life Flexi Cap Fund - -,adityabirlasunlifeflexicap,multi_cap,True
120565,ADITYA BIRLA SUN LIFE FLEXI CAP FUND - -,Aditya Birla Sun Life Flexi Cap Fund - -,adityabirlasunlifeflexicap,multi_cap,True
