scheme_code,scheme_name,canonical_scheme_name,match_key,category
120264,LIC MF FLEXI CAP FUND- -,LIC MF FLEXI CAP FUND- -,licmfflexicap,multi_cap
120267,LIC MF LARGE CAP FUND- -,LIC MF LARGE CAP FUND- -,licmflargecap,large_cap
120268,LIC MF LARGE CAP FUND- -,LIC MF LARGE CAP FUND- -,licmflargecap,large_cap
120307,LIC MF NIFTY 50 INDEX FUND- -,LIC MF NIFTY 50 INDEX FUND- -,licmfnifty50index,index_fund
120308,LIC MF BSE SENSEX INDEX FUND- -,LIC MF BSE SENSEX INDEX FUND- -,licmfbsesensexindex,index_fund
120309,LIC MF NIFTY 50 INDEX FUND- -,LIC MF NIFTY 50 INDEX FUND- -,licmfnifty50index,index_fund
120312,LIC MF BSE SENSEX INDEX FUND- -,LIC MF BSE SENSEX INDEX FUND- -,licmfbsesensexindex,index_fund
120356,INVESCO INDIA LARGE & MID CAP FUND - - ( / ),INVESCO INDIA LARGE & MID CAP FUND - - ( / ),invescolargemidcap,mid_cap
120357,INVESCO INDIA LARGE & MID CAP FUND - -,INVESCO INDIA LARGE & MID CAP FUND - -,invescolargemidcap,mid_cap
120380,ICICI PRUDENTIAL MIDCAP FUND - -,ICICI PRUDENTIAL MIDCAP FUND - -,iciciprudentialmidcap,mid_cap
120381,ICICI PRUDENTIAL MIDCAP FUND - -,ICICI PRUDENTIAL MIDCAP FUND - -,iciciprudentialmidcap,mid_cap
120392,INVESCO INDIA LARGECAP FUND - -,INVESCO INDIA LARGECAP FUND - -,invescolargecap,large_cap
120393,INVESCO INDIA LARGECAP FUND - - ( / ),INVESCO INDIA LARGECAP FUND - - ( / ),invescolargecap,large_cap
120402,INVESCO INDIA MIDCAP FUND - - ( / ),INVESCO INDIA MIDCAP FUND - - ( / ),invescomidcap,mid_cap
120403,INVESCO INDIA MIDCAP FUND - -,INVESCO INDIA MIDCAP FUND - -,invescomidcap,mid_cap
120412,INVESCO INDIA MULTICAP FUND - - ( / ),INVESCO INDIA MULTICAP FUND - - ( / ),invescomulticap,multi_cap
120413,INVESCO INDIA MULTICAP FUND - -,INVESCO INDIA MULTICAP FUND - -,invescomulticap,multi_cap
120465,AXIS LARGE CAP FUND - -,AXIS LARGE CAP FUND - -,axislargecap,large_cap
120466,AXIS LARGE CAP FUND - -,AXIS LARGE CAP FUND - -,axislargecap,large_cap
120489,JM LARGE CAP FUND ( ) -,JM LARGE CAP FUND ( ) -,jmlargecap,large_cap
120490,JM LARGE CAP FUND ( ) -,JM LARGE CAP FUND ( ) -,jmlargecap,large_cap
120491,JM FLEXICAP FUND ( ) -,JM FLEXICAP FUND ( ) -,jmflexicap,multi_cap
120492,JM FLEXICAP FUND ( ) -,JM FLEXICAP FUND ( ) -,jmflexicap,multi_cap
120504,AXIS MIDCAP FUND - -,AXIS MIDCAP FUND - -,axismidcap,mid_cap
120505,AXIS MIDCAP FUND - -,AXIS MIDCAP FUND - -,axismidcap,mid_cap
120530,INVESCO INDIA GOLD ETF FUND OF FUND - - ( / ),INVESCO INDIA GOLD ETF FUND OF FUND - - ( / ),invescogoldetfof,index_fund
120531,INVESCO INDIA GOLD ETF FUND OF FUND - -,INVESCO INDIA GOLD ETF FUND OF FUND - -,invescogoldetfof,index_fund
120564,ADITYA BIRLA SUN LIFE FLEXI CAP FUND - -,ADITYA BIRLA SUN LIFE FLEXI CAP FUND - -,adityabirlasunlifeflexicap,multi_cap
120565,ADITYA BIRLA SUN LIFE FLEXI CAP FUND - -,ADITYA BIRLA SUN LIFE FLEXI CAP FUND - -,adityabirlasunlifeflexicap,multi_cap
120585,ICICI PRUDENTIAL LARGE CAP FUND (ERSTWHILE BLUECHIP FUND) - -,ICICI PRUDENTIAL LARGE CAP FUND (ERSTWHILE BLUECHIP FUND) - -,iciciprudentiallargecaperstwhilebluechip,large_cap
120586,ICICI PRUDENTIAL LARGE CAP FUND (ERSTWHILE BLUECHIP FUND) - -,ICICI PRUDENTIAL LARGE CAP FUND (ERSTWHILE BLUECHIP FUND) - -,iciciprudentiallargecaperstwhilebluechip,large_cap
120591,ICICI PRUDENTIAL SMALLCAP FUND - -,ICICI PRUDENTIAL SMALLCAP FUND - -,iciciprudentialsmallcap,small_cap
120596,ICICI PRUDENTIAL LARGE & MID CAP FUND - -,ICICI PRUDENTIAL LARGE & MID CAP FUND - -,iciciprudentiallargemidcap,mid_cap
120597,ICICI PRUDENTIAL LARGE & MID CAP FUND - -,ICICI PRUDENTIAL LARGE & MID CAP FUND - -,iciciprudentiallargemidcap,mid_cap
120598,ICICI PRUDENTIAL MULTICAP FUND - -,ICICI PRUDENTIAL MULTICAP FUND - -,iciciprudentialmulticap,multi_cap
120599,ICICI PRUDENTIAL MULTICAP FUND - -,ICICI PRUDENTIAL MULTICAP FUND - -,iciciprudentialmulticap,multi_cap
120620,ICICI PRUDENTIAL NIFTY 50 INDEX FUND - CUMULATIVE,ICICI PRUDENTIAL NIFTY 50 INDEX FUND - CUMULATIVE,iciciprudentialnifty50indexcumulative,index_fund
120656,UTI LARGE CAP FUND - -,UTI LARGE CAP FUND - -,utilargecap,large_cap
120657,UTI LARGE CAP FUND - -,UTI LARGE CAP FUND - -,utilargecap,large_cap
120662,UTI - FLEXI CAP FUND- -,UTI - FLEXI CAP FUND- -,utiflexicap,multi_cap
120663,UTI FLEXI CAP FUND - -,UTI FLEXI CAP FUND - -,utiflexicap,multi_cap
120664,UTI LARGE & MID CAP FUND - -,UTI LARGE & MID CAP FUND - -,utilargemidcap,mid_cap
120665,UTI LARGE & MID CAP FUND - -,UTI LARGE & MID CAP FUND - -,utilargemidcap,mid_cap
120683,ICICI PRUDENTIAL NIFTY NEXT 50 INDEX FUND - -,ICICI PRUDENTIAL NIFTY NEXT 50 INDEX FUND - -,iciciprudentialniftynext50index,index_fund
120684,ICICI PRUDENTIAL NIFTY NEXT 50 INDEX FUND - -,ICICI PRUDENTIAL NIFTY NEXT 50 INDEX FUND - -,iciciprudentialniftynext50index,index_fund
120716,UTI NIFTY 50 INDEX FUND - -,UTI NIFTY 50 INDEX FUND - -,utinifty50index,index_fund
120717,UTI NIFTY 50 INDEX FUND - -,UTI NIFTY 50 INDEX FUND - -,utinifty50index,index_fund
120726,UTI MID CAP FUND- -,UTI MID CAP FUND- -,utimidcap,mid_cap
120727,UTI MID CAP FUND - -,UTI MID CAP FUND - -,utimidcap,mid_cap
120822,QUANT MULTI CAP FUND- -,QUANT MULTI CAP FUND- -,quantmulticap,multi_cap
120823,QUANT MULTI CAP FUND- -,QUANT MULTI CAP FUND- -,quantmulticap,multi_cap
120824,QUANT LARGE & MID CAP FUND - -,QUANT LARGE & MID CAP FUND - -,quantlargemidcap,mid_cap
120825,QUANT LARGE & MID CAP FUND - -,QUANT LARGE & MID CAP FUND - -,quantlargemidcap,mid_cap
120826,QUANT LARGE & MID CAP FUND - -,QUANT LARGE & MID CAP FUND - -,quantlargemidcap,mid_cap
120827,QUANT SMALL CAP FUND - -,QUANT SMALL CAP FUND - -,quantsmallcap,small_cap
120828,QUANT SMALL CAP FUND - -,QUANT SMALL CAP FUND - -,quantsmallcap,small_cap
120840,QUANT MID CAP FUND - -,QUANT MID CAP FUND - -,quantmidcap,mid_cap
120841,QUANT MID CAP FUND - -,QUANT MID CAP FUND - -,quantmidcap,mid_cap
120842,QUANT FLEXI CAP FUND - -,QUANT FLEXI CAP FUND - -,quantflexicap,multi_cap
120843,QUANT FLEXI CAP FUND - -,QUANT FLEXI CAP FUND - -,quantflexicap,multi_cap
120870,ICICI PRUDENTIAL SMALLCAP FUND - -,ICICI PRUDENTIAL SMALLCAP FUND - -,iciciprudentialsmallcap,small_cap
121109,SBI BSE SENSEX ETF,SBI BSE SENSEX ETF,sbibsesensexetf,index_fund
121146,NIPPON INDIA ETF NIFTY 100,NIPPON INDIA ETF NIFTY 100,nipponetfnifty100,index_fund
121366,ICICI PRUDENTIAL NIFTY 50 ETF,ICICI PRUDENTIAL NIFTY 50 ETF,iciciprudentialnifty50etf,index_fund
122639,PARAG PARIKH FLEXI CAP FUND - -,PARAG PARIKH FLEXI CAP FUND - -,paragparikhflexicap,multi_cap
122640,PARAG PARIKH FLEXI CAP FUND - -,PARAG PARIKH FLEXI CAP FUND - -,paragparikhflexicap,multi_cap
123004,ICICI PRUDENTIAL NIFTY 100 ETF,ICICI PRUDENTIAL NIFTY 100 ETF,iciciprudentialnifty100etf,index_fund
125301,PGIM INDIA MIDCAP FUND - - -,PGIM INDIA MIDCAP FUND - - -,pgimmidcap,mid_cap
125305,PGIM INDIA MIDCAP FUND - -,PGIM INDIA MIDCAP FUND - -,pgimmidcap,mid_cap
125306,PGIM INDIA MIDCAP FUND - - -,PGIM INDIA MIDCAP FUND - - -,pgimmidcap,mid_cap
125307,PGIM INDIA MIDCAP FUND - -,PGIM INDIA MIDCAP FUND - -,pgimmidcap,mid_cap
125350,AXIS SMALL CAP FUND - -,AXIS SMALL CAP FUND - -,axissmallcap,small_cap
125351,AXIS SMALL CAP FUND - -,AXIS SMALL CAP FUND - -,axissmallcap,small_cap
125352,AXIS SMALL CAP FUND - -,AXIS SMALL CAP FUND - -,axissmallcap,small_cap
125354,AXIS SMALL CAP FUND - -,AXIS SMALL CAP FUND - -,axissmallcap,small_cap
125494,SBI SMALL CAP FUND - -,SBI SMALL CAP FUND - -,sbismallcap,small_cap
125495,SBI SMALL CAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),SBI SMALL CAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),sbismallcapincomedistributioncumcapitalwithdrawal,small_cap
125496,SBI SMALL CAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),SBI SMALL CAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),sbismallcapincomedistributioncumcapitalwithdrawal,small_cap
125497,SBI SMALL CAP FUND - -,SBI SMALL CAP FUND - -,sbismallcap,small_cap
127039,MOTILAL OSWAL MIDCAP FUND- -,MOTILAL OSWAL MIDCAP FUND- -,motilaloswalmidcap,mid_cap
127040,MOTILAL OSWAL MIDCAP FUND- - /,MOTILAL OSWAL MIDCAP FUND- - /,motilaloswalmidcap,mid_cap
127042,MOTILAL OSWAL MIDCAP FUND- -,MOTILAL OSWAL MIDCAP FUND- -,motilaloswalmidcap,mid_cap
127044,MOTILAL OSWAL MIDCAP FUND- - /,MOTILAL OSWAL MIDCAP FUND- - /,motilaloswalmidcap,mid_cap
128233,IDBI FLEXI CAP FUND -,IDBI FLEXI CAP FUND -,idbiflexicap,multi_cap
128234,IDBI FLEXI CAP FUND -,IDBI FLEXI CAP FUND -,idbiflexicap,multi_cap
128235,IDBI FLEXI CAP FUND,IDBI FLEXI CAP FUND,idbiflexicap,multi_cap
128236,IDBI FLEXI CAP FUND,IDBI FLEXI CAP FUND,idbiflexicap,multi_cap
128331,NIPPON INDIA ETF NIFTY INDIA CONSUMPTION,NIPPON INDIA ETF NIFTY INDIA CONSUMPTION,nipponetfniftyconsumption,index_fund
128639,NIPPON INDIA ETF NIFTY OPPORTUNITIES 50,NIPPON INDIA ETF NIFTY OPPORTUNITIES 50,nipponetfniftyopportunities50,index_fund
129046,MOTILAL OSWAL FLEXI CAP FUND -,MOTILAL OSWAL FLEXI CAP FUND -,motilaloswalflexicap,multi_cap
129047,MOTILAL OSWAL FLEXI CAP FUND - /,MOTILAL OSWAL FLEXI CAP FUND - /,motilaloswalflexicap,multi_cap
129048,MOTILAL OSWAL FLEXI CAP FUND -,MOTILAL OSWAL FLEXI CAP FUND -,motilaloswalflexicap,multi_cap
129049,MOTILAL OSWAL FLEXI CAP FUND - /,MOTILAL OSWAL FLEXI CAP FUND - /,motilaloswalflexicap,multi_cap
129646,UNION SMALL CAP FUND - -,UNION SMALL CAP FUND - -,unionsmallcap,small_cap
129647,UNION SMALL CAP FUND - -,UNION SMALL CAP FUND - -,unionsmallcap,small_cap
129648,UNION SMALL CAP FUND - -,UNION SMALL CAP FUND - -,unionsmallcap,small_cap
129649,UNION SMALL CAP FUND - -,UNION SMALL CAP FUND - -,unionsmallcap,small_cap
130496,HDFC LARGE AND MID CAP FUND -,HDFC LARGE AND MID CAP FUND -,hdfclargeandmidcap,mid_cap
130497,HDFC LARGE AND MID CAP FUND -,HDFC LARGE AND MID CAP FUND -,hdfclargeandmidcap,mid_cap
130498,HDFC LARGE AND MID CAP FUND - -,HDFC LARGE AND MID CAP FUND - -,hdfclargeandmidcap,mid_cap
130499,HDFC LARGE AND MID CAP FUND - -,HDFC LARGE AND MID CAP FUND - -,hdfclargeandmidcap,mid_cap
130501,HDFC SMALL CAP FUND -,HDFC SMALL CAP FUND -,hdfcsmallcap,small_cap
130502,HDFC SMALL CAP FUND -,HDFC SMALL CAP FUND -,hdfcsmallcap,small_cap
130503,HDFC SMALL CAP FUND - -,HDFC SMALL CAP FUND - -,hdfcsmallcap,small_cap
130504,HDFC SMALL CAP FUND - -,HDFC SMALL CAP FUND - -,hdfcsmallcap,small_cap
131331,NIPPON INDIA ETF BSE SENSEX,NIPPON INDIA ETF BSE SENSEX,nipponetfbsesensex,index_fund
133122,KOTAK NIFTY BANK ETF,KOTAK NIFTY BANK ETF,kotakniftybanketf,index_fund
133307,LIC MF NIFTY 8 13 YR G SEC ETF,LIC MF NIFTY 8 13 YR G SEC ETF,licmfnifty813yrgsecetf,index_fund
133709,LIC MF LARGE & MID CAP FUND- -,LIC MF LARGE & MID CAP FUND- -,licmflargemidcap,mid_cap
133710,LIC MF LARGE & MID CAP FUND- -,LIC MF LARGE & MID CAP FUND- -,licmflargemidcap,mid_cap
133711,LIC MF LARGE & MID CAP FUND- -,LIC MF LARGE & MID CAP FUND- -,licmflargemidcap,mid_cap
133712,LIC MF LARGE & MID CAP FUND- -,LIC MF LARGE & MID CAP FUND- -,licmflargemidcap,mid_cap
133836,PGIM INDIA FLEXI CAP FUND - -,PGIM INDIA FLEXI CAP FUND - -,pgimflexicap,multi_cap
133837,PGIM INDIA FLEXI CAP FUND - -,PGIM INDIA FLEXI CAP FUND - -,pgimflexicap,multi_cap
133838,PGIM INDIA FLEXI CAP FUND - -,PGIM INDIA FLEXI CAP FUND - -,pgimflexicap,multi_cap
133839,PGIM INDIA FLEXI CAP FUND - -,PGIM INDIA FLEXI CAP FUND - -,pgimflexicap,multi_cap
134008,SBI NIFTY BANK ETF,SBI NIFTY BANK ETF,sbiniftybanketf,index_fund
134013,SBI NIFTY NEXT 50 ETF,SBI NIFTY NEXT 50 ETF,sbiniftynext50etf,index_fund
134014,SBI BSE 100 ETF,SBI BSE 100 ETF,sbibse100etf,index_fund
134782,NIPPON INDIA ETF NIFTY 50 VALUE 20,NIPPON INDIA ETF NIFTY 50 VALUE 20,nipponetfnifty50value20,index_fund
134954,JM LARGE CAP FUND ( ) -,JM LARGE CAP FUND ( ) -,jmlargecap,large_cap
134955,JM LARGE CAP FUND ( ) - HALF YEARLY,JM LARGE CAP FUND ( ) - HALF YEARLY,jmlargecaphalfyearly,large_cap
134956,JM LARGE CAP FUND ( ) -,JM LARGE CAP FUND ( ) -,jmlargecap,large_cap
134957,JM LARGE CAP FUND ( ) - HALF YEARLY,JM LARGE CAP FUND ( ) - HALF YEARLY,jmlargecaphalfyearly,large_cap
134958,JM LARGE CAP FUND ( ) -,JM LARGE CAP FUND ( ) -,jmlargecap,large_cap
134959,JM LARGE CAP FUND ( ) -,JM LARGE CAP FUND ( ) -,jmlargecap,large_cap
134960,JM LARGE CAP FUND ( ) -,JM LARGE CAP FUND ( ) -,jmlargecap,large_cap
134961,JM LARGE CAP FUND ( ) -,JM LARGE CAP FUND ( ) -,jmlargecap,large_cap
135106,SBI NIFTY 50 ETF,SBI NIFTY 50 ETF,sbinifty50etf,index_fund
135320,UTI NIFTY 50 ETF,UTI NIFTY 50 ETF,utinifty50etf,index_fund
135321,UTI BSE SENSEX ETF,UTI BSE SENSEX ETF,utibsesensexetf,index_fund
135390,ICICI PRUDENTIAL NIFTY 50 INDEX FUND -,ICICI PRUDENTIAL NIFTY 50 INDEX FUND -,iciciprudentialnifty50index,index_fund
135391,ICICI PRUDENTIAL NIFTY 50 INDEX FUND -,ICICI PRUDENTIAL NIFTY 50 INDEX FUND -,iciciprudentialnifty50index,index_fund
135607,LIC MF NIFTY 50 ETF,LIC MF NIFTY 50 ETF,licmfnifty50etf,index_fund
135672,LIC MF BSE SENSEX ETF,LIC MF BSE SENSEX ETF,licmfbsesensexetf,index_fund
135677,NAVI LARGE & MIDCAP FUND- -,NAVI LARGE & MIDCAP FUND- -,navilargemidcap,mid_cap
135678,NAVI LARGE & MIDCAP FUND- -,NAVI LARGE & MIDCAP FUND- -,navilargemidcap,mid_cap
135679,NAVI LARGE & MIDCAP FUND - NORMAL,NAVI LARGE & MIDCAP FUND - NORMAL,navilargemidcapnormal,mid_cap
135680,NAVI LARGE & MIDCAP FUND - NORMAL,NAVI LARGE & MIDCAP FUND - NORMAL,navilargemidcapnormal,mid_cap
135744,KOTAK NIFTY 50 VALUE 20 ETF - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,KOTAK NIFTY 50 VALUE 20 ETF - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,kotaknifty50value20etfofincomedistributioncumcapitalwithdrawal,index_fund
135853,HDFC NIFTY 50 ETF -,HDFC NIFTY 50 ETF -,hdfcnifty50etf,index_fund
135854,HDFC BSE SENSEX ETF -,HDFC BSE SENSEX ETF -,hdfcbsesensexetf,index_fund
135859,EDELWEISS ETF - NIFTY BANK,EDELWEISS ETF - NIFTY BANK,edelweissetfniftybank,index_fund
136473,LIC MF NIFTY 100 ETF,LIC MF NIFTY 100 ETF,licmfnifty100etf,index_fund
138307,PGIM INDIA LARGE CAP FUND -,PGIM INDIA LARGE CAP FUND -,pgimlargecap,large_cap
138308,PGIM INDIA LARGE CAP FUND -,PGIM INDIA LARGE CAP FUND -,pgimlargecap,large_cap
138312,PGIM INDIA LARGE CAP FUND - -,PGIM INDIA LARGE CAP FUND - -,pgimlargecap,large_cap
138313,PGIM INDIA LARGE CAP FUND - -,PGIM INDIA LARGE CAP FUND - -,pgimlargecap,large_cap
139430,SBI NIFTY 10 YR BENCHMARK G SEC ETF,SBI NIFTY 10 YR BENCHMARK G SEC ETF,sbinifty10yrbenchmarkgsecetf,index_fund
139455,ICICI PRUDENTIAL NIFTY50 VALUE 20 ETF,ICICI PRUDENTIAL NIFTY50 VALUE 20 ETF,iciciprudentialnifty50value20etf,index_fund
139496,NIPPON INDIA ETF NIFTY 8 13 YR G SEC LONG TERM GILT,NIPPON INDIA ETF NIFTY 8 13 YR G SEC LONG TERM GILT,nipponetfnifty813yrgseclongtermgilt,index_fund
139519,ICICI PRUDENTIAL BSE MIDCAP SELECT ETF,ICICI PRUDENTIAL BSE MIDCAP SELECT ETF,iciciprudentialbsemidcapselectetf,index_fund
139527,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND -,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND -,bankofmidsmallcapequitydebt,small_cap
139528,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND -,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND -,bankofmidsmallcapequitydebt,small_cap
139529,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND -,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND -,bankofmidsmallcapequitydebt,small_cap
139530,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND -,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND -,bankofmidsmallcapequitydebt,small_cap
139581,ADITYA BIRLA SUN LIFE BSE SENSEX ETF,ADITYA BIRLA SUN LIFE BSE SENSEX ETF,adityabirlasunlifebsesensexetf,index_fund
139839,BANDHAN NIFTY 50 ETF,BANDHAN NIFTY 50 ETF,bandhannifty50etf,index_fund
139840,BANDHAN BSE SENSEX ETF,BANDHAN BSE SENSEX ETF,bandhanbsesensexetf,index_fund
140084,NIPPON INDIA ETF NIFTY 50 BEES,NIPPON INDIA ETF NIFTY 50 BEES,nipponetfnifty50bees,index_fund
140085,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES,nipponetfniftynext50juniorbees,index_fund
140086,NIPPON INDIA ETF NIFTY 1D RATE LIQUID BEES - DAILY,NIPPON INDIA ETF NIFTY 1D RATE LIQUID BEES - DAILY,nipponetfnifty1drateliquidbeesdaily,index_fund
140087,NIPPON INDIA ETF NIFTY BANK BEES,NIPPON INDIA ETF NIFTY BANK BEES,nipponetfniftybankbees,index_fund
140088,NIPPON INDIA ETF GOLD BEES,NIPPON INDIA ETF GOLD BEES,nipponetfgoldbees,index_fund
140089,NIPPON INDIA ETF NIFTY PSU BANK BEES,NIPPON INDIA ETF NIFTY PSU BANK BEES,nipponetfniftypsubankbees,index_fund
140094,NIPPON INDIA ETF NIFTY 50 SHARIAH BEES,NIPPON INDIA ETF NIFTY 50 SHARIAH BEES,nipponetfnifty50shariahbees,index_fund
140095,NIPPON INDIA ETF HANG SENG BEES,NIPPON INDIA ETF HANG SENG BEES,nipponetfhangsengbees,index_fund
140102,NIPPON INDIA ETF NIFTY INFRASTRUCTURE BEES,NIPPON INDIA ETF NIFTY INFRASTRUCTURE BEES,nipponetfniftyinfrastructurebees,index_fund
140107,CPSE ETF,CPSE ETF,cpseetf,index_fund
140172,EDELWEISS LARGE & MID CAP FUND - -,EDELWEISS LARGE & MID CAP FUND - -,edelweisslargemidcap,mid_cap
140173,EDELWEISS LARGE AND MID CAP FUND - -,EDELWEISS LARGE AND MID CAP FUND - -,edelweisslargeandmidcap,mid_cap
140174,EDELWEISS LARGE AND MID CAP FUND - -,EDELWEISS LARGE AND MID CAP FUND - -,edelweisslargeandmidcap,mid_cap
140175,EDELWEISS LARGE & MID CAP FUND - -,EDELWEISS LARGE & MID CAP FUND - -,edelweisslargemidcap,mid_cap
140225,EDELWEISS MID CAP FUND - -,EDELWEISS MID CAP FUND - -,edelweissmidcap,mid_cap
140226,EDELWEISS MID CAP FUND - -,EDELWEISS MID CAP FUND - -,edelweissmidcap,mid_cap
140227,EDELWEISS MID CAP FUND - -,EDELWEISS MID CAP FUND - -,edelweissmidcap,mid_cap
140228,EDELWEISS MID CAP FUND - -,EDELWEISS MID CAP FUND - -,edelweissmidcap,mid_cap
140353,EDELWEISS FLEXI CAP FUND - -,EDELWEISS FLEXI CAP FUND - -,edelweissflexicap,multi_cap
140354,EDELWEISS FLEXI CAP FUND - -,EDELWEISS FLEXI CAP FUND - -,edelweissflexicap,multi_cap
140355,EDELWEISS FLEXI CAP FUND - -,EDELWEISS FLEXI CAP FUND - -,edelweissflexicap,multi_cap
140356,EDELWEISS FLEXI CAP FUND - -,EDELWEISS FLEXI CAP FUND - -,edelweissflexicap,multi_cap
140809,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),growwlargecapformerlyknownasindiabullsbluechipincomedistributioncumcapitalwithdrawal,large_cap
140810,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),growwlargecapformerlyknownasindiabullsbluechipincomedistributioncumcapitalwithdrawal,large_cap
140811,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),growwlargecapformerlyknownasindiabullsbluechipincomedistributioncumcapitalwithdrawal,large_cap
140812,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),growwlargecapformerlyknownasindiabullsbluechipincomedistributioncumcapitalwithdrawal,large_cap
140813,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - HALF YEARLY - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - HALF YEARLY - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),growwlargecapformerlyknownasindiabullsbluechiphalfyearlyincomedistributioncumcapitalwithdrawal,large_cap
140814,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - HALF YEARLY -INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - HALF YEARLY -INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),growwlargecapformerlyknownasindiabullsbluechiphalfyearlyincomedistributioncumcapitalwithdrawal,large_cap
141223,MAHINDRA MANULIFE MULTI CAP FUND - -,MAHINDRA MANULIFE MULTI CAP FUND - -,mahindramanulifemulticap,multi_cap
141224,MAHINDRA MANULIFE MULTI CAP FUND - -,MAHINDRA MANULIFE MULTI CAP FUND - -,mahindramanulifemulticap,multi_cap
141225,MAHINDRA MANULIFE MULTI CAP FUND - -,MAHINDRA MANULIFE MULTI CAP FUND - -,mahindramanulifemulticap,multi_cap
141226,MAHINDRA MANULIFE MULTI CAP FUND - -,MAHINDRA MANULIFE MULTI CAP FUND - -,mahindramanulifemulticap,multi_cap
141247,UNION LARGECAP FUND - -,UNION LARGECAP FUND - -,unionlargecap,large_cap
141248,UNION LARGECAP FUND - -,UNION LARGECAP FUND - -,unionlargecap,large_cap
141249,UNION LARGECAP FUND - -,UNION LARGECAP FUND - -,unionlargecap,large_cap
141250,UNION LARGECAP FUND - -,UNION LARGECAP FUND - -,unionlargecap,large_cap
141411,NAVI LARGE & MIDCAP FUND -,NAVI LARGE & MIDCAP FUND -,navilargemidcap,mid_cap
141414,NAVI LARGE & MIDCAP FUND -,NAVI LARGE & MIDCAP FUND -,navilargemidcap,mid_cap
141415,NAVI LARGE & MIDCAP FUND - HALF YEARLY,NAVI LARGE & MIDCAP FUND - HALF YEARLY,navilargemidcaphalfyearly,mid_cap
141545,AXIS NIFTY 50 ETF,AXIS NIFTY 50 ETF,axisnifty50etf,index_fund
141596,ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF,ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF,iciciprudentialnifty100lowvolatility30etf,index_fund
141665,UTI NIFTY NEXT 50 EXCHANGE TRADED FUND,UTI NIFTY NEXT 50 EXCHANGE TRADED FUND,utiniftynext50exchangetraded,index_fund
141839,ICICI PRUDENTIAL BSE SENSEX INDEX FUND - CUMULATIVE,ICICI PRUDENTIAL BSE SENSEX INDEX FUND - CUMULATIVE,iciciprudentialbsesensexindexcumulative,index_fund
