scheme_code,scheme_name,canonical_scheme_name,match_key,category
113269,NIPPON INDIA INDEX FUND - BSE SENSEX - -,NIPPON INDIA INDEX FUND - BSE SENSEX - -,nipponindexbsesensex,index_fund
113270,NIPPON INDIA INDEX FUND - BSE SENSEX - -,NIPPON INDIA INDEX FUND - BSE SENSEX - -,nipponindexbsesensex,index_fund
113271,NIPPON INDIA INDEX FUND - BSE SENSEX - -,NIPPON INDIA INDEX FUND - BSE SENSEX - -,nipponindexbsesensex,index_fund
113294,NIPPON INDIA INDEX FUND - BSE SENSEX - HALF YEARLY -,NIPPON INDIA INDEX FUND - BSE SENSEX - HALF YEARLY -,nipponindexbsesensexhalfyearly,index_fund
113295,NIPPON INDIA INDEX FUND - BSE SENSEX - -,NIPPON INDIA INDEX FUND - BSE SENSEX - -,nipponindexbsesensex,index_fund
113296,NIPPON INDIA INDEX FUND - NIFTY 50 - -,NIPPON INDIA INDEX FUND - NIFTY 50 - -,nipponindexnifty50,index_fund
113297,NIPPON INDIA INDEX FUND - NIFTY 50 - -,NIPPON INDIA INDEX FUND - NIFTY 50 - -,nipponindexnifty50,index_fund
113298,NIPPON INDIA INDEX FUND - NIFTY 50 - -,NIPPON INDIA INDEX FUND - NIFTY 50 - -,nipponindexnifty50,index_fund
113299,NIPPON INDIA INDEX FUND - NIFTY 50 - HALF YEARLY -,NIPPON INDIA INDEX FUND - NIFTY 50 - HALF YEARLY -,nipponindexnifty50halfyearly,index_fund
113300,NIPPON INDIA INDEX FUND - NIFTY 50 - -,NIPPON INDIA INDEX FUND - NIFTY 50 - -,nipponindexnifty50,index_fund
113434,AXIS GOLD ETF,AXIS GOLD ETF,axisgoldetf,index_fund
114456,MOTILAL OSWAL NIFTY MIDCAP 100 ETF,MOTILAL OSWAL NIFTY MIDCAP 100 ETF,motilaloswalniftymidcap100etf,index_fund
114457,KOTAK LARGE CAP FUND - OF INCOME DISTRIBUTION CUMCAPITAL WITHDRAWAL,KOTAK LARGE CAP FUND - OF INCOME DISTRIBUTION CUMCAPITAL WITHDRAWAL,kotaklargecapofincomedistributioncumcapitalwithdrawal,large_cap
114458,KOTAK LARGE CAP FUND -,KOTAK LARGE CAP FUND -,kotaklargecap,large_cap
114564,AXIS MIDCAP FUND - -,AXIS MIDCAP FUND - -,axismidcap,mid_cap
114565,AXIS MIDCAP FUND - -,AXIS MIDCAP FUND - -,axismidcap,mid_cap
114984,MOTILAL OSWAL NASDAQ 100 ETF (MOFN100),MOTILAL OSWAL NASDAQ 100 ETF (MOFN100),motilaloswalnasdaq100etfmofn100,index_fund
115127,ADITYA BIRLA SUN LIFE GOLD ETF,ADITYA BIRLA SUN LIFE GOLD ETF,adityabirlasunlifegoldetf,index_fund
115270,UNION FLEXI CAP FUND -,UNION FLEXI CAP FUND -,unionflexicap,multi_cap
115284,INVESCO INDIA NIFTY 50 EXCHANGE TRADED FUND,INVESCO INDIA NIFTY 50 EXCHANGE TRADED FUND,invesconifty50exchangetraded,index_fund
115290,UNION FLEXI CAP FUND -,UNION FLEXI CAP FUND -,unionflexicap,multi_cap
115512,ADITYA BIRLA SUN LIFE NIFTY 50 ETF,ADITYA BIRLA SUN LIFE NIFTY 50 ETF,adityabirlasunlifenifty50etf,index_fund
115934,HDFC GOLD ETF FUND OF FUND -,HDFC GOLD ETF FUND OF FUND -,hdfcgoldetfof,index_fund
116075,INVESCO INDIA GOLD ETF FUND OF FUND - - ( / ),INVESCO INDIA GOLD ETF FUND OF FUND - - ( / ),invescogoldetfof,index_fund
116077,INVESCO INDIA GOLD ETF FUND OF FUND - -,INVESCO INDIA GOLD ETF FUND OF FUND - -,invescogoldetfof,index_fund
116547,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUE CHIP FUND) - -,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUE CHIP FUND) - -,growwlargecapformerlyknownasindiabullsbluechip,large_cap
116548,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),growwlargecapformerlyknownasindiabullsbluechipincomedistributioncumcapitalwithdrawal,large_cap
117619,ICICI PRUDENTIAL US BLUECHIP EQUITY FUND -,ICICI PRUDENTIAL US BLUECHIP EQUITY FUND -,iciciprudentialusbluechipequity,large_cap
117620,ICICI PRUDENTIAL US BLUECHIP EQUITY FUND -,ICICI PRUDENTIAL US BLUECHIP EQUITY FUND -,iciciprudentialusbluechipequity,large_cap
118269,CANARA ROBECO LARGE CAP FUND - -,CANARA ROBECO LARGE CAP FUND - -,canararobecolargecap,large_cap
118270,CANARA ROBECO LARGE CAP FUND - - ( / ),CANARA ROBECO LARGE CAP FUND - - ( / ),canararobecolargecap,large_cap
118275,CANARA ROBECO FLEXICAP FUND - -,CANARA ROBECO FLEXICAP FUND - -,canararobecoflexicap,multi_cap
118276,CANARA ROBECO FLEXICAP FUND - - ( / ),CANARA ROBECO FLEXICAP FUND - - ( / ),canararobecoflexicap,multi_cap
118277,CANARA ROBECO LARGE AND MID CAP FUND - - ( / ),CANARA ROBECO LARGE AND MID CAP FUND - - ( / ),canararobecolargeandmidcap,mid_cap
118278,CANARA ROBECO LARGE AND MID CAP FUND - -,CANARA ROBECO LARGE AND MID CAP FUND - -,canararobecolargeandmidcap,mid_cap
118347,IDBI NIFTY 50 INDEX FUND,IDBI NIFTY 50 INDEX FUND,idbinifty50index,index_fund
118348,IDBI NIFTY NEXT 50 INDEX FUND,IDBI NIFTY NEXT 50 INDEX FUND,idbiniftynext50index,index_fund
118419,BANDHAN LARGE & MID CAP FUND - -,BANDHAN LARGE & MID CAP FUND - -,bandhanlargemidcap,mid_cap
118420,BANDHAN LARGE & MID CAP FUND - -,BANDHAN LARGE & MID CAP FUND - -,bandhanlargemidcap,mid_cap
118423,BANDHAN FLEXI CAP FUND- -,BANDHAN FLEXI CAP FUND- -,bandhanflexicap,multi_cap
118424,BANDHAN FLEXI CAP FUND- -,BANDHAN FLEXI CAP FUND- -,bandhanflexicap,multi_cap
118455,IDBI NIFTY 50 INDEX FUND,IDBI NIFTY 50 INDEX FUND,idbinifty50index,index_fund
118456,IDBI NIFTY NEXT 50 INDEX FUND,IDBI NIFTY NEXT 50 INDEX FUND,idbiniftynext50index,index_fund
118462,FRANKLIN INDIA LARGE CAP FUND - -,FRANKLIN INDIA LARGE CAP FUND - -,franklinlargecap,large_cap
118478,BANDHAN LARGE CAP FUND- -,BANDHAN LARGE CAP FUND- -,bandhanlargecap,large_cap
118479,BANDHAN LARGE CAP FUND- -,BANDHAN LARGE CAP FUND- -,bandhanlargecap,large_cap
118482,BANDHAN NIFTY 50 INDEX FUND- -,BANDHAN NIFTY 50 INDEX FUND- -,bandhannifty50index,index_fund
118483,BANDHAN NIFTY 50 INDEX FUND- -,BANDHAN NIFTY 50 INDEX FUND- -,bandhannifty50index,index_fund
118484,BANDHAN AGGRESSIVE HYBRID PASSIVE FOF - -,BANDHAN AGGRESSIVE HYBRID PASSIVE FOF - -,bandhanaggressivehybridpassivefof,index_fund
118485,BANDHAN AGGRESSIVE HYBRID PASSIVE FOF - -,BANDHAN AGGRESSIVE HYBRID PASSIVE FOF - -,bandhanaggressivehybridpassivefof,index_fund
118486,BANDHAN CONSERVATIVE HYBRID PASSIVE FOF - -,BANDHAN CONSERVATIVE HYBRID PASSIVE FOF - -,bandhanconservativehybridpassivefof,index_fund
118487,BANDHAN CONSERVATIVE HYBRID PASSIVE FOF - -,BANDHAN CONSERVATIVE HYBRID PASSIVE FOF - -,bandhanconservativehybridpassivefof,index_fund
118488,BANDHAN MULTI ASSET PASSIVE FOF - -,BANDHAN MULTI ASSET PASSIVE FOF - -,bandhanmultiassetpassivefof,index_fund
118489,BANDHAN MULTI ASSET PASSIVE FOF - -,BANDHAN MULTI ASSET PASSIVE FOF - -,bandhanmultiassetpassivefof,index_fund
118509,FRANKLIN INDIA LARGE & MID CAP FUND - -,FRANKLIN INDIA LARGE & MID CAP FUND - -,franklinlargemidcap,mid_cap
118510,FRANKLIN INDIA LARGE & MID CAP FUND - -,FRANKLIN INDIA LARGE & MID CAP FUND - -,franklinlargemidcap,mid_cap
118524,FRANKLIN INDIA SMALL CAP FUND - -,FRANKLIN INDIA SMALL CAP FUND - -,franklinsmallcap,small_cap
118525,FRANKLIN INDIA SMALL CAP FUND - -,FRANKLIN INDIA SMALL CAP FUND - -,franklinsmallcap,small_cap
118531,FRANKLIN INDIA LARGE CAP FUND- -,FRANKLIN INDIA LARGE CAP FUND- -,franklinlargecap,large_cap
118532,FRANKLIN INDIA MID CAP FUND - -,FRANKLIN INDIA MID CAP FUND - -,franklinmidcap,mid_cap
118533,FRANKLIN INDIA MID CAP FUND - -,FRANKLIN INDIA MID CAP FUND - -,franklinmidcap,mid_cap
118534,FRANKLIN INDIA FLEXI CAP FUND - -,FRANKLIN INDIA FLEXI CAP FUND - -,franklinflexicap,multi_cap
118535,FRANKLIN INDIA FLEXI CAP FUND - -,FRANKLIN INDIA FLEXI CAP FUND - -,franklinflexicap,multi_cap
118580,FRANKLIN INDIA INDEX FUND- NSE NIFTY 50 INDEX FUND - -,FRANKLIN INDIA INDEX FUND- NSE NIFTY 50 INDEX FUND - -,franklinindexnsenifty50index,index_fund
118581,FRANKLIN INDIA INDEX FUND- NSE NIFTY 50 INDEX FUND- -,FRANKLIN INDIA INDEX FUND- NSE NIFTY 50 INDEX FUND- -,franklinindexnsenifty50index,index_fund
118616,EDELWEISS LARGE CAP FUND - -,EDELWEISS LARGE CAP FUND - -,edelweisslargecap,large_cap
118617,EDELWEISS LARGE CAP FUND - -,EDELWEISS LARGE CAP FUND - -,edelweisslargecap,large_cap
118632,NIPPON INDIA LARGE CAP FUND - -,NIPPON INDIA LARGE CAP FUND - -,nipponlargecap,large_cap
118633,NIPPON INDIA LARGE CAP FUND - -,NIPPON INDIA LARGE CAP FUND - -,nipponlargecap,large_cap
118634,NIPPON INDIA LARGE CAP FUND - -,NIPPON INDIA LARGE CAP FUND - -,nipponlargecap,large_cap
118650,NIPPON INDIA MULTI CAP FUND - -,NIPPON INDIA MULTI CAP FUND - -,nipponmulticap,multi_cap
118651,NIPPON INDIA MULTI CAP FUND - -,NIPPON INDIA MULTI CAP FUND - -,nipponmulticap,multi_cap
118652,NIPPON INDIA MULTI CAP FUND - -,NIPPON INDIA MULTI CAP FUND - -,nipponmulticap,multi_cap
118665,NIPPON INDIA MID CAP FUND - -,NIPPON INDIA MID CAP FUND - -,nipponmidcap,mid_cap
118666,NIPPON INDIA MID CAP FUND - -,NIPPON INDIA MID CAP FUND - -,nipponmidcap,mid_cap
118668,NIPPON INDIA MID CAP FUND - -,NIPPON INDIA MID CAP FUND - -,nipponmidcap,mid_cap
118675,NIPPON INDIA VISION LARGE & MID CAP FUND - -,NIPPON INDIA VISION LARGE & MID CAP FUND - -,nipponvisionlargemidcap,mid_cap
118676,NIPPON INDIA VISION LARGE & MID CAP FUND - -,NIPPON INDIA VISION LARGE & MID CAP FUND - -,nipponvisionlargemidcap,mid_cap
118678,NIPPON INDIA VISION LARGE & MID CAP FUND - -,NIPPON INDIA VISION LARGE & MID CAP FUND - -,nipponvisionlargemidcap,mid_cap
118740,NIPPON INDIA INDEX FUND - NIFTY 50 - - -,NIPPON INDIA INDEX FUND - NIFTY 50 - - -,nipponindexnifty50,index_fund
118741,NIPPON INDIA INDEX FUND - NIFTY 50 - -,NIPPON INDIA INDEX FUND - NIFTY 50 - -,nipponindexnifty50,index_fund
118742,NIPPON INDIA INDEX FUND - NIFTY 50 - -,NIPPON INDIA INDEX FUND - NIFTY 50 - -,nipponindexnifty50,index_fund
118743,NIPPON INDIA INDEX FUND - NIFTY 50 - - -,NIPPON INDIA INDEX FUND - NIFTY 50 - - -,nipponindexnifty50,index_fund
118745,NIPPON INDIA INDEX FUND - NIFTY 50 - - HALF YEARLY -,NIPPON INDIA INDEX FUND - NIFTY 50 - - HALF YEARLY -,nipponindexnifty50halfyearly,index_fund
118775,NIPPON INDIA SMALL CAP FUND - -,NIPPON INDIA SMALL CAP FUND - -,nipponsmallcap,small_cap
118777,NIPPON INDIA SMALL CAP FUND - -,NIPPON INDIA SMALL CAP FUND - -,nipponsmallcap,small_cap
118778,NIPPON INDIA SMALL CAP FUND - -,NIPPON INDIA SMALL CAP FUND - -,nipponsmallcap,small_cap
118785,NIPPON INDIA INDEX FUND - BSE SENSEX - -,NIPPON INDIA INDEX FUND - BSE SENSEX - -,nipponindexbsesensex,index_fund
118786,NIPPON INDIA INDEX FUND - BSE SENSEX - - -,NIPPON INDIA INDEX FUND - BSE SENSEX - - -,nipponindexbsesensex,index_fund
118788,NIPPON INDIA INDEX FUND - BSE SENSEX - - HALF YEARLY -,NIPPON INDIA INDEX FUND - BSE SENSEX - - HALF YEARLY -,nipponindexbsesensexhalfyearly,index_fund
118790,NIPPON INDIA INDEX FUND - BSE SENSEX - - -,NIPPON INDIA INDEX FUND - BSE SENSEX - - -,nipponindexbsesensex,index_fund
118791,NIPPON INDIA INDEX FUND - BSE SENSEX - -,NIPPON INDIA INDEX FUND - BSE SENSEX - -,nipponindexbsesensex,index_fund
118825,MIRAE ASSET LARGE CAP FUND - -,MIRAE ASSET LARGE CAP FUND - -,miraeassetlargecap,large_cap
118826,MIRAE ASSET LARGE CAP FUND,MIRAE ASSET LARGE CAP FUND,miraeassetlargecap,large_cap
118834,MIRAE ASSET LARGE & MIDCAP FUND - -,MIRAE ASSET LARGE & MIDCAP FUND - -,miraeassetlargemidcap,mid_cap
118835,MIRAE ASSET LARGE & MIDCAP FUND - -,MIRAE ASSET LARGE & MIDCAP FUND - -,miraeassetlargemidcap,mid_cap
118870,TAURUS LARGE CAP FUND - -,TAURUS LARGE CAP FUND - -,tauruslargecap,large_cap
118871,TAURUS LARGE CAP FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,TAURUS LARGE CAP FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,tauruslargecapofincomedistributioncumcapitalwithdrawal,large_cap
118872,TAURUS MID CAP FUND - -,TAURUS MID CAP FUND - -,taurusmidcap,mid_cap
118873,TAURUS MID CAP FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,TAURUS MID CAP FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,taurusmidcapofincomedistributioncumcapitalwithdrawal,mid_cap
118881,TAURUS NIFTY 50 INDEX FUND - -,TAURUS NIFTY 50 INDEX FUND - -,taurusnifty50index,index_fund
118882,TAURUS NIFTY 50 INDEX FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,TAURUS NIFTY 50 INDEX FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,taurusnifty50indexofincomedistributioncumcapitalwithdrawal,index_fund
118883,TAURUS FLEXI CAP FUND - -,TAURUS FLEXI CAP FUND - -,taurusflexicap,multi_cap
118884,TAURUS FLEXI CAP FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,TAURUS FLEXI CAP FUND - - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,taurusflexicapofincomedistributioncumcapitalwithdrawal,multi_cap
118954,HDFC FLEXI CAP FUND - -,HDFC FLEXI CAP FUND - -,hdfcflexicap,multi_cap
118955,HDFC FLEXI CAP FUND - -,HDFC FLEXI CAP FUND - -,hdfcflexicap,multi_cap
118988,HDFC MID CAP FUND - -,HDFC MID CAP FUND - -,hdfcmidcap,mid_cap
118989,HDFC MID CAP FUND - -,HDFC MID CAP FUND - -,hdfcmidcap,mid_cap
119017,HDFC LARGE CAP FUND - -,HDFC LARGE CAP FUND - -,hdfclargecap,large_cap
119018,HDFC LARGE CAP FUND - -,HDFC LARGE CAP FUND - -,hdfclargecap,large_cap
119063,HDFC NIFTY 50 INDEX FUND -,HDFC NIFTY 50 INDEX FUND -,hdfcnifty50index,index_fund
119065,HDFC BSE SENSEX INDEX FUND -,HDFC BSE SENSEX INDEX FUND -,hdfcbsesensexindex,index_fund
119070,DSP MIDCAP FUND - -,DSP MIDCAP FUND - -,dspmidcap,mid_cap
119071,DSP MIDCAP FUND - -,DSP MIDCAP FUND - -,dspmidcap,mid_cap
119076,DSP FLEXI CAP FUND - -,DSP FLEXI CAP FUND - -,dspflexicap,multi_cap
119077,DSP FLEXI CAP FUND - -,DSP FLEXI CAP FUND - -,dspflexicap,multi_cap
119132,HDFC GOLD ETF FUND OF FUND -,HDFC GOLD ETF FUND OF FUND -,hdfcgoldetfof,index_fund
119133,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUE CHIP FUND) - -,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUE CHIP FUND) - -,growwlargecapformerlyknownasindiabullsbluechip,large_cap
119134,GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),GROWW LARGECAP FUND (FORMERLY KNOWN AS INDIABULLS BLUECHIP FUND)- - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( & ),growwlargecapformerlyknownasindiabullsbluechipincomedistributioncumcapitalwithdrawal,large_cap
119159,TATA LARGE CAP FUND- - OF,TATA LARGE CAP FUND- - OF,tatalargecapof,large_cap
119160,TATA LARGE CAP FUND -,TATA LARGE CAP FUND -,tatalargecap,large_cap
119177,TATA MID CAP FUND - -,TATA MID CAP FUND - -,tatamidcap,mid_cap
119178,TATA MID CAP FUND - -,TATA MID CAP FUND - -,tatamidcap,mid_cap
119201,TATA LARGE & MID CAP FUND - OF,TATA LARGE & MID CAP FUND - OF,tatalargemidcapof,mid_cap
119202,TATA LARGE & MID CAP FUND - -,TATA LARGE & MID CAP FUND - -,tatalargemidcap,mid_cap
119212,DSP SMALL CAP FUND - -,DSP SMALL CAP FUND - -,dspsmallcap,small_cap
119213,DSP SMALL CAP FUND - -,DSP SMALL CAP FUND - -,dspsmallcap,small_cap
119218,DSP LARGE & MID CAP FUND - -,DSP LARGE & MID CAP FUND - -,dsplargemidcap,mid_cap
119219,DSP LARGE & MID CAP FUND - -,DSP LARGE & MID CAP FUND - -,dsplargemidcap,mid_cap
119249,DSP LARGE CAP FUND - -,DSP LARGE CAP FUND - -,dsplargecap,large_cap
119250,DSP LARGE CAP FUND - -,DSP LARGE CAP FUND - -,dsplargecap,large_cap
119287,TATA S&P BSE SENSEX INDEX FUND -,TATA S&P BSE SENSEX INDEX FUND -,tataspbsesensexindex,index_fund
119288,TATA NIFTY 50 INDEX FUND -,TATA NIFTY 50 INDEX FUND -,tatanifty50index,index_fund
119292,UNION FLEXI CAP FUND - -,UNION FLEXI CAP FUND - -,unionflexicap,multi_cap
119293,UNION FLEXI CAP FUND - -,UNION FLEXI CAP FUND - -,unionflexicap,multi_cap
119300,BANK OF INDIA LARGE & MID CAP FUND -,BANK OF INDIA LARGE & MID CAP FUND -,bankoflargemidcap,mid_cap
119346,BANK OF INDIA LARGE & MID CAP FUND -,BANK OF INDIA LARGE & MID CAP FUND -,bankoflargemidcap,mid_cap
119349,BANK OF INDIA LARGE & MID CAP FUND -,BANK OF INDIA LARGE & MID CAP FUND -,bankoflargemidcap,mid_cap
119350,BANK OF INDIA LARGE & MID CAP FUND -,BANK OF INDIA LARGE & MID CAP FUND -,bankoflargemidcap,mid_cap
119353,BARODA BNP PARIBAS MULTI CAP FUND - -,BARODA BNP PARIBAS MULTI CAP FUND - -,barodabnpparibasmulticap,multi_cap
119354,BARODA BNP PARIBAS MULTI CAP FUND - -,BARODA BNP PARIBAS MULTI CAP FUND - -,barodabnpparibasmulticap,multi_cap
119433,ADITYA BIRLA SUN LIFE LARGE & MID CAP FUND - -,ADITYA BIRLA SUN LIFE LARGE & MID CAP FUND - -,adityabirlasunlifelargemidcap,mid_cap
119436,ADITYA BIRLA SUN LIFE LARGE & MID CAP FUND - -,ADITYA BIRLA SUN LIFE LARGE & MID CAP FUND - -,adityabirlasunlifelargemidcap,mid_cap
119527,ADITYA BIRLA SUN LIFE LARGE CAP FUND- -,ADITYA BIRLA SUN LIFE LARGE CAP FUND- -,adityabirlasunlifelargecap,large_cap
119528,ADITYA BIRLA SUN LIFE LARGE CAP FUND - -,ADITYA BIRLA SUN LIFE LARGE CAP FUND - -,adityabirlasunlifelargecap,large_cap
119556,ADITYA BIRLA SUN LIFE SMALL CAP FUND - -,ADITYA BIRLA SUN LIFE SMALL CAP FUND - -,adityabirlasunlifesmallcap,small_cap
119557,ADITYA BIRLA SUN LIFE SMALL CAP FUND - -,ADITYA BIRLA SUN LIFE SMALL CAP FUND - -,adityabirlasunlifesmallcap,small_cap
119565,SUNDARAM LARGE AND MIDCAP - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),SUNDARAM LARGE AND MIDCAP - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),sundaramlargeandmidcapincomedistributioncumcapitalwithdrawal,mid_cap
119566,SUNDARAM LARGE AND MIDCAP FUND -,SUNDARAM LARGE AND MIDCAP FUND -,sundaramlargeandmidcap,mid_cap
119581,SUNDARAM MID CAP FUND -,SUNDARAM MID CAP FUND -,sundarammidcap,mid_cap
119582,SUNDARAM MID CAP FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),SUNDARAM MID CAP FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),sundarammidcapincomedistributioncumcapitalwithdrawal,mid_cap
119585,SBI LARGE CAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),SBI LARGE CAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),sbilargecapincomedistributioncumcapitalwithdrawal,large_cap
119588,SUNDARAM SMALL CAP FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),SUNDARAM SMALL CAP FUND - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),sundaramsmallcapincomedistributioncumcapitalwithdrawal,small_cap
119589,SUNDARAM SMALL CAP FUND -,SUNDARAM SMALL CAP FUND -,sundaramsmallcap,small_cap
119598,SBI LARGE CAP FUND- -,SBI LARGE CAP FUND- -,sbilargecap,large_cap
119619,ADITYA BIRLA SUN LIFE MIDCAP FUND - -,ADITYA BIRLA SUN LIFE MIDCAP FUND - -,adityabirlasunlifemidcap,mid_cap
119620,ADITYA BIRLA SUN LIFE MIDCAP FUND - -,ADITYA BIRLA SUN LIFE MIDCAP FUND - -,adityabirlasunlifemidcap,mid_cap
119648,ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - -,ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - -,adityabirlasunlifenifty50index,index_fund
119649,ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - -,ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - -,adityabirlasunlifenifty50index,index_fund
119715,SBI MIDCAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),SBI MIDCAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),sbimidcapincomedistributioncumcapitalwithdrawal,mid_cap
119716,SBI MIDCAP FUND - -,SBI MIDCAP FUND - -,sbimidcap,mid_cap
119717,SBI FLEXICAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),SBI FLEXICAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),sbiflexicapincomedistributioncumcapitalwithdrawal,multi_cap
119718,SBI FLEXICAP FUND - -,SBI FLEXICAP FUND - -,sbiflexicap,multi_cap
119720,SBI LARGE & MIDCAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),SBI LARGE & MIDCAP FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),sbilargemidcapincomedistributioncumcapitalwithdrawal,mid_cap
119721,SBI LARGE & MIDCAP FUND - -,SBI LARGE & MIDCAP FUND - -,sbilargemidcap,mid_cap
119774,KOTAK MIDCAP FUND - - - & RE INVESTMENT OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,KOTAK MIDCAP FUND - - - & RE INVESTMENT OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,kotakmidcapreinvestmentofincomedistributioncumcapitalwithdrawal,mid_cap
119775,KOTAK MIDCAP FUND - -,KOTAK MIDCAP FUND - -,kotakmidcap,mid_cap
119826,SBI NIFTY INDEX FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),SBI NIFTY INDEX FUND - - INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL ( ),sbiniftyindexincomedistributioncumcapitalwithdrawal,index_fund
119827,SBI NIFTY INDEX FUND - -,SBI NIFTY INDEX FUND - -,sbiniftyindex,index_fund
120029,HSBC LARGE CAP FUND -,HSBC LARGE CAP FUND -,hsbclargecap,large_cap
120030,HSBC LARGE CAP FUND -,HSBC LARGE CAP FUND -,hsbclargecap,large_cap
120045,HSBC FLEXI CAP FUND -,HSBC FLEXI CAP FUND -,hsbcflexicap,multi_cap
120046,HSBC FLEXI CAP FUND -,HSBC FLEXI CAP FUND -,hsbcflexicap,multi_cap
120152,KOTAK LARGE CAP FUND - -,KOTAK LARGE CAP FUND - -,kotaklargecap,large_cap
120153,KOTAK LARGE CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL -,KOTAK LARGE CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL -,kotaklargecapofincomedistributioncumcapitalwithdrawal,large_cap
120157,KOTAK LARGE & MIDCAP FUND - -,KOTAK LARGE & MIDCAP FUND - -,kotaklargemidcap,mid_cap
120158,KOTAK LARGE & MIDCAP FUND - -,KOTAK LARGE & MIDCAP FUND - -,kotaklargemidcap,mid_cap
120163,KOTAK SMALL CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL -,KOTAK SMALL CAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL -,kotaksmallcapofincomedistributioncumcapitalwithdrawal,small_cap
120164,KOTAK SMALL CAP FUND - -,KOTAK SMALL CAP FUND - -,kotaksmallcap,small_cap
120165,KOTAK FLEXICAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL -,KOTAK FLEXICAP FUND - OF INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL -,kotakflexicapofincomedistributioncumcapitalwithdrawal,multi_cap
120166,KOTAK FLEXICAP FUND - -,KOTAK FLEXICAP FUND - -,kotakflexicap,multi_cap
120185,ICICI PRUDENTIAL US BLUECHIP EQUITY FUND - -,ICICI PRUDENTIAL US BLUECHIP EQUITY FUND - -,iciciprudentialusbluechipequity,large_cap
120186,ICICI PRUDENTIAL US BLUECHIP EQUITY FUND - -,ICICI PRUDENTIAL US BLUECHIP EQUITY FUND - -,iciciprudentialusbluechipequity,large_cap
120242,ICICI PRUDENTIAL MULTI SECTOR PASSIVE FOF - -,ICICI PRUDENTIAL MULTI SECTOR PASSIVE FOF - -,iciciprudentialmultisectorpassivefof,index_fund
120243,ICICI PRUDENTIAL MULTI SECTOR PASSIVE FOF - -,ICICI PRUDENTIAL MULTI SECTOR PASSIVE FOF - -,iciciprudentialmultisectorpassivefof,index_fund
120263,LIC MF FLEXI CAP FUND- -,LIC MF FLEXI CAP FUND- -,licmfflexicap,multi_cap
